AWND,CDSD,CLDD,DSND,DX32,DX90,EVAP,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN,WSFG,month,state,year
9.394117647058826,958.5486725663717,0.0,5.5364238410596025,5.605839416058394,0.0,,1613.6220472440946,939.2043795620438,0.8544285714285716,5.345454545454543,33.38102189781022,45.35474452554744,21.397101449275358,,45.0,11,NE,2018
9.905882352941173,965.1926605504588,0.0,13.179310344827586,8.681818181818182,0.0,,2750.0,1137.530303030303,2.5307063197026003,7.161077844311375,28.1219696969697,38.566666666666656,17.6375939849624,,36.9,12,NE,2018
10.282352941176471,0.0,0.0,8.88679245283019,11.673913043478262,0.0,,3942.1916666666666,1195.7971014492753,0.32811387900355915,3.858192090395481,26.1072463768116,36.76521739130434,15.444927536231887,,48.1,01,NE,2019
10.382352941176471,0.0,0.0,15.374193548387098,19.87121212121212,0.0,,5284.365217391304,1335.310606060606,0.9429411764705885,12.505882352941182,17.131060606060604,27.812121212121216,6.4955223880597,,38.9,02,NE,2019
10.6,0.0,0.0,13.084507042253522,7.444444444444445,0.0,,6312.771929824561,1030.1185185185186,2.931362007168458,8.659119496855345,31.58074074074073,42.305925925925926,20.845925925925933,,48.1,03,NE,2019
11.864705882352942,2.6910569105691056,2.742424242424242,1.8831168831168832,0.7803030303030303,0.18181818181818182,2.95,6772.945945945946,468.2348484848485,1.536801346801347,4.191975308641976,49.36287878787879,63.23181818181821,35.488636363636374,,42.1,04,NE,2019
10.4,25.553719008264462,22.389312977099237,0.22818791946308725,0.05303030303030303,0.5454545454545454,12.42,7136.477064220184,365.36641221374043,7.153333333333334,0.58,53.84885496183208,64.99545454545455,42.73129770992368,,47.0,05,NE,2019
8.841176470588238,168.88135593220338,141.73282442748092,0.0,0.0,3.66412213740458,13.1,7176.462264150943,44.54961832061068,4.223228070175439,0.0,68.26335877862597,80.92061068702293,55.56742424242423,,45.0,06,NE,2019
8.576470588235294,478.5,305.9767441860465,0.0,0.0,10.24031007751938,13.49,1.069767441860465,1.069767441860465,4.278647686832739,0.0,74.91627906976743,86.87906976744186,62.94806201550388,,27.1,07,NE,2019
7.958823529411764,696.5904761904762,216.16,0.0,0.0,3.76,6.53,8.747899159663865,7.608,5.4197183098591575,0.0,71.76560000000002,82.75999999999998,60.759200000000035,,49.0,08,NE,2019
9.841176470588236,851.3714285714286,154.88372093023256,0.0,0.0,4.5,6.47,48.82203389830509,40.21705426356589,2.4978700361010815,0.0,68.86000000000003,81.83846153846159,55.916793893129764,,31.1,09,NE,2019
10.970588235294118,855.1714285714286,3.925925925925926,0.9358974358974359,2.3555555555555556,0.2962962962962963,,679.5213675213676,628.5925925925926,2.071388888888888,1.417610062893081,44.47851851851853,58.0777777777778,30.874074074074066,,38.0,10,NE,2019
10.16470588235294,855.8921568627451,0.0,4.426573426573427,4.480916030534351,0.0,,1561.3274336283187,879.5384615384615,0.9682302771855007,6.972611464968154,35.26030534351145,48.13053435114505,22.391603053435116,,40.9,11,NE,2019
9.052941176470588,855.8921568627451,0.0,9.104575163398692,7.5,0.0,,2633.566371681416,1064.6940298507463,1.319257641921398,6.284337349397591,30.252238805970162,40.90746268656718,19.594776119402983,,48.1,12,NE,2019
9.694117647058825,0.0,0.0,14.455696202531646,7.849624060150376,0.0,,3801.5446428571427,1160.1127819548872,0.702288888888889,4.088757396449704,27.2421052631579,37.57744360902257,16.899999999999995,,46.1,01,NE,2020
10.641176470588233,0.0,0.0,4.3533333333333335,6.3046875,0.0,,4826.715596330275,1026.8984375,0.19057142857142864,3.371084337349396,29.307812500000004,42.053906249999976,16.563281250000003,,40.0,02,NE,2020
11.135294117647058,0.0,0.0,3.5833333333333335,1.7666666666666666,0.0,,5594.262626262626,743.5666666666667,1.9619999999999997,5.102222222222224,40.81500000000001,52.86500000000001,28.774999999999995,,51.9,03,NE,2020
11.41764705882353,1.631578947368421,1.7425742574257426,1.5384615384615385,1.5346534653465347,0.019801980198019802,,6133.105882352941,551.0693069306931,0.77288990825688,3.81743119266055,46.27227722772279,61.76930693069307,30.768316831683176,,47.0,04,NE,2020
10.547058823529412,15.655172413793103,13.8,0.0,0.0,0.2111111111111111,,6372.48717948718,253.6888888888889,4.3492361111111135,0.0,57.026666666666664,68.38333333333334,45.65999999999998,,,05,NE,2020
6.081818181818181,0.0,0.0,9.0,7.1420118343195265,0.0,,3801.0701754385964,1079.9451219512196,1.2828571428571423,4.812,29.068484848484832,40.74852071005918,17.516969696969696,,45.0,01,NV,2001
7.066666666666667,0.0,0.0,8.375,4.9714285714285715,0.0,,4737.238938053098,909.9401197604791,1.1730434782608699,5.321698113207548,31.42647058823531,42.37257142857144,20.560233918128645,,45.0,02,NV,2001
6.866666666666667,2.560810810810811,2.5950920245398774,5.452830188679245,0.8035714285714286,0.011904761904761904,,5465.236363636363,674.3742331288344,1.144518518518518,1.4712871287128713,42.882822085889586,55.533333333333346,30.346107784431133,,42.9,03,NV,2001
8.416666666666666,12.597222222222221,9.624242424242425,4.3619047619047615,0.8352941176470589,0.5352941176470588,4.195,6099.770642201835,604.0545454545454,1.4609420289855064,3.9201923076923086,44.72363636363636,58.127647058823555,31.4845238095238,0.0,57.9,04,NV,2001
8.191666666666666,94.99290780141844,81.86390532544378,0.8879310344827587,0.03468208092485549,5.040462427745664,10.07,6328.807339449541,207.19526627218934,0.2028985507246377,0.0,60.849707602339166,77.43121387283237,44.2812865497076,0.0,49.0,05,NV,2001
9.116666666666669,233.0888888888889,136.9873417721519,0.0,0.0,8.790123456790123,12.926666666666668,6531.877358490566,122.5253164556962,0.19469230769230772,0.0,65.688198757764,82.58641975308642,48.821951219512194,,40.9,06,NV,2001
8.174999999999999,436.55384615384617,211.1840490797546,0.0,0.0,12.22289156626506,12.469999999999999,37.06748466257669,37.06748466257669,0.7510869565217395,0.0,70.95636363636365,87.19156626506023,54.70119760479041,,53.9,07,NV,2001
6.991666666666667,678.3951612903226,254.79617834394904,0.0,0.0,17.220858895705522,12.173333333333332,52.83552631578947,12.872611464968152,0.27977272727272734,0.0,73.09006211180125,90.62269938650307,55.49938650306747,,46.1,08,NV,2001
6.791666666666667,746.9416666666667,95.95,0.0,0.0,5.878787878787879,8.76,170.69230769230768,111.5125,0.2691666666666667,0.0,64.46062499999996,81.61696969696969,47.47407407407404,,38.0,09,NV,2001
5.883333333333333,751.109243697479,23.74534161490683,0.11475409836065574,0.017543859649122806,1.1637426900584795,5.8566666666666665,564.2720588235294,369.85714285714283,0.3624460431654675,0.0,53.58633540372671,69.72865497076023,37.78242424242425,0.0,44.1,10,NV,2001
6.191666666666667,711.2857142857143,1.289655172413793,3.65,2.935483870967742,0.0064516129032258064,,1326.664,738.0275862068966,1.6813492063492068,3.7721649484536086,40.00067567567566,52.30774193548386,27.75629139072847,,31.1,11,NV,2001
6.281818181818182,713.9633027522935,0.0,12.584269662921349,6.9226190476190474,0.0,,2428.245901639344,1062.4129032258065,1.8924999999999998,6.12680412371134,29.61923076923078,39.44523809523811,20.031210191082806,,,12,NV,2001
6.133333333333333,0.0,0.0,8.970588235294118,7.0552147239263805,0.0,,3529.076271186441,1066.5986842105262,0.9358646616541353,2.895959595959597,29.845454545454537,41.14662576687119,18.59254658385093,0.0,36.0,01,NV,2002
6.4750000000000005,0.02666666666666667,0.024096385542168676,7.2,2.3430232558139537,0.0,,4400.5084745762715,842.7048192771084,0.6601449275362319,0.9701923076923076,34.099999999999994,47.83081395348836,20.53411764705882,0.0,47.0,02,NV,2002
7.491666666666666,1.49645390070922,1.4025157232704402,6.03960396039604,3.089820359281437,0.03592814371257485,,5312.9473684210525,846.3647798742138,0.881185185185185,2.5067961165048542,37.0679012345679,50.707784431137696,23.56325301204819,0.0,49.0,03,NV,2002
8.183333333333332,16.313868613138688,14.030303030303031,4.37719298245614,0.24260355029585798,0.6804733727810651,7.07,5875.625,497.09090909090907,1.2049275362318839,1.643809523809524,48.469879518072275,62.795857988165714,34.14385964912279,,48.1,04,NV,2002
8.0,58.09090909090909,43.06962025316456,2.0608695652173914,0.06172839506172839,2.7160493827160495,15.26,6309.908256880734,357.46835443037975,0.5957462686567165,0.7366336633663367,54.60124223602486,70.16234567901236,38.99877300613496,0.0,40.0,05,NV,2002
8.118181818181817,193.088,137.27777777777777,0.19827586206896552,0.0,9.341463414634147,13.73,6420.943925233645,116.85185185185185,0.33607407407407414,0.0,65.71419753086417,82.54085365853655,48.943113772455106,0.0,46.1,06,NV,2002
7.418181818181818,509.6333333333333,311.2822085889571,0.0,0.0,19.58682634730539,15.695,11.067484662576687,11.067484662576687,0.2771942446043165,0.0,74.9487804878049,92.25449101796407,57.78181818181822,,55.0,07,NV,2002
7.425,693.7521367521367,180.45859872611464,0.0,0.0,11.37037037037037,14.93,67.84,56.617834394904456,0.08731884057971014,0.0,69.12547770700637,86.64938271604929,51.5078787878788,0.0,38.9,08,NV,2002
7.183333333333334,760.7565217391304,77.03592814371258,0.04838709677419355,0.0,4.508670520231214,9.334999999999999,232.56338028169014,163.8323353293413,0.5807246376811597,0.0,61.91228070175438,78.14335260115608,45.75574712643677,0.0,42.9,09,NV,2002
5.8,771.7256637168142,10.437125748502995,0.47580645161290325,0.3333333333333333,0.3333333333333333,5.885,783.179104477612,518.4311377245509,0.3789285714285715,0.5768518518518518,48.19523809523808,63.60116959064328,32.89298245614036,0.0,30.0,10,NV,2002
6.536363636363635,777.2972972972973,0.2804878048780488,3.957627118644068,0.5872093023255814,0.0,,1549.8188976377953,743.4573170731708,1.234779411764706,0.5970873786407767,39.50121212121211,52.62441860465117,26.454761904761902,0.0,40.9,11,NV,2002
7.0699999999999985,780.5545454545454,0.0,8.479166666666666,4.672413793103448,0.0,,2538.4761904761904,968.1556886227545,1.5064885496183207,3.169387755102042,32.78823529411765,43.29827586206897,22.302352941176462,0.0,,12,NV,2002
5.13,0.029069767441860465,0.029069767441860465,6.1,0.192090395480226,0.0,,3304.568,752.2151162790698,0.6604379562043796,0.2443396226415094,40.124277456647384,51.98474576271187,28.10397727272726,0.0,21.9,01,NV,2003
7.118181818181818,0.05454545454545454,0.022988505747126436,5.7844827586206895,3.591160220994475,0.0,,4216.691056910569,875.1436781609195,1.1529197080291964,2.282242990654206,32.95141242937856,44.58839779005524,21.44666666666666,0.0,51.9,02,NV,2003
