Year,Month,State,Thousand Dollars,Megawatthours,Cents/kWh,mkwh,Year_Month
2011,11,SD,26545,343349,7.73,343.0,2011.11
2011,11,TN,216377,2120351,10.2,2120.0,2011.11
2011,11,TX,796123,9231488,8.62,9231.0,2011.11
2011,11,UT,60702,834265,7.28,834.0,2011.11
2011,11,VA,283154,3455544,8.19,3456.0,2011.11
2011,11,VT,22091,155849,14.17,156.0,2011.11
2011,11,WA,184265,2412320,7.64,2412.0,2011.11
2011,11,WI,182870,1774735,10.3,1775.0,2011.11
2011,11,WV,47910,564095,8.49,564.0,2011.11
2011,11,WY,29990,387208,7.75,387.0,2011.11
2011,12,AK,37774,257788,14.65,258.0,2011.12
2011,12,AL,177626,1661650,10.69,1662.0,2011.12
2011,12,AR,65398,874591,7.48,875.0,2011.12
2011,12,AZ,196999,2272487,8.67,2272.0,2011.12
2011,12,CA,1111407,9954727,11.16,9955.0,2011.12
2011,12,CO,147470,1636672,9.01,1637.0,2011.12
2011,12,CT,157308,1023298,15.37,1023.0,2011.12
2011,12,DC,85780,699940,12.26,700.0,2011.12
2011,12,DE,33078,325282,10.17,325.0,2011.12
2011,12,FL,695138,6992219,9.94,6992.0,2011.12
2011,12,GA,342612,3563652,9.61,3564.0,2011.12
2011,12,HI,89450,264909,33.77,265.0,2011.12
2011,12,IA,74479,1034434,7.2,1034.0,2011.12
2011,12,ID,30640,531824,5.76,532.0,2011.12
2011,12,IL,333676,4103334,8.13,4103.0,2011.12
2011,12,IN,165140,1881629,8.78,1882.0,2011.12
2011,12,KS,101326,1218305,8.32,1218.0,2011.12
2011,12,KY,119301,1413927,8.44,1414.0,2011.12
2011,12,LA,142702,1795219,7.95,1795.0,2011.12
2011,12,MA,211787,1483291,14.28,1483.0,2011.12
2011,12,MD,265936,2465728,10.79,2466.0,2011.12
2011,12,ME,41572,336368,12.36,336.0,2011.12
2011,12,MI,311771,3060526,10.19,3061.0,2011.12
2011,12,MN,142043,1848151,7.69,1848.0,2011.12
2011,12,MO,173246,2425371,7.14,2425.0,2011.12
2011,12,MS,96580,1009050,9.57,1009.0,2011.12
2011,12,MT,38746,429572,9.02,430.0,2011.12
2011,12,NC,288067,3555710,8.1,3556.0,2011.12
2011,12,ND,34156,438133,7.8,438.0,2011.12
2011,12,NE,56901,748432,7.6,748.0,2011.12
2011,12,NH,48347,346836,13.94,347.0,2011.12
2011,12,NJ,385518,3094298,12.46,3094.0,2011.12
2011,12,NM,66963,758547,8.83,759.0,2011.12
2011,12,NV,61331,711677,8.62,712.0,2011.12
2011,12,NY,878124,6083365,14.43,6083.0,2011.12
2011,12,OH,350702,3790564,9.25,3791.0,2011.12
2011,12,OK,104327,1484542,7.03,1485.0,2011.12
2011,12,OR,111590,1383955,8.06,1384.0,2011.12
2011,12,PA,343633,3566851,9.63,3567.0,2011.12
2011,12,RI,38977,307602,12.67,308.0,2011.12
2011,12,SC,148700,1600452,9.29,1600.0,2011.12
2011,12,SD,28237,375123,7.53,375.0,2011.12
2011,12,TN,226565,2174063,10.42,2174.0,2011.12
2011,12,TX,806712,9506503,8.49,9507.0,2011.12
2011,12,UT,60859,874914,6.96,875.0,2011.12
2011,12,VA,305094,3727966,8.18,3728.0,2011.12
2011,12,VT,23800,169709,14.02,170.0,2011.12
2011,12,WA,201392,2625962,7.67,2626.0,2011.12
2011,12,WI,198880,1952112,10.19,1952.0,2011.12
2011,12,WV,53077,646511,8.21,647.0,2011.12
2011,12,WY,29758,378306,7.87,378.0,2011.12
2012,1,AK,40099,264507,15.16,265.0,2012.1
2012,1,AL,176316,1675779,10.52,1676.0,2012.1
2012,1,AR,68113,899526,7.57,900.0,2012.1
2012,1,AZ,174301,2024723,8.61,2025.0,2012.1
2012,1,CA,1104997,9420152,11.73,9420.0,2012.1
2012,1,CO,135367,1595045,8.49,1595.0,2012.1
2012,1,CT,163869,1092157,15.0,1092.0,2012.1
2012,1,DC,87115,706784,12.33,707.0,2012.1
2012,1,DE,33823,346046,9.77,346.0,2012.1
2012,1,FL,678805,6833795,9.93,6834.0,2012.1
2012,1,GA,340372,3577765,9.51,3578.0,2012.1
2012,1,HI,89289,262479,34.02,262.0,2012.1
2012,1,IA,72112,998634,7.22,999.0,2012.1
2012,1,ID,33894,520045,6.52,520.0,2012.1
2012,1,IL,347279,4307733,8.06,4308.0,2012.1
2012,1,IN,182105,2001292,9.1,2001.0,2012.1
2012,1,KS,102904,1177480,8.74,1177.0,2012.1
2012,1,KY,126925,1522365,8.34,1522.0,2012.1
2012,1,LA,147420,1824386,8.08,1824.0,2012.1
2012,1,MA,204416,1495081,13.67,1495.0,2012.1
2012,1,MD,266607,2499521,10.67,2500.0,2012.1
2012,1,ME,43110,338983,12.72,339.0,2012.1
2012,1,MI,321882,3109204,10.35,3109.0,2012.1
2012,1,MN,156377,1892230,8.26,1892.0,2012.1
2012,1,MO,175381,2419985,7.25,2420.0,2012.1
2012,1,MS,96008,1005642,9.55,1006.0,2012.1
2012,1,MT,38196,429458,8.89,429.0,2012.1
2012,1,NC,303082,3629041,8.35,3629.0,2012.1
2012,1,ND,31993,452522,7.07,453.0,2012.1
2012,1,NE,58007,743618,7.8,744.0,2012.1
2012,1,NH,51193,376759,13.59,377.0,2012.1
2012,1,NJ,403151,3136633,12.85,3137.0,2012.1
2012,1,NM,60104,692655,8.68,693.0,2012.1
2012,1,NV,56956,658781,8.65,659.0,2012.1
2012,1,NY,896143,6206227,14.44,6206.0,2012.1
2012,1,OH,363394,3816637,9.52,3817.0,2012.1
2012,1,OK,102814,1431573,7.18,1432.0,2012.1
2012,1,OR,108599,1324063,8.2,1324.0,2012.1
2012,1,PA,352192,3690495,9.54,3690.0,2012.1
2012,1,RI,36352,280247,12.97,280.0,2012.1
2012,1,SC,152431,1642810,9.28,1643.0,2012.1
2012,1,SD,29823,384974,7.75,385.0,2012.1
2012,1,TN,227107,2236607,10.15,2237.0,2012.1
2012,1,TX,828072,9841451,8.41,9841.0,2012.1
2012,1,UT,62616,849658,7.37,850.0,2012.1
2012,1,VA,311119,3811786,8.16,3812.0,2012.1
2012,1,VT,24636,173209,14.22,173.0,2012.1
2012,1,WA,200392,2615583,7.66,2616.0,2012.1
2012,1,WI,198915,1935236,10.28,1935.0,2012.1
2012,1,WV,55439,673407,8.23,673.0,2012.1
2012,1,WY,30751,394541,7.79,395.0,2012.1
2012,2,AK,38462,259333,14.83,259.0,2012.2
2012,2,AL,169031,1577734,10.71,1578.0,2012.2
2012,2,AR,65924,876065,7.53,876.0,2012.2
2012,2,AZ,180399,2075525,8.69,2076.0,2012.2
2012,2,CA,1060053,8841361,11.99,8841.0,2012.2
2012,2,CO,135376,1527466,8.86,1527.0,2012.2
2012,2,CT,150157,1019208,14.73,1019.0,2012.2
2012,2,DC,77519,631673,12.27,632.0,2012.2
2012,2,DE,32010,318602,10.05,319.0,2012.2
2012,2,FL,661505,6713066,9.85,6713.0,2012.2
2012,2,GA,318688,3352078,9.51,3352.0,2012.2
2012,2,HI,88269,256200,34.45,256.0,2012.2
2012,2,IA,72592,984623,7.37,985.0,2012.2
2012,2,ID,31959,491306,6.5,491.0,2012.2
2012,2,IL,325373,3946789,8.24,3947.0,2012.2
2012,2,IN,169221,1819622,9.3,1820.0,2012.2
2012,2,KS,101082,1118532,9.04,1119.0,2012.2
2012,2,KY,124989,1449011,8.63,1449.0,2012.2
2012,2,LA,143008,1754479,8.15,1754.0,2012.2
2012,2,MA,194840,1401538,13.9,1402.0,2012.2
2012,2,MD,247575,2311138,10.71,2311.0,2012.2
2012,2,ME,40095,320394,12.51,320.0,2012.2
2012,2,MI,309979,2905097,10.67,2905.0,2012.2
2012,2,MN,150242,1783755,8.42,1784.0,2012.2
2012,2,MO,169463,2300328,7.37,2300.0,2012.2
2012,2,MS,95370,997059,9.57,997.0,2012.2
2012,2,MT,37860,423080,8.95,423.0,2012.2
2012,2,NC,294775,3401310,8.67,3401.0,2012.2
2012,2,ND,33397,439505,7.6,440.0,2012.2
2012,2,NE,59594,753018,7.91,753.0,2012.2
2012,2,NH,48662,359736,13.53,360.0,2012.2
2012,2,NJ,381813,3044463,12.54,3044.0,2012.2
2012,2,NM,59513,663660,8.97,664.0,2012.2
2012,2,NV,57688,622318,9.27,622.0,2012.2
2012,2,NY,852997,5987171,14.25,5987.0,2012.2
2012,2,OH,347636,3591207,9.68,3591.0,2012.2
2012,2,OK,103133,1390676,7.42,1391.0,2012.2
2012,2,OR,104967,1276837,8.22,1277.0,2012.2
2012,2,PA,330993,3460346,9.57,3460.0,2012.2
2012,2,RI,37571,285806,13.15,286.0,2012.2
2012,2,SC,145551,1526186,9.54,1526.0,2012.2
2012,2,SD,28884,368077,7.85,368.0,2012.2
2012,2,TN,215673,2153286,10.02,2153.0,2012.2
2012,2,TX,794976,9340342,8.51,9340.0,2012.2
2012,2,UT,63157,817427,7.73,817.0,2012.2
2012,2,VA,297210,3585600,8.29,3586.0,2012.2
2012,2,VT,22948,161202,14.24,161.0,2012.2
2012,2,WA,196528,2540871,7.73,2541.0,2012.2
2012,2,WI,191143,1844387,10.36,1844.0,2012.2
2012,2,WV,53166,628796,8.46,629.0,2012.2
2012,2,WY,30525,382840,7.97,383.0,2012.2
2012,3,AK,37330,248979,14.99,249.0,2012.3
2012,3,AL,173428,1642070,10.56,1642.0,2012.3
2012,3,AR,67485,890942,7.57,891.0,2012.3
2012,3,AZ,189677,2162900,8.77,2163.0,2012.3
2012,3,CA,1122006,9591128,11.7,9591.0,2012.3
2012,3,CO,138740,1551698,8.94,1552.0,2012.3
2012,3,CT,152345,1048831,14.53,1049.0,2012.3
2012,3,DC,80806,661040,12.22,661.0,2012.3
2012,3,DE,31746,320005,9.92,320.0,2012.3
2012,3,FL,688481,7227942,9.53,7228.0,2012.3
2012,3,GA,321786,3423973,9.4,3424.0,2012.3
2012,3,HI,90856,259628,34.99,260.0,2012.3
2012,3,IA,73566,976557,7.53,977.0,2012.3
2012,3,ID,31027,473832,6.55,474.0,2012.3
2012,3,IL,322851,3985623,8.1,3986.0,2012.3
2012,3,IN,175059,1859756,9.41,1860.0,2012.3
2012,3,KS,101775,1136944,8.95,1137.0,2012.3
2012,3,KY,128071,1456246,8.79,1456.0,2012.3
2012,3,LA,143924,1809787,7.95,1810.0,2012.3
2012,3,MA,197263,1404068,14.05,1404.0,2012.3
2012,3,MD,239856,2315811,10.36,2316.0,2012.3
2012,3,ME,36579,315421,11.6,315.0,2012.3
2012,3,MI,322770,3016955,10.7,3017.0,2012.3
2012,3,MN,153182,1781747,8.6,1782.0,2012.3
2012,3,MO,170415,2302537,7.4,2303.0,2012.3
2012,3,MS,98081,1019858,9.62,1020.0,2012.3
2012,3,MT,35457,391769,9.05,392.0,2012.3
2012,3,NC,305023,3497061,8.72,3497.0,2012.3
2012,3,ND,32806,422288,7.77,422.0,2012.3
2012,3,NE,57191,705559,8.11,706.0,2012.3
2012,3,NH,47636,353925,13.46,354.0,2012.3
2012,3,NJ,374787,3049959,12.29,3050.0,2012.3
2012,3,NM,60823,689210,8.83,689.0,2012.3
2012,3,NV,65773,753690,8.73,754.0,2012.3
2012,3,NY,848956,5934978,14.3,5935.0,2012.3
2012,3,OH,347307,3660921,9.49,3661.0,2012.3
2012,3,OK,104509,1462984,7.14,1463.0,2012.3
2012,3,OR,110738,1331930,8.31,1332.0,2012.3
2012,3,PA,327006,3450518,9.48,3451.0,2012.3
2012,3,RI,36071,286393,12.59,286.0,2012.3
2012,3,SC,153257,1611100,9.51,1611.0,2012.3
2012,3,SD,29150,369405,7.89,369.0,2012.3
2012,3,TN,210771,2088955,10.09,2089.0,2012.3
2012,3,TX,802992,9706687,8.27,9707.0,2012.3
2012,3,UT,60614,801110,7.57,801.0,2012.3
2012,3,VA,292831,3517501,8.32,3518.0,2012.3
2012,3,VT,22956,160941,14.26,161.0,2012.3
2012,3,WA,193928,2501753,7.75,2502.0,2012.3
2012,3,WI,193835,1862483,10.41,1862.0,2012.3
2012,3,WV,51955,604290,8.6,604.0,2012.3
2012,3,WY,30295,374738,8.08,375.0,2012.3
2012,4,AK,34603,235598,14.69,236.0,2012.4
2012,4,AL,178050,1695854,10.5,1696.0,2012.4
2012,4,AR,68652,924368,7.43,924.0,2012.4
2012,4,AZ,216736,2337111,9.27,2337.0,2012.4
2012,4,CA,1072564,8991371,11.93,8991.0,2012.4
2012,4,CO,137638,1522334,9.04,1522.0,2012.4
2012,4,CT,143728,973571,14.76,974.0,2012.4
2012,4,DC,82008,666988,12.3,667.0,2012.4
2012,4,DE,30691,311818,9.84,312.0,2012.4
2012,4,FL,705389,7293674,9.67,7294.0,2012.4
2012,4,GA,334100,3560803,9.38,3561.0,2012.4
2012,4,HI,90827,257296,35.3,257.0,2012.4
2012,4,IA,70597,906053,7.79,906.0,2012.4
2012,4,ID,30966,460824,6.72,461.0,2012.4
2012,4,IL,301526,3694692,8.16,3695.0,2012.4
2012,4,IN,171406,1806744,9.49,1807.0,2012.4
2012,4,KS,106898,1180239,9.06,1180.0,2012.4
2012,4,KY,119876,1377604,8.7,1378.0,2012.4
2012,4,LA,144440,1868062,7.73,1868.0,2012.4
2012,4,MA,178740,1345674,13.28,1346.0,2012.4
2012,4,MD,234148,2238243,10.46,2238.0,2012.4
2012,4,ME,32981,291552,11.31,292.0,2012.4
2012,4,MI,304034,2891427,10.52,2891.0,2012.4
2012,4,MN,143072,1695449,8.44,1695.0,2012.4
2012,4,MO,174544,2350713,7.43,2351.0,2012.4
2012,4,MS,96153,1043240,9.22,1043.0,2012.4
2012,4,MT,35108,388471,9.04,388.0,2012.4
2012,4,NC,306181,3645761,8.4,3646.0,2012.4
2012,4,ND,30842,387853,7.95,388.0,2012.4
2012,4,NE,56324,702939,8.01,703.0,2012.4
2012,4,NH,46226,343894,13.44,344.0,2012.4
2012,4,NJ,357454,2933203,12.19,2933.0,2012.4
2012,4,NM,60861,714248,8.52,714.0,2012.4
2012,4,NV,60676,669857,9.06,670.0,2012.4
2012,4,NY,833970,5738795,14.53,5739.0,2012.4
2012,4,OH,333747,3479676,9.59,3480.0,2012.4
2012,4,OK,107094,1544688,6.93,1545.0,2012.4
2012,4,OR,102376,1216247,8.42,1216.0,2012.4
2012,4,PA,306120,3227120,9.49,3227.0,2012.4
2012,4,RI,30744,278801,11.03,279.0,2012.4
2012,4,SC,154164,1652429,9.33,1652.0,2012.4
2012,4,SD,27626,344330,8.02,344.0,2012.4
2012,4,TN,220836,2189956,10.08,2190.0,2012.4
2012,4,TX,816548,9982141,8.18,9982.0,2012.4
2012,4,UT,64661,826495,7.82,826.0,2012.4
2012,4,VA,299274,3657397,8.18,3657.0,2012.4
2012,4,VT,22467,152517,14.73,153.0,2012.4
2012,4,WA,179747,2341074,7.68,2341.0,2012.4
2012,4,WI,182044,1750542,10.4,1751.0,2012.4
2012,4,WV,51781,608121,8.51,608.0,2012.4
2012,4,WY,28041,338850,8.28,339.0,2012.4
2012,5,AK,34019,222973,15.26,223.0,2012.5
2012,5,AL,197663,1903623,10.38,1904.0,2012.5
2012,5,AR,75003,991436,7.57,991.0,2012.5
2012,5,AZ,264119,2633427,10.03,2633.0,2012.5
2012,5,CA,1269831,10036526,12.65,10037.0,2012.5
2012,5,CO,151747,1636558,9.27,1637.0,2012.5
2012,5,CT,149951,1020937,14.69,1021.0,2012.5
2012,5,DC,94475,770335,12.26,770.0,2012.5
2012,5,DE,34230,346351,9.88,346.0,2012.5
2012,5,FL,756657,8085248,9.36,8085.0,2012.5
2012,5,GA,387603,4017943,9.65,4018.0,2012.5
2012,5,HI,98611,275030,35.85,275.0,2012.5
2012,5,IA,76087,971326,7.83,971.0,2012.5
2012,5,ID,32173,474812,6.78,475.0,2012.5
2012,5,IL,335105,4056671,8.26,4057.0,2012.5
2012,5,IN,188771,2050675,9.21,2051.0,2012.5
2012,5,KS,124296,1345981,9.23,1346.0,2012.5
2012,5,KY,147320,1618481,9.1,1618.0,2012.5
2012,5,LA,153799,2006500,7.67,2006.0,2012.5
2012,5,MA,192858,1409684,13.68,1410.0,2012.5
2012,5,MD,264257,2579004,10.25,2579.0,2012.5
2012,5,ME,35242,311122,11.33,311.0,2012.5
2012,5,MI,365708,3238898,11.29,3239.0,2012.5
2012,5,MN,154558,1798247,8.59,1798.0,2012.5
2012,5,MO,225395,2600480,8.67,2600.0,2012.5
2012,5,MS,104787,1144019,9.16,1144.0,2012.5
2012,5,MT,35038,382190,9.17,382.0,2012.5
2012,5,NC,338351,3965181,8.53,3965.0,2012.5
2012,5,ND,30462,384549,7.92,385.0,2012.5
2012,5,NE,61035,756322,8.07,756.0,2012.5
2012,5,NH,44677,333415,13.4,333.0,2012.5
2012,5,NJ,412099,3240769,12.72,3241.0,2012.5
2012,5,NM,68873,771182,8.93,771.0,2012.5
2012,5,NV,73565,833011,8.83,833.0,2012.5
2012,5,NY,853876,5843523,14.61,5844.0,2012.5
2012,5,OH,384762,4078267,9.43,4078.0,2012.5
2012,5,OK,132092,1846794,7.15,1847.0,2012.5
2012,5,OR,109369,1291893,8.47,1292.0,2012.5
2012,5,PA,328682,3457167,9.51,3457.0,2012.5
2012,5,RI,34458,295122,11.68,295.0,2012.5
2012,5,SC,169533,1844203,9.19,1844.0,2012.5
2012,5,SD,28440,348784,8.15,349.0,2012.5
2012,5,TN,231278,2262379,10.22,2262.0,2012.5
2012,5,TX,902464,11161925,8.09,11162.0,2012.5
2012,5,UT,76782,903368,8.5,903.0,2012.5
2012,5,VA,331492,3958019,8.38,3958.0,2012.5
2012,5,VT,23142,158162,14.63,158.0,2012.5
2012,5,WA,174958,2313916,7.56,2314.0,2012.5
2012,5,WI,197260,1873009,10.53,1873.0,2012.5
2012,5,WV,52729,605620,8.71,606.0,2012.5
2012,5,WY,28916,345391,8.37,345.0,2012.5
2012,6,AK,32957,217878,15.13,218.0,2012.6
2012,6,AL,214766,1999469,10.74,1999.0,2012.6
2012,6,AR,87252,1113641,7.83,1114.0,2012.6
2012,6,AZ,281750,2793035,10.09,2793.0,2012.6
2012,6,CA,1636350,10769447,15.19,10769.0,2012.6
2012,6,CO,181554,1828313,9.93,1828.0,2012.6
2012,6,CT,158388,1088699,14.55,1089.0,2012.6
2012,6,DC,92942,772663,12.03,773.0,2012.6
2012,6,DE,39545,388969,10.17,389.0,2012.6
2012,6,FL,793014,8253215,9.61,8253.0,2012.6
2012,6,GA,402473,4199550,9.58,4200.0,2012.6
2012,6,HI,98828,265584,37.21,266.0,2012.6
2012,6,IA,91239,1080106,8.45,1080.0,2012.6
2012,6,ID,34202,484751,7.06,485.0,2012.6
2012,6,IL,348086,4486977,7.76,4487.0,2012.6
2012,6,IN,201594,2204833,9.14,2205.0,2012.6
2012,6,KS,139248,1435269,9.7,1435.0,2012.6
2012,6,KY,150264,1687040,8.91,1687.0,2012.6
2012,6,LA,163134,2265860,7.2,2266.0,2012.6
2012,6,MA,216733,1518435,14.27,1518.0,2012.6
2012,6,MD,288368,2715416,10.62,2715.0,2012.6
2012,6,ME,42493,395601,10.74,396.0,2012.6
2012,6,MI,390806,3519865,11.1,3520.0,2012.6
2012,6,MN,179567,1941174,9.25,1941.0,2012.6
2012,6,MO,264625,2774226,9.54,2774.0,2012.6
2012,6,MS,115198,1243959,9.26,1244.0,2012.6
2012,6,MT,35509,390364,9.1,390.0,2012.6
2012,6,NC,361582,4182558,8.64,4183.0,2012.6
2012,6,ND,33079,380375,8.7,380.0,2012.6
2012,6,NE,70024,804407,8.71,804.0,2012.6
2012,6,NH,49365,369926,13.34,370.0,2012.6
2012,6,NJ,445021,3281273,13.56,3281.0,2012.6
2012,6,NM,85077,868598,9.79,869.0,2012.6
2012,6,NV,74443,865430,8.6,865.0,2012.6
2012,6,NY,1042860,6546233,15.93,6546.0,2012.6
2012,6,OH,387317,4173826,9.28,4174.0,2012.6
2012,6,OK,137665,1825344,7.54,1825.0,2012.6
2012,6,OR,106026,1270055,8.35,1270.0,2012.6
2012,6,PA,344132,3706391,9.28,3706.0,2012.6
2012,6,RI,39638,326841,12.13,327.0,2012.6
2012,6,SC,190994,1917042,9.96,1917.0,2012.6
2012,6,SD,30882,376309,8.21,376.0,2012.6
2012,6,TN,263988,2521819,10.47,2522.0,2012.6
2012,6,TX,982432,12050558,8.15,12051.0,2012.6
2012,6,UT,84397,955191,8.84,955.0,2012.6
2012,6,VA,346370,4179608,8.29,4180.0,2012.6
2012,6,VT,24292,168436,14.42,168.0,2012.6
2012,6,WA,175020,2306737,7.59,2307.0,2012.6
2012,6,WI,217849,2047958,10.64,2048.0,2012.6
2012,6,WV,54898,685683,8.01,686.0,2012.6
2012,6,WY,30391,364452,8.34,364.0,2012.6
2012,7,AK,34447,227589,15.14,228.0,2012.7
2012,7,AL,236698,2202869,10.74,2203.0,2012.7
2012,7,AR,96965,1232448,7.87,1232.0,2012.7
2012,7,AZ,293004,2865370,10.23,2865.0,2012.7
2012,7,CA,1600554,10817466,14.8,10817.0,2012.7
2012,7,CO,190293,1942003,9.8,1942.0,2012.7
2012,7,CT,183713,1258920,14.59,1259.0,2012.7
2012,7,DC,106999,902104,11.86,902.0,2012.7
2012,7,DE,45147,447083,10.1,447.0,2012.7
2012,7,FL,827110,8746690,9.46,8747.0,2012.7
2012,7,GA,457205,4528496,10.1,4528.0,2012.7
2012,7,HI,97031,274048,35.41,274.0,2012.7
2012,7,IA,104646,1186226,8.82,1186.0,2012.7
2012,7,ID,39207,528889,7.41,529.0,2012.7
2012,7,IL,403733,5057892,7.98,5058.0,2012.7
2012,7,IN,218997,2456343,8.92,2456.0,2012.7
2012,7,KS,152843,1616755,9.45,1617.0,2012.7
2012,7,KY,160549,1880867,8.54,1881.0,2012.7
2012,7,LA,177616,2361687,7.52,2362.0,2012.7
2012,7,MA,237060,1673499,14.17,1673.0,2012.7
2012,7,MD,316563,3028191,10.45,3028.0,2012.7
2012,7,ME,42000,371409,11.31,371.0,2012.7
2012,7,MI,444308,3838309,11.58,3838.0,2012.7
2012,7,MN,199812,2176563,9.18,2177.0,2012.7
2012,7,MO,297580,3144056,9.46,3144.0,2012.7
2012,7,MS,123605,1331100,9.29,1331.0,2012.7
2012,7,MT,39494,433027,9.12,433.0,2012.7
2012,7,NC,408140,4504116,9.06,4504.0,2012.7
2012,7,ND,37177,447784,8.3,448.0,2012.7
2012,7,NE,84391,925614,9.12,926.0,2012.7
2012,7,NH,54431,408543,13.32,409.0,2012.7
2012,7,NJ,526516,3857840,13.65,3858.0,2012.7
2012,7,NM,89562,891786,10.04,892.0,2012.7
2012,7,NV,82233,939402,8.75,939.0,2012.7
2012,7,NY,1209241,7347840,16.46,7348.0,2012.7
2012,7,OH,438808,4703786,9.33,4704.0,2012.7
2012,7,OK,157020,2101359,7.47,2101.0,2012.7
2012,7,OR,115263,1391402,8.28,1391.0,2012.7
2012,7,PA,377728,4043251,9.34,4043.0,2012.7
2012,7,RI,41456,356443,11.63,356.0,2012.7
2012,7,SC,213392,2163015,9.87,2163.0,2012.7
2012,7,SD,35945,430133,8.36,430.0,2012.7
2012,7,TN,297089,2835322,10.48,2835.0,2012.7
2012,7,TX,1060556,13131072,8.08,13131.0,2012.7
2012,7,UT,86108,1038452,8.29,1038.0,2012.7
2012,7,VA,364457,4540659,8.03,4541.0,2012.7
2012,7,VT,26954,184863,14.58,185.0,2012.7
2012,7,WA,182249,2403835,7.58,2404.0,2012.7
2012,7,WI,250687,2324426,10.78,2324.0,2012.7
2012,7,WV,58657,690636,8.49,691.0,2012.7
2012,7,WY,28289,343830,8.23,344.0,2012.7
2012,8,AK,34682,232827,14.9,233.0,2012.8
2012,8,AL,229800,2121668,10.83,2122.0,2012.8
2012,8,AR,99094,1257595,7.88,1258.0,2012.8
2012,8,AZ,318432,3124446,10.19,3124.0,2012.8
2012,8,CA,1848179,11910689,15.52,11911.0,2012.8
2012,8,CO,182034,1851957,9.83,1852.0,2012.8
2012,8,CT,186216,1283161,14.51,1283.0,2012.8
2012,8,DC,98655,838668,11.76,839.0,2012.8
2012,8,DE,44550,433767,10.27,434.0,2012.8
2012,8,FL,833286,8717705,9.56,8718.0,2012.8
2012,8,GA,433607,4493668,9.65,4494.0,2012.8
2012,8,HI,98614,287389,34.31,287.0,2012.8
2012,8,IA,102827,1111270,9.25,1111.0,2012.8
2012,8,ID,42999,579170,7.42,579.0,2012.8
2012,8,IL,385197,4821316,7.99,4821.0,2012.8
2012,8,IN,202974,2265246,8.96,2265.0,2012.8
2012,8,KS,141421,1489410,9.5,1489.0,2012.8
2012,8,KY,157517,1826206,8.63,1826.0,2012.8
2012,8,LA,175779,2376701,7.4,2377.0,2012.8
2012,8,MA,236613,1740642,13.59,1741.0,2012.8
2012,8,MD,303283,2903651,10.44,2904.0,2012.8
2012,8,ME,42760,384133,11.13,384.0,2012.8
2012,8,MI,390957,3537100,11.05,3537.0,2012.8
2012,8,MN,194699,2063238,9.44,2063.0,2012.8
2012,8,MO,275012,2893705,9.5,2894.0,2012.8
2012,8,MS,124552,1359543,9.16,1360.0,2012.8
2012,8,MT,42806,467919,9.15,468.0,2012.8
2012,8,NC,401382,4539250,8.84,4539.0,2012.8
2012,8,ND,36599,424605,8.62,425.0,2012.8
2012,8,NE,76420,858858,8.9,859.0,2012.8
2012,8,NH,57474,439170,13.09,439.0,2012.8
2012,8,NJ,514346,3818433,13.47,3818.0,2012.8
2012,8,NM,90410,891139,10.15,891.0,2012.8
2012,8,NV,82088,941562,8.72,942.0,2012.8
2012,8,NY,1118040,7302886,15.31,7303.0,2012.8
2012,8,OH,412018,4395770,9.37,4396.0,2012.8
2012,8,OK,150377,1899732,7.92,1900.0,2012.8
2012,8,OR,119796,1462189,8.19,1462.0,2012.8
2012,8,PA,370110,3964939,9.33,3965.0,2012.8
2012,8,RI,40438,361120,11.2,361.0,2012.8
2012,8,SC,207221,2100366,9.87,2100.0,2012.8
2012,8,SD,35902,428025,8.39,428.0,2012.8
2012,8,TN,289322,2833658,10.21,2834.0,2012.8
2012,8,TX,1111677,13644552,8.15,13645.0,2012.8
2012,8,UT,84683,1037543,8.16,1038.0,2012.8
2012,8,VA,349506,4439074,7.87,4439.0,2012.8
2012,8,VT,27311,192084,14.22,192.0,2012.8
2012,8,WA,190181,2507873,7.58,2508.0,2012.8
2012,8,WI,232752,2156039,10.8,2156.0,2012.8
2012,8,WV,60711,755296,8.04,755.0,2012.8
2012,8,WY,28001,339466,8.25,339.0,2012.8
2012,9,AK,31656,223867,14.14,224.0,2012.9
2012,9,AL,209425,1977773,10.59,1978.0,2012.9
2012,9,AR,91392,1157402,7.9,1157.0,2012.9
2012,9,AZ,271429,2750355,9.87,2750.0,2012.9
2012,9,CA,1746384,11009334,15.86,11009.0,2012.9
2012,9,CO,171583,1747522,9.82,1748.0,2012.9
2012,9,CT,168909,1164240,14.51,1164.0,2012.9
2012,9,DC,84653,720908,11.74,721.0,2012.9
2012,9,DE,33446,329683,10.14,330.0,2012.9
2012,9,FL,810413,8374236,9.68,8374.0,2012.9
2012,9,GA,392237,4081218,9.61,4081.0,2012.9
2012,9,HI,95091,273181,34.81,273.0,2012.9
2012,9,IA,84867,1012736,8.38,1013.0,2012.9
2012,9,ID,32845,483845,6.79,484.0,2012.9
2012,9,IL,346099,4302719,8.04,4303.0,2012.9
2012,9,IN,179633,1993534,9.01,1994.0,2012.9
2012,9,KS,128465,1347701,9.53,1348.0,2012.9
2012,9,KY,142953,1582950,9.03,1583.0,2012.9
2012,9,LA,172300,2239396,7.69,2239.0,2012.9
2012,9,MA,209022,1479816,14.12,1480.0,2012.9
2012,9,MD,265255,2524561,10.51,2525.0,2012.9
2012,9,ME,36903,326102,11.32,326.0,2012.9
2012,9,MI,338521,3054452,11.08,3054.0,2012.9
