YEAR,MONTH,STATE,Total
2001,1,AK,590145
2001,1,AL,11326642
2001,1,AR,3903323
2001,1,AZ,7573925
2001,1,CA,16618887
2001,1,CO,4163453
2001,1,CT,2930434
2001,1,DC,9251
2001,1,DE,626139
2001,1,FL,16937281
2001,1,GA,11084082
2001,1,HI,924573
2001,1,IA,3761273
2001,1,ID,605338
2001,1,IL,16039369
2001,1,IN,10947422
2001,1,KS,4108052
2001,1,KY,8118236
2001,1,LA,7595003
2001,1,MA,3801943
2001,1,MD,4602543
2001,1,ME,1648488
2001,1,MI,10182660
2001,1,MN,4332835
2001,1,MO,7119915
2001,1,MS,3563612
2001,1,MT,2300794
2001,1,NC,10511795
2001,1,ND,2750739
2001,1,NE,2898716
2001,1,NH,652365
2001,1,NJ,5305915
2001,1,NM,2919113
2001,1,NV,2965823
2001,1,NY,12622133
2001,1,OH,13162516
2001,1,OK,4490790
2001,1,OR,4150338
2001,1,PA,18863626
2001,1,RI,423873
2001,1,SC,7645817
2001,1,SD,628372
2001,1,TN,9106237
2001,1,TX,31001280
2001,1,US-TOTAL,332493160
2001,1,UT,2957243
2001,1,VA,7117068
2001,1,VT,548206
2001,1,WA,8318002
2001,1,WI,5363511
2001,1,WV,8653387
2001,1,WY,4020680
2001,2,AK,546167
2001,2,AL,9576039
2001,2,AR,3372020
2001,2,AZ,6616639
2001,2,CA,14380392
2001,2,CO,3777266
2001,2,CT,1852626
2001,2,DC,0
2001,2,DE,521099
2001,2,FL,12761418
2001,2,GA,8331590
2001,2,HI,800847
2001,2,IA,3243662
2001,2,ID,503368
2001,2,IL,13913663
2001,2,IN,9660651
2001,2,KS,3273967
2001,2,KY,7533754
2001,2,LA,6105164
2001,2,MA,3145754
2001,2,MD,4182074
2001,2,ME,1462646
2001,2,MI,8870735
2001,2,MN,3840229
2001,2,MO,6215930
2001,2,MS,2743202
2001,2,MT,2105062
2001,2,NC,8862021
2001,2,ND,2513628
2001,2,NE,2424581
2001,2,NH,1280183
2001,2,NJ,4705993
2001,2,NM,2713390
2001,2,NV,2968734
2001,2,NY,11459532
2001,2,OH,11161698
2001,2,OK,4032517
2001,2,OR,3717815
2001,2,PA,15053400
2001,2,RI,443519
2001,2,SC,6638018
2001,2,SD,571928
2001,2,TN,7453653
2001,2,TX,25626521
2001,2,US-TOTAL,282940198
2001,2,UT,2795819
2001,2,VA,5894142
2001,2,VT,477588
2001,2,WA,7088155
2001,2,WI,4593527
2001,2,WV,7380732
2001,2,WY,3747141
2001,3,AK,587115
2001,3,AL,9364445
2001,3,AR,3125261
2001,3,AZ,7325900
2001,3,CA,15848633
2001,3,CO,3841540
2001,3,CT,2386253
2001,3,DC,0
2001,3,DE,866773
2001,3,FL,14114923
2001,3,GA,9844453
2001,3,HI,873314
2001,3,IA,3576369
2001,3,ID,595208
2001,3,IL,14882220
2001,3,IN,9950720
2001,3,KS,3339534
2001,3,KY,8201581
2001,3,LA,6320906
2001,3,MA,3596645
2001,3,MD,3597128
2001,3,ME,1503442
2001,3,MI,9681003
2001,3,MN,3662516
2001,3,MO,5891090
2001,3,MS,3642720
2001,3,MT,1920857
2001,3,NC,9303299
2001,3,ND,2690409
2001,3,NE,2249603
2001,3,NH,958477
2001,3,NJ,4946760
2001,3,NM,2617299
2001,3,NV,3040196
2001,3,NY,12114668
2001,3,OH,12107819
2001,3,OK,3807719
2001,3,OR,4208538
2001,3,PA,16841128
2001,3,RI,589502
2001,3,SC,7385446
2001,3,SD,601320
2001,3,TN,8193004
2001,3,TX,27580339
2001,3,US-TOTAL,300706544
2001,3,UT,2435341
2001,3,VA,6358233
2001,3,VT,471650
2001,3,WA,7775825
2001,3,WI,4755366
2001,3,WV,7040685
2001,3,WY,4093370
2001,4,AK,488698
2001,4,AL,7714348
2001,4,AR,3349774
2001,4,AZ,7159997
2001,4,CA,15841018
2001,4,CO,3692812
2001,4,CT,2280079
2001,4,DC,766
2001,4,DE,577017
2001,4,FL,14808706
2001,4,GA,9245326
2001,4,HI,835878
2001,4,IA,2916301
2001,4,ID,621878
2001,4,IL,13320173
2001,4,IN,8633796
2001,4,KS,3246097
2001,4,KY,7125446
2001,4,LA,6926936
2001,4,MA,2404166
2001,4,MD,3309853
2001,4,ME,1297956
2001,4,MI,8255739
2001,4,MN,3666583
2001,4,MO,5096669
2001,4,MS,3559358
2001,4,MT,1546183
2001,4,NC,9075057
2001,4,ND,2314330
2001,4,NE,2084250
2001,4,NH,1420718
2001,4,NJ,4012599
2001,4,NM,2319587
2001,4,NV,2040506
2001,4,NY,10733680
2001,4,OH,11177301
2001,4,OK,3611899
2001,4,OR,3784434
2001,4,PA,14727884
2001,4,RI,450800
2001,4,SC,6371638
2001,4,SD,446861
2001,4,TN,8078386
2001,4,TX,27486315
2001,4,US-TOTAL,278078871
2001,4,UT,2677520
2001,4,VA,6108458
2001,4,VT,467178
2001,4,WA,6416576
2001,4,WI,4564247
2001,4,WV,6327911
2001,4,WY,3459181
2001,5,AK,484687
2001,5,AL,10048668
2001,5,AR,3690531
2001,5,AZ,7965507
2001,5,CA,16874504
2001,5,CO,3975396
2001,5,CT,2356271
2001,5,DC,5921
2001,5,DE,574414
2001,5,FL,15817681
2001,5,GA,9949454
2001,5,HI,885862
2001,5,IA,2875510
2001,5,ID,970543
2001,5,IL,14604710
2001,5,IN,9487708
2001,5,KS,3757797
2001,5,KY,7482535
2001,5,LA,7624188
2001,5,MA,2426249
2001,5,MD,3631295
2001,5,ME,1632885
2001,5,MI,9301148
2001,5,MN,3413870
2001,5,MO,5471746
2001,5,MS,3970700
2001,5,MT,1886942
2001,5,NC,9535155
2001,5,ND,2328039
2001,5,NE,2496560
2001,5,NH,1263395
2001,5,NJ,4159906
2001,5,NM,3129075
2001,5,NV,2805571
2001,5,NY,11131989
2001,5,OH,10691804
2001,5,OK,4345641
2001,5,OR,3927825
2001,5,PA,15648293
2001,5,RI,658275
2001,5,SC,7188933
2001,5,SD,401979
2001,5,TN,8066658
2001,5,TX,31583459
2001,5,US-TOTAL,300491621
2001,5,UT,3050121
2001,5,VA,5592002
2001,5,VT,254425
2001,5,WA,6287775
2001,5,WI,4611303
2001,5,WV,6730022
2001,5,WY,3436696
2001,6,AK,488004
2001,6,AL,11170299
2001,6,AR,4132866
2001,6,AZ,8174259
2001,6,CA,18071777
2001,6,CO,3907473
2001,6,CT,2660789
2001,6,DC,488
2001,6,DE,559124
2001,6,FL,18087619
2001,6,GA,10686690
2001,6,HI,873879
2001,6,IA,3294522
2001,6,ID,860574
2001,6,IL,15410728
2001,6,IN,10592846
2001,6,KS,3898452
2001,6,KY,8466026
2001,6,LA,7787179
2001,6,MA,3299909
2001,6,MD,4425067
2001,6,ME,1603056
2001,6,MI,9812861
2001,6,MN,4115424
2001,6,MO,6801956
2001,6,MS,4529124
2001,6,MT,1756014
2001,6,NC,10468727
2001,6,ND,2243066
2001,6,NE,2668618
2001,6,NH,1377186
2001,6,NJ,5540753
2001,6,NM,3052780
2001,6,NV,2887826
2001,6,NY,13037610
2001,6,OH,11904709
2001,6,OK,5037572
2001,6,OR,3634471
2001,6,PA,16284096
2001,6,RI,620770
2001,6,SC,8243320
2001,6,SD,596945
2001,6,TN,7814104
2001,6,TX,34619506
2001,6,US-TOTAL,327693978
2001,6,UT,2949914
2001,6,VA,6500503
2001,6,VT,497665
2001,6,WA,6434437
2001,6,WI,4887862
2001,6,WV,7238490
2001,6,WY,3686041
2001,7,AK,553925
2001,7,AL,12083310
2001,7,AR,4564078
2001,7,AZ,8443619
2001,7,CA,19794556
2001,7,CO,4254903
2001,7,CT,2589210
2001,7,DC,24107
2001,7,DE,658145
2001,7,FL,18436001
2001,7,GA,12077028
2001,7,HI,936028
2001,7,IA,3949795
2001,7,ID,1124100
2001,7,IL,17030114
2001,7,IN,11597529
2001,7,KS,4454021
2001,7,KY,9153530
2001,7,LA,9024895
2001,7,MA,3359422
2001,7,MD,4568848
2001,7,ME,1691145
2001,7,MI,10491946
2001,7,MN,4516024
2001,7,MO,8057211
2001,7,MS,5823780
2001,7,MT,2147991
2001,7,NC,11101971
2001,7,ND,2688012
2001,7,NE,2983656
2001,7,NH,1407513
2001,7,NJ,5667685
2001,7,NM,3319695
2001,7,NV,2923845
2001,7,NY,13127806
2001,7,OH,12415923
2001,7,OK,6374598
2001,7,OR,3244327
2001,7,PA,17841919
2001,7,RI,695495
2001,7,SC,8637740
2001,7,SD,712901
2001,7,TN,8489708
2001,7,TX,39939836
2001,7,US-TOTAL,357613700
2001,7,UT,3306210
2001,7,VA,6949851
2001,7,VT,478102
2001,7,WA,6058354
2001,7,WI,5713805
2001,7,WV,8001256
2001,7,WY,4128229
2001,8,AK,586796
2001,8,AL,12520917
2001,8,AR,4538995
2001,8,AZ,8257966
2001,8,CA,20307443
2001,8,CO,4258974
2001,8,CT,3063574
2001,8,DC,47587
2001,8,DE,931323
2001,8,FL,19755769
2001,8,GA,12090260
2001,8,HI,957816
2001,8,IA,3899326
2001,8,ID,1141175
2001,8,IL,16994651
2001,8,IN,11895147
2001,8,KS,4406427
2001,8,KY,9240835
2001,8,LA,9254092
2001,8,MA,3800628
2001,8,MD,5103740
2001,8,ME,2005644
2001,8,MI,10933560
2001,8,MN,4325689
2001,8,MO,8225010
2001,8,MS,5654418
2001,8,MT,2180469
2001,8,NC,12337804
2001,8,ND,2820223
2001,8,NE,2965856
2001,8,NH,1397092
2001,8,NJ,6427343
2001,8,NM,2921975
2001,8,NV,3234749
2001,8,NY,14719546
2001,8,OH,13745928
2001,8,OK,6187885
2001,8,OR,3511174
2001,8,PA,18427853
2001,8,RI,789519
2001,8,SC,8918603
2001,8,SD,826653
2001,8,TN,9142632
2001,8,TX,39376594
2001,8,US-TOTAL,370532828
2001,8,UT,3279087
2001,8,VA,7732727
2001,8,VT,464013
2001,8,WA,7045917
2001,8,WI,5768842
2001,8,WV,8211780
2001,8,WY,3900801
2001,9,AK,640166
2001,9,AL,11014510
2001,9,AR,4220271
2001,9,AZ,7456615
2001,9,CA,16852629
2001,9,CO,3664530
2001,9,CT,2701134
2001,9,DC,0
2001,9,DE,440667
2001,9,FL,17107088
2001,9,GA,9236560
2001,9,HI,898730
2001,9,IA,3210550
2001,9,ID,749900
2001,9,IL,14281396
2001,9,IN,10085994
2001,9,KS,3640128
2001,9,KY,7875899
2001,9,LA,7525832
2001,9,MA,2976987
2001,9,MD,4175700
2001,9,ME,1752340
2001,9,MI,7752935
2001,9,MN,3970185
2001,9,MO,6662236
2001,9,MS,4976550
2001,9,MT,1999681
2001,9,NC,9661408
2001,9,ND,2312952
2001,9,NE,2712274
2001,9,NH,1350562
2001,9,NJ,4966426
2001,9,NM,2601299
2001,9,NV,2895516
2001,9,NY,11583029
2001,9,OH,11460354
2001,9,OK,4661520
2001,9,OR,3328436
2001,9,PA,15210385
2001,9,RI,762797
2001,9,SC,7270901
2001,9,SD,775904
2001,9,TN,8103377
2001,9,TX,32471977
2001,9,US-TOTAL,306928866
2001,9,UT,3160352
2001,9,VA,5736863
2001,9,VT,445008
2001,9,WA,6271530
2001,9,WI,4484159
2001,9,WV,5847463
2001,9,WY,2985163
2001,10,AK,579703
2001,10,AL,10321847
2001,10,AR,4087246
2001,10,AZ,6386127
2001,10,CA,15929260
2001,10,CO,3637309
2001,10,CT,2605908
2001,10,DC,3497
2001,10,DE,536848
2001,10,FL,15525035
2001,10,GA,8285251
2001,10,HI,914094
2001,10,IA,3279149
2001,10,ID,701595
2001,10,IL,13841541
2001,10,IN,10054997
2001,10,KS,3511120
2001,10,KY,7582673
2001,10,LA,6571928
2001,10,MA,3245473
2001,10,MD,4139410
2001,10,ME,1567777
2001,10,MI,8887867
2001,10,MN,4264238
2001,10,MO,6559906
2001,10,MS,5439860
2001,10,MT,2177430
2001,10,NC,9077946
2001,10,ND,2335056
2001,10,NE,2634389
2001,10,NH,1292050
2001,10,NJ,4511012
2001,10,NM,2725054
2001,10,NV,2997104
2001,10,NY,11419730
2001,10,OH,11217241
2001,10,OK,4453555
2001,10,OR,3470200
2001,10,PA,15302784
2001,10,RI,745310
2001,10,SC,6963396
2001,10,SD,597576
2001,10,TN,7146984
2001,10,TX,28083635
2001,10,US-TOTAL,294733613
2001,10,UT,3186872
2001,10,VA,5416467
2001,10,VT,459148
2001,10,WA,6348333
2001,10,WI,4773840
2001,10,WV,5282311
2001,10,WY,3656526
2001,11,AK,564436
2001,11,AL,9886874
2001,11,AR,3626715
2001,11,AZ,6814355
2001,11,CA,13419388
2001,11,CO,3689135
2001,11,CT,2226920
2001,11,DC,31622
2001,11,DE,314514
2001,11,FL,13471979
2001,11,GA,8181096
2001,11,HI,863437
2001,11,IA,3189393
2001,11,ID,737696
2001,11,IL,13907406
2001,11,IN,9594432
2001,11,KS,3249915
2001,11,KY,6654074
2001,11,LA,6190750
2001,11,MA,3140944
2001,11,MD,3780002
2001,11,ME,1704659
2001,11,MI,8410701
2001,11,MN,3998365
2001,11,MO,6502267
2001,11,MS,4366411
2001,11,MT,2045941
2001,11,NC,8389939
2001,11,ND,2481004
2001,11,NE,2137681
2001,11,NH,1324857
2001,11,NJ,4540974
2001,11,NM,2474622
2001,11,NV,2653470
2001,11,NY,10517985
2001,11,OH,11094383
2001,11,OK,4051165
2001,11,OR,3654716
2001,11,PA,15272979
2001,11,RI,570531
2001,11,SC,6889312
2001,11,SD,648148
2001,11,TN,6819197
2001,11,TX,26453126
2001,11,US-TOTAL,278933942
2001,11,UT,3046637
2001,11,VA,4875441
2001,11,VT,466800
2001,11,WA,6895661
2001,11,WI,4465739
2001,11,WV,4798699
2001,11,WY,3847453
2001,12,AK,633924
2001,12,AL,10317214
2001,12,AR,4580956
2001,12,AZ,7736363
2001,12,CA,14657585
2001,12,CO,4013212
2001,12,CT,2837447
2001,12,DC,0
2001,12,DE,201622
2001,12,FL,14121843
2001,12,GA,9304998
2001,12,HI,868634
2001,12,IA,3462662
2001,12,ID,735567
2001,12,IL,15023311
2001,12,IN,10068428
2001,12,KS,3863012
2001,12,KY,7983036
2001,12,LA,6967506
2001,12,MA,3280311
2001,12,MD,3546682
2001,12,ME,1694783
2001,12,MI,9264457
2001,12,MN,4417265
2001,12,MO,6940936
2001,12,MS,5176713
2001,12,MT,2165123
2001,12,NC,9170729
2001,12,ND,2854614
2001,12,NE,2229029
2001,12,NH,1350226
2001,12,NJ,4635894
2001,12,NM,2817754
2001,12,NV,2462626
2001,12,NY,11446848
2001,12,OH,12122133
2001,12,OK,4194592
2001,12,OR,4419632
2001,12,PA,17102243
2001,12,RI,751501
2001,12,SC,7005866
2001,12,SD,592156
2001,12,TN,7808036
2001,12,TX,28357417
2001,12,US-TOTAL,305496328
2001,12,UT,3008634
2001,12,VA,5822993
2001,12,VT,450831
2001,12,WA,8108105
2001,12,WI,4781233
2001,12,WV,6323989
2001,12,WY,3815657
2002,1,AK,646618
2002,1,AL,11220297
2002,1,AR,4225011
2002,1,AZ,7638722
2002,1,CA,14591101
2002,1,CO,3999204
2002,1,CT,2831592
2002,1,DC,-1033
2002,1,DE,274804
2002,1,FL,15377701
2002,1,GA,9890148
2002,1,HI,940438
2002,1,IA,3642794
2002,1,ID,629292
2002,1,IL,14564077
2002,1,IN,10873953
2002,1,KS,4148814
2002,1,KY,8152119
2002,1,LA,7608765
2002,1,MA,3401455
2002,1,MD,3746199
2002,1,ME,1892270
2002,1,MI,9241035
2002,1,MN,4583320
2002,1,MO,6872057
2002,1,MS,3176287
2002,1,MT,1856548
2002,1,NC,10220468
2002,1,ND,2807824
2002,1,NE,2683648
2002,1,NH,1410679
2002,1,NJ,4979722
2002,1,NM,2359283
2002,1,NV,2760479
2002,1,NY,11538292
2002,1,OH,12807080
2002,1,OK,4671927
2002,1,OR,4767839
2002,1,PA,17633157
2002,1,RI,744915
2002,1,SC,8407130
2002,1,SD,558978
2002,1,TN,8350627
2002,1,TX,30513579
2002,1,US-TOTAL,319941476
2002,1,UT,3354085
2002,1,VA,6599320
2002,1,VT,489489
2002,1,WA,9318444
2002,1,WI,4792757
2002,1,WV,8301043
2002,1,WY,3847121
2002,2,AK,550132
2002,2,AL,9697976
2002,2,AR,3760693
2002,2,AZ,6911775
2002,2,CA,12655472
2002,2,CO,3341686
2002,2,CT,2197595
2002,2,DC,4729
2002,2,DE,277968
2002,2,FL,13071696
2002,2,GA,8484993
2002,2,HI,841556
2002,2,IA,3340558
2002,2,ID,699663
2002,2,IL,13652698
2002,2,IN,9121380
2002,2,KS,3717504
2002,2,KY,7216866
2002,2,LA,6866890
2002,2,MA,3020382
2002,2,MD,3104404
2002,2,ME,1723274
2002,2,MI,8194884
2002,2,MN,4046797
2002,2,MO,5140192
2002,2,MS,2941855
2002,2,MT,1955337
2002,2,NC,8991821
2002,2,ND,2419160
2002,2,NE,2570193
2002,2,NH,1221621
2002,2,NJ,4581142
2002,2,NM,2167008
2002,2,NV,2492998
2002,2,NY,10199392
2002,2,OH,10936060
2002,2,OK,4145021
2002,2,OR,4253316
2002,2,PA,15201941
2002,2,RI,572626
2002,2,SC,7597668
2002,2,SD,490420
2002,2,TN,7717884
2002,2,TX,27337377
2002,2,US-TOTAL,281825712
2002,2,UT,2823878
2002,2,VA,5827870
2002,2,VT,474955
2002,2,WA,7664377
2002,2,WI,4191853
2002,2,WV,7907358
2002,2,WY,3500818
2002,3,AK,585608
2002,3,AL,9429392
2002,3,AR,3131356
2002,3,AZ,7346834
2002,3,CA,15788658
2002,3,CO,3471009
2002,3,CT,2240963
2002,3,DC,11399
2002,3,DE,520258
2002,3,FL,15137384
2002,3,GA,9634488
2002,3,HI,942555
2002,3,IA,3598939
2002,3,ID,754208
2002,3,IL,14961074
2002,3,IN,9999563
2002,3,KS,3421399
2002,3,KY,8190387
2002,3,LA,7600606
2002,3,MA,3473485
2002,3,MD,3509129
2002,3,ME,1888201
2002,3,MI,9496047
2002,3,MN,4344764
2002,3,MO,6217260
2002,3,MS,3127523
2002,3,MT,2165210
2002,3,NC,9084027
2002,3,ND,2761559
2002,3,NE,2456190
2002,3,NH,1430635
2002,3,NJ,4884271
2002,3,NM,2547569
2002,3,NV,2604701
2002,3,NY,10714734
2002,3,OH,12218013
2002,3,OK,4565665
2002,3,OR,4198349
2002,3,PA,15047333
2002,3,RI,499568
2002,3,SC,8031088
2002,3,SD,647411
2002,3,TN,7904441
2002,3,TX,28874781
2002,3,US-TOTAL,302549011
2002,3,UT,2636470
2002,3,VA,5834566
2002,3,VT,524032
2002,3,WA,7832575
2002,3,WI,4501754
2002,3,WV,7828010
2002,3,WY,3933571
2002,4,AK,539384
2002,4,AL,9161933
2002,4,AR,3795037
2002,4,AZ,6960495
2002,4,CA,13995827
2002,4,CO,3505988
2002,4,CT,2270753
2002,4,DC,22998
2002,4,DE,487913
2002,4,FL,15618302
2002,4,GA,9594459
2002,4,HI,950402
2002,4,IA,2974038
2002,4,ID,961349
2002,4,IL,13795073
2002,4,IN,9112608
2002,4,KS,3074497
2002,4,KY,7433945
2002,4,LA,6709074
2002,4,MA,2876811
2002,4,MD,3654329
2002,4,ME,1746265
2002,4,MI,9126717
2002,4,MN,4018887
2002,4,MO,5911037
2002,4,MS,3453040
2002,4,MT,2121772
2002,4,NC,9312033
2002,4,ND,2249272
2002,4,NE,2446109
2002,4,NH,1379845
2002,4,NJ,4172745
2002,4,NM,2531493
2002,4,NV,1931633
2002,4,NY,10114004
2002,4,OH,11277405
2002,4,OK,4523336
2002,4,OR,3895498
2002,4,PA,15165161
2002,4,RI,458584
2002,4,SC,7097372
2002,4,SD,670187
2002,4,TN,7741323
2002,4,TX,28939850
2002,4,US-TOTAL,289848253
2002,4,UT,2891331
2002,4,VA,5595054
2002,4,VT,470378
2002,4,WA,8755435
2002,4,WI,4346957
2002,4,WV,6927829
2002,4,WY,3082479
2002,5,AK,530593
2002,5,AL,10444214
2002,5,AR,3498511
2002,5,AZ,7870515
2002,5,CA,13934158
2002,5,CO,3863843
2002,5,CT,2864657
2002,5,DC,-616
2002,5,DE,393165
2002,5,FL,17742594
2002,5,GA,10794035
2002,5,HI,986886
2002,5,IA,3401625
2002,5,ID,1067636
2002,5,IL,14509129
2002,5,IN,9420887
2002,5,KS,3368557
2002,5,KY,7743476
2002,5,LA,8170343
2002,5,MA,3169285
2002,5,MD,3359138
2002,5,ME,1995162
2002,5,MI,8437205
2002,5,MN,3887967
2002,5,MO,6067638
2002,5,MS,3545084
2002,5,MT,2376366
2002,5,NC,9378881
2002,5,ND,2317316
2002,5,NE,2129601
2002,5,NH,588478
2002,5,NJ,4129213
2002,5,NM,2643495
2002,5,NV,2591063
2002,5,NY,11130708
2002,5,OH,12137199
2002,5,OK,4768241
2002,5,OR,4002611
2002,5,PA,15886707
2002,5,RI,503422
2002,5,SC,7567546
2002,5,SD,576244
2002,5,TN,7593513
2002,5,TX,32512588
2002,5,US-TOTAL,307674569
2002,5,UT,2928131
2002,5,VA,5844203
2002,5,VT,364921
2002,5,WA,9329691
2002,5,WI,4534769
2002,5,WV,7501315
2002,5,WY,3272657
2002,6,AK,524325
2002,6,AL,11882481
2002,6,AR,4120910
2002,6,AZ,8043142
2002,6,CA,16343680
2002,6,CO,3988462
2002,6,CT,2738361
2002,6,DC,30828
2002,6,DE,485001
2002,6,FL,18094546
2002,6,GA,11868684
2002,6,HI,986944
2002,6,IA,3617483
2002,6,ID,1069952
2002,6,IL,16666712
2002,6,IN,10537115
2002,6,KS,4124592
2002,6,KY,8022587
2002,6,LA,8457393
2002,6,MA,3201702
2002,6,MD,4154828
2002,6,ME,1744576
2002,6,MI,10105156
2002,6,MN,4320359
2002,6,MO,7501687
2002,6,MS,4163396
2002,6,MT,2059523
2002,6,NC,10932777
2002,6,ND,2469823
2002,6,NE,2696164
2002,6,NH,1384477
2002,6,NJ,5532669
2002,6,NM,2940191
2002,6,NV,2855076
2002,6,NY,12338506
2002,6,OH,12617078
2002,6,OK,5533766
2002,6,OR,4236983
2002,6,PA,17342799
2002,6,RI,530708
2002,6,SC,8602653
2002,6,SD,826208
2002,6,TN,8216879
2002,6,TX,36267581
2002,6,US-TOTAL,341023144
2002,6,UT,2925409
2002,6,VA,6549836
2002,6,VT,543726
2002,6,WA,10768116
2002,6,WI,5077957
2002,6,WV,7845440
2002,6,WY,3135318
2002,7,AK,531314
2002,7,AL,13067536
2002,7,AR,4755258
2002,7,AZ,8906931
2002,7,CA,19633136
2002,7,CO,4313567
2002,7,CT,3286289
2002,7,DC,101334
2002,7,DE,849966
2002,7,FL,19601859
2002,7,GA,13067342
2002,7,HI,1034145
2002,7,IA,4042057
2002,7,ID,1225257
2002,7,IL,19084674
2002,7,IN,12143515
2002,7,KS,4698284
2002,7,KY,8812415
2002,7,LA,9764707
2002,7,MA,3887071
2002,7,MD,5003764
2002,7,ME,2003246
2002,7,MI,11994319
2002,7,MN,4944683
2002,7,MO,8194945
2002,7,MS,4926269
2002,7,MT,2205044
2002,7,NC,12339609
2002,7,ND,2779580
2002,7,NE,3135062
2002,7,NH,1414853
2002,7,NJ,6493958
2002,7,NM,2961512
2002,7,NV,3110486
2002,7,NY,14115944
2002,7,OH,14219276
2002,7,OK,6474516
2002,7,OR,3457051
2002,7,PA,19568908
2002,7,RI,597174
2002,7,SC,9463728
2002,7,SD,837538
2002,7,TN,8711860
2002,7,TX,39583368
2002,7,US-TOTAL,381542107
2002,7,UT,3309839
2002,7,VA,7647595
2002,7,VT,499672
2002,7,WA,10090333
2002,7,WI,5927254
2002,7,WV,8830703
2002,7,WY,3893361
2002,8,AK,507302
2002,8,AL,12925950
2002,8,AR,4927186
2002,8,AZ,8837457
2002,8,CA,18765891
2002,8,CO,4113886
2002,8,CT,3062288
2002,8,DC,85726
2002,8,DE,783473
2002,8,FL,20294457
2002,8,GA,12802579
2002,8,HI,1061995
2002,8,IA,3781004
2002,8,ID,1097336
2002,8,IL,18596805
2002,8,IN,12096060
2002,8,KS,4541673
2002,8,KY,8618415
2002,8,LA,9092457
2002,8,MA,3909151
2002,8,MD,5106865
2002,8,ME,1996243
2002,8,MI,11814101
2002,8,MN,4677292
2002,8,MO,8147403
2002,8,MS,4527091
2002,8,MT,2634679
2002,8,NC,11842788
2002,8,ND,2698483
2002,8,NE,2876405
2002,8,NH,1428573
2002,8,NJ,6636794
2002,8,NM,2206799
2002,8,NV,2958197
2002,8,NY,14179013
2002,8,OH,13456021
2002,8,OK,6746706
2002,8,OR,3437208
2002,8,PA,19532968
2002,8,RI,591753
2002,8,SC,9088735
2002,8,SD,815272
2002,8,TN,8911239
2002,8,TX,40740094
2002,8,US-TOTAL,374585819
2002,8,UT,3211911
2002,8,VA,7847456
2002,8,VT,457307
2002,8,WA,8513850
2002,8,WI,5489042
2002,8,WV,8273247
2002,8,WY,3841201
2002,9,AK,539958
2002,9,AL,11567529
2002,9,AR,4528195
2002,9,AZ,8185059
2002,9,CA,16987396
2002,9,CO,3608802
2002,9,CT,2213957
2002,9,DC,3170
2002,9,DE,567179
2002,9,FL,19577155
2002,9,GA,11508818
2002,9,HI,1007821
2002,9,IA,3378963
2002,9,ID,757780
2002,9,IL,16442288
2002,9,IN,11187784
2002,9,KS,4066442
2002,9,KY,7437792
2002,9,LA,8837488
2002,9,MA,3688485
2002,9,MD,4327966
2002,9,ME,1863826
2002,9,MI,10236692
2002,9,MN,4355161
2002,9,MO,7065164
2002,9,MS,3507971
2002,9,MT,2046670
2002,9,NC,10538010
2002,9,ND,2497947
2002,9,NE,2572587
2002,9,NH,1264336
2002,9,NJ,5710360
2002,9,NM,2753906
2002,9,NV,2789156
2002,9,NY,12146899
2002,9,OH,11659563
2002,9,OK,5354981
2002,9,OR,3501997
2002,9,PA,16529202
2002,9,RI,556057
2002,9,SC,8363870
2002,9,SD,623485
2002,9,TN,7919599
2002,9,TX,34663797
2002,9,US-TOTAL,331279434
2002,9,UT,3270400
2002,9,VA,6046024
2002,9,VT,436689
2002,9,WA,6858838
2002,9,WI,5017044
2002,9,WV,6923199
2002,9,WY,3785982
2002,10,AK,578506
2002,10,AL,10343719
2002,10,AR,3667881
2002,10,AZ,7184421
2002,10,CA,14336933
2002,10,CO,3789585
2002,10,CT,2493072
2002,10,DC,-565
2002,10,DE,570808
2002,10,FL,18457136
2002,10,GA,10471235
2002,10,HI,1012934
2002,10,IA,3543920
2002,10,ID,534714
2002,10,IL,15227775
2002,10,IN,10208082
2002,10,KS,4037063
2002,10,KY,6504230
2002,10,LA,7676726
2002,10,MA,3910998
2002,10,MD,3702304
2002,10,ME,1837512
2002,10,MI,9666158
2002,10,MN,4501560
2002,10,MO,6350757
2002,10,MS,3113659
2002,10,MT,1942930
2002,10,NC,10524168
2002,10,ND,2722642
2002,10,NE,2525721
2002,10,NH,1364742
2002,10,NJ,4212390
2002,10,NM,2652969
2002,10,NV,2581222
2002,10,NY,11030288
2002,10,OH,11484753
2002,10,OK,4281935
2002,10,OR,3653990
2002,10,PA,16900609
2002,10,RI,527637
2002,10,SC,7153400
2002,10,SD,434674
2002,10,TN,7406944
2002,10,TX,29398621
2002,10,US-TOTAL,307059460
2002,10,UT,3180691
2002,10,VA,5376065
2002,10,VT,174061
2002,10,WA,7361957
2002,10,WI,4852748
2002,10,WV,7849682
2002,10,WY,3744127
2002,11,AK,584503
2002,11,AL,11349447
2002,11,AR,3548753
2002,11,AZ,7797474
2002,11,CA,12642570
2002,11,CO,3646301
2002,11,CT,2624390
2002,11,DC,421
2002,11,DE,327833
2002,11,FL,14965559
2002,11,GA,8351790
2002,11,HI,944493
2002,11,IA,3409109
2002,11,ID,473336
2002,11,IL,14614037
2002,11,IN,10389280
2002,11,KS,3939877
2002,11,KY,6235710
2002,11,LA,6846423
2002,11,MA,3396939
2002,11,MD,3891333
2002,11,ME,1889353
2002,11,MI,9566691
