YEAR,MONTH,STATE,Total
2010,3,TN,6736471
2010,3,TX,28953544
2010,3,US-TOTAL,312167640
2010,3,UT,3669491
2010,3,VA,5425590
2010,3,VT,644969
2010,3,WA,8233576
2010,3,WI,4580941
2010,3,WV,6606438
2010,3,WY,3968271
2010,4,AK,561285
2010,4,AL,10265560
2010,4,AR,3909723
2010,4,AZ,7731960
2010,4,CA,15748696
2010,4,CO,3788976
2010,4,CT,1818382
2010,4,DC,805
2010,4,DE,218051
2010,4,FL,15569394
2010,4,GA,9705385
2010,4,HI,856701
2010,4,IA,4323234
2010,4,ID,826973
2010,4,IL,14422798
2010,4,IN,8070487
2010,4,KS,3622951
2010,4,KY,6717156
2010,4,LA,7120930
2010,4,MA,3226445
2010,4,MD,2880106
2010,4,ME,1198318
2010,4,MI,8535878
2010,4,MN,3986583
2010,4,MO,6319575
2010,4,MS,3157159
2010,4,MT,2168616
2010,4,NC,7938901
2010,4,ND,2493909
2010,4,NE,2538139
2010,4,NH,1513162
2010,4,NJ,4379603
2010,4,NM,2416403
2010,4,NV,2783243
2010,4,NY,9105091
2010,4,OH,9318472
2010,4,OK,4707339
2010,4,OR,4353678
2010,4,PA,15765094
2010,4,RI,566609
2010,4,SC,7122614
2010,4,SD,601169
2010,4,TN,5546491
2010,4,TX,28187332
2010,4,US-TOTAL,287800227
2010,4,UT,3622158
2010,4,VA,4353117
2010,4,VT,541275
2010,4,WA,7927203
2010,4,WI,4856224
2010,4,WV,6822184
2010,4,WY,3588688
2010,5,AK,529414
2010,5,AL,13037781
2010,5,AR,5137808
2010,5,AZ,8209954
2010,5,CA,16011949
2010,5,CO,3522056
2010,5,CT,2165722
2010,5,DC,23925
2010,5,DE,423663
2010,5,FL,19799896
2010,5,GA,11704023
2010,5,HI,919572
2010,5,IA,4547381
2010,5,ID,1052835
2010,5,IL,15479919
2010,5,IN,9315831
2010,5,KS,3984881
2010,5,KY,7037419
2010,5,LA,8323225
2010,5,MA,3626736
2010,5,MD,3322315
2010,5,ME,1352547
2010,5,MI,9165483
2010,5,MN,4535987
2010,5,MO,6852079
2010,5,MS,3825708
2010,5,MT,2663827
2010,5,NC,10286438
2010,5,ND,2687536
2010,5,NE,2705582
2010,5,NH,1644224
2010,5,NJ,5522827
2010,5,NM,2975482
2010,5,NV,2724859
2010,5,NY,10724852
2010,5,OH,10772209
2010,5,OK,5341887
2010,5,OR,3851408
2010,5,PA,17450510
2010,5,RI,553060
2010,5,SC,7723819
2010,5,SD,708007
2010,5,TN,5736614
2010,5,TX,35235118
2010,5,US-TOTAL,327936492
2010,5,UT,3688550
2010,5,VA,5765157
2010,5,VT,216009
2010,5,WA,9153809
2010,5,WI,5460644
2010,5,WV,6851335
2010,5,WY,3584621
2010,6,AK,507580
2010,6,AL,14300322
2010,6,AR,6049216
2010,6,AZ,9906908
2010,6,CA,16349859
2010,6,CO,4140388
2010,6,CT,3058456
2010,6,DC,74421
2010,6,DE,755395
2010,6,FL,22464349
2010,6,GA,13104309
2010,6,HI,911116
2010,6,IA,4689244
2010,6,ID,1526473
2010,6,IL,17016432
2010,6,IN,10973549
2010,6,KS,4315414
2010,6,KY,8793817
2010,6,LA,9531595
2010,6,MA,3804493
2010,6,MD,4151612
2010,6,ME,1475602
2010,6,MI,10046099
2010,6,MN,4632568
2010,6,MO,8381996
2010,6,MS,5357799
2010,6,MT,2548566
2010,6,NC,12299303
2010,6,ND,2826343
2010,6,NE,3024447
2010,6,NH,1833291
2010,6,NJ,6362911
2010,6,NM,3237463
2010,6,NV,2979526
2010,6,NY,12238067
2010,6,OH,12834128
2010,6,OK,7565878
2010,6,OR,4889493
2010,6,PA,20477510
2010,6,RI,752623
2010,6,SC,9297274
2010,6,SD,761202
2010,6,TN,7086024
2010,6,TX,40229004
2010,6,US-TOTAL,375759478
2010,6,UT,3574781
2010,6,VA,7314895
2010,6,VT,583684
2010,6,WA,10833588
2010,6,WI,5667755
2010,6,WV,6850336
2010,6,WY,3372374
2010,7,AK,513858
2010,7,AL,14458220
2010,7,AR,6219672
2010,7,AZ,11877541
2010,7,CA,19938183
2010,7,CO,4934485
2010,7,CT,3556166
2010,7,DC,50938
2010,7,DE,894382
2010,7,FL,22704670
2010,7,GA,14159542
2010,7,HI,936311
2010,7,IA,5401161
2010,7,ID,1496510
2010,7,IL,18950335
2010,7,IN,12096844
2010,7,KS,4630023
2010,7,KY,8979524
2010,7,LA,10134784
2010,7,MA,4942340
2010,7,MD,4837799
2010,7,ME,1662347
2010,7,MI,11594200
2010,7,MN,5296378
2010,7,MO,9041443
2010,7,MS,6112319
2010,7,MT,2847174
2010,7,NC,12599998
2010,7,ND,2962772
2010,7,NE,3491652
2010,7,NH,2042457
2010,7,NJ,6744002
2010,7,NM,3312156
2010,7,NV,3957975
2010,7,NY,14576647
2010,7,OH,14429070
2010,7,OK,8210133
2010,7,OR,4458569
2010,7,PA,21817940
2010,7,RI,796243
2010,7,SC,10002073
2010,7,SD,989696
2010,7,TN,7943358
2010,7,TX,40896374
2010,7,US-TOTAL,409725440
2010,7,UT,3930880
2010,7,VA,8150908
2010,7,VT,561730
2010,7,WA,10391482
2010,7,WI,6615314
2010,7,WV,8255340
2010,7,WY,4321521
2010,8,AK,517792
2010,8,AL,13794532
2010,8,AR,6236927
2010,8,AZ,11947660
2010,8,CA,20680426
2010,8,CO,4903108
2010,8,CT,3200176
2010,8,DC,23994
2010,8,DE,661078
2010,8,FL,22841396
2010,8,GA,14209961
2010,8,HI,978519
2010,8,IA,5449556
2010,8,ID,1371669
2010,8,IL,18581901
2010,8,IN,12345635
2010,8,KS,4855479
2010,8,KY,9509203
2010,8,LA,10844911
2010,8,MA,4338123
2010,8,MD,4311082
2010,8,ME,1604761
2010,8,MI,11653787
2010,8,MN,5236041
2010,8,MO,9036418
2010,8,MS,6353485
2010,8,MT,2553145
2010,8,NC,12422508
2010,8,ND,3084395
2010,8,NE,3556026
2010,8,NH,2058199
2010,8,NJ,6555176
2010,8,NM,3338116
2010,8,NV,3476752
2010,8,NY,13570664
2010,8,OH,14648476
2010,8,OK,8507492
2010,8,OR,4246033
2010,8,PA,21428596
2010,8,RI,882875
2010,8,SC,10199121
2010,8,SD,1134315
2010,8,TN,7935242
2010,8,TX,44721597
2010,8,US-TOTAL,408884155
2010,8,UT,3998950
2010,8,VA,7417597
2010,8,VT,539644
2010,8,WA,9126681
2010,8,WI,6401756
2010,8,WV,7444297
2010,8,WY,4148884
2010,9,AK,494613
2010,9,AL,12764415
2010,9,AR,5525268
2010,9,AZ,10865680
2010,9,CA,18493411
2010,9,CO,4307492
2010,9,CT,3039639
2010,9,DC,14703
2010,9,DE,507153
2010,9,FL,21159546
2010,9,GA,12060792
2010,9,HI,940479
2010,9,IA,4425060
2010,9,ID,1026807
2010,9,IL,16222199
2010,9,IN,9713300
2010,9,KS,4075476
2010,9,KY,7880975
2010,9,LA,9382237
2010,9,MA,3615344
2010,9,MD,3577103
2010,9,ME,1434421
2010,9,MI,9300979
2010,9,MN,3693285
2010,9,MO,7249907
2010,9,MS,4758149
2010,9,MT,2558457
2010,9,NC,10561166
2010,9,ND,2793643
2010,9,NE,2850719
2010,9,NH,1905279
2010,9,NJ,5571567
2010,9,NM,3500644
2010,9,NV,3034115
2010,9,NY,11769604
2010,9,OH,11133417
2010,9,OK,6530512
2010,9,OR,4340880
2010,9,PA,18901316
2010,9,RI,695821
2010,9,SC,8484927
2010,9,SD,1060871
2010,9,TN,6690767
2010,9,TX,36369190
2010,9,US-TOTAL,346045172
2010,9,UT,3526888
2010,9,VA,5484223
2010,9,VT,499006
2010,9,WA,7494068
2010,9,WI,4732674
2010,9,WV,5178983
2010,9,WY,3848001
2010,10,AK,554956
2010,10,AL,10991738
2010,10,AR,4180173
2010,10,AZ,9049126
2010,10,CA,17379950
2010,10,CO,3792528
2010,10,CT,2855817
2010,10,DC,3376
2010,10,DE,421717
2010,10,FL,17642673
2010,10,GA,9777842
2010,10,HI,953129
2010,10,IA,4580017
2010,10,ID,794773
2010,10,IL,16015468
2010,10,IN,9530292
2010,10,KS,3356445
2010,10,KY,7163586
2010,10,LA,8001577
2010,10,MA,3300313
2010,10,MD,2913569
2010,10,ME,1399869
2010,10,MI,7965616
2010,10,MN,3580494
2010,10,MO,6663208
2010,10,MS,3764055
2010,10,MT,2415252
2010,10,NC,8868833
2010,10,ND,2725276
2010,10,NE,2727066
2010,10,NH,1677869
2010,10,NJ,4502779
2010,10,NM,3240981
2010,10,NV,2531938
2010,10,NY,10655150
2010,10,OH,10889075
2010,10,OK,4735265
2010,10,OR,4538610
2010,10,PA,17708205
2010,10,RI,673736
2010,10,SC,6915111
2010,10,SD,1025321
2010,10,TN,5557327
2010,10,TX,30753346
2010,10,US-TOTAL,307920691
2010,10,UT,3029470
2010,10,VA,4214713
2010,10,VT,646891
2010,10,WA,7916130
2010,10,WI,4655135
2010,10,WV,4635975
2010,10,WY,4048935
2010,11,AK,574438
2010,11,AL,10448469
2010,11,AR,4212488
2010,11,AZ,8727545
2010,11,CA,15756729
2010,11,CO,4079485
2010,11,CT,2958846
2010,11,DC,0
2010,11,DE,256978
2010,11,FL,15934054
2010,11,GA,9204475
2010,11,HI,880238
2010,11,IA,4581084
2010,11,ID,681310
2010,11,IL,16314601
2010,11,IN,9804790
2010,11,KS,3463423
2010,11,KY,7252903
2010,11,LA,7754208
2010,11,MA,2995286
2010,11,MD,2855907
2010,11,ME,1342231
2010,11,MI,7265821
2010,11,MN,3896088
2010,11,MO,7102849
2010,11,MS,3743828
2010,11,MT,2455227
2010,11,NC,8960556
2010,11,ND,2892107
2010,11,NE,2815791
2010,11,NH,2046174
2010,11,NJ,4476617
2010,11,NM,3081706
2010,11,NV,2422714
2010,11,NY,10677670
2010,11,OH,11260647
2010,11,OK,4568371
2010,11,OR,4862655
2010,11,PA,19180420
2010,11,RI,448552
2010,11,SC,7274877
2010,11,SD,990657
2010,11,TN,5856603
2010,11,TX,29376461
2010,11,US-TOTAL,306009629
2010,11,UT,2625220
2010,11,VA,4447356
2010,11,VT,590777
2010,11,WA,8565446
2010,11,WI,4831628
2010,11,WV,4892261
2010,11,WY,4321062
2010,12,AK,669092
2010,12,AL,13867039
2010,12,AR,5399356
2010,12,AZ,9201384
2010,12,CA,16905930
2010,12,CO,4508986
2010,12,CT,2909594
2010,12,DC,5370
2010,12,DE,261947
2010,12,FL,19204034
2010,12,GA,12038718
2010,12,HI,904277
2010,12,IA,4920397
2010,12,ID,869786
2010,12,IL,18183754
2010,12,IN,11906831
2010,12,KS,3751346
2010,12,KY,9344225
2010,12,LA,8692811
2010,12,MA,3393676
2010,12,MD,4242494
2010,12,ME,1504897
2010,12,MI,8933850
2010,12,MN,5122138
2010,12,MO,8967449
2010,12,MS,4796595
2010,12,MT,2629727
2010,12,NC,12381160
2010,12,ND,3205742
2010,12,NE,3348951
2010,12,NH,2158070
2010,12,NJ,5693361
2010,12,NM,3235415
2010,12,NV,2529817
2010,12,NY,11925055
2010,12,OH,12853041
2010,12,OK,5450622
2010,12,OR,5213239
2010,12,PA,21457401
2010,12,RI,679162
2010,12,SC,9834212
2010,12,SD,860576
2010,12,TN,7904687
2010,12,TX,32423859
2010,12,US-TOTAL,362119081
2010,12,UT,3432367
2010,12,VA,7070589
2010,12,VT,620543
2010,12,WA,8856158
2010,12,WI,5627815
2010,12,WV,7665633
2010,12,WY,4555905
2011,1,AK,679391
2011,1,AL,14177117
2011,1,AR,5727928
2011,1,AZ,8946722
2011,1,CA,15483400
2011,1,CO,4743256
2011,1,CT,3054606
2011,1,DC,6760
2011,1,DE,327620
2011,1,FL,17195493
2011,1,GA,11431405
2011,1,HI,872824
2011,1,IA,4859081
2011,1,ID,1294494
2011,1,IL,17879245
2011,1,IN,11948055
2011,1,KS,3822758
2011,1,KY,9494575
2011,1,LA,8890455
2011,1,MA,3488623
2011,1,MD,4130750
2011,1,ME,1444654
2011,1,MI,9275262
2011,1,MN,5168137
2011,1,MO,9094043
2011,1,MS,4519894
2011,1,MT,2405530
2011,1,NC,11704104
2011,1,ND,3453144
2011,1,NE,3490194
2011,1,NH,1981488
2011,1,NJ,5801181
2011,1,NM,3321427
2011,1,NV,2368728
2011,1,NY,11333236
2011,1,OH,12949897
2011,1,OK,6092705
2011,1,OR,5723762
2011,1,PA,21061502
2011,1,RI,726422
2011,1,SC,9571639
2011,1,SD,886047
2011,1,TN,8455269
2011,1,TX,34297136
2011,1,US-TOTAL,363105035
2011,1,UT,3579415
2011,1,VA,7149284
2011,1,VT,628739
2011,1,WA,10611913
2011,1,WI,5906531
2011,1,WV,7361703
2011,1,WY,4287490
2011,2,AK,611145
2011,2,AL,12008838
2011,2,AR,4666784
2011,2,AZ,7673965
2011,2,CA,14640444
2011,2,CO,4313438
2011,2,CT,2700735
2011,2,DC,4250
2011,2,DE,277587
2011,2,FL,14881334
2011,2,GA,9117928
2011,2,HI,824000
2011,2,IA,4290371
2011,2,ID,1420719
2011,2,IL,15667221
2011,2,IN,9735977
2011,2,KS,3436110
2011,2,KY,8121668
2011,2,LA,8098343
2011,2,MA,2903879
2011,2,MD,2829562
2011,2,ME,1155764
2011,2,MI,7833799
2011,2,MN,4537854
2011,2,MO,7812621
2011,2,MS,3597547
2011,2,MT,2496569
2011,2,NC,8905360
2011,2,ND,3202095
2011,2,NE,2988999
2011,2,NH,1983504
2011,2,NJ,4990628
2011,2,NM,2853189
2011,2,NV,2124390
2011,2,NY,10118831
2011,2,OH,11705542
2011,2,OK,5326874
2011,2,OR,5083308
2011,2,PA,18456451
2011,2,RI,522369
2011,2,SC,8045126
2011,2,SD,808406
2011,2,TN,6539132
2011,2,TX,30263904
2011,2,US-TOTAL,313292705
2011,2,UT,3183740
2011,2,VA,5347526
2011,2,VT,543201
2011,2,WA,9606312
2011,2,WI,4896631
2011,2,WV,6345798
2011,2,WY,3792936
2011,3,AK,638542
2011,3,AL,12346541
2011,3,AR,4116679
2011,3,AZ,7590191
2011,3,CA,15764733
2011,3,CO,4179281
2011,3,CT,2679036
2011,3,DC,4925
2011,3,DE,450354
2011,3,FL,15847479
2011,3,GA,8581885
2011,3,HI,907084
2011,3,IA,4522398
2011,3,ID,1551433
2011,3,IL,16496273
2011,3,IN,9557535
2011,3,KS,3381224
2011,3,KY,7923846
2011,3,LA,7841785
2011,3,MA,2920463
2011,3,MD,3330186
2011,3,ME,1191127
2011,3,MI,8853092
2011,3,MN,4665213
2011,3,MO,7657383
2011,3,MS,3236566
2011,3,MT,2569199
2011,3,NC,8277582
2011,3,ND,3176077
2011,3,NE,2696618
2011,3,NH,2016838
2011,3,NJ,5057213
2011,3,NM,3238981
2011,3,NV,2263195
2011,3,NY,10860294
2011,3,OH,12094826
2011,3,OK,5147038
2011,3,OR,5486372
2011,3,PA,17032846
2011,3,RI,740274
2011,3,SC,8523891
2011,3,SD,822482
2011,3,TN,7137582
2011,3,TX,30275743
2011,3,US-TOTAL,318709736
2011,3,UT,2904886
2011,3,VA,5690658
2011,3,VT,682793
2011,3,WA,10205523
2011,3,WI,4907864
2011,3,WV,6604613
2011,3,WY,4061096
2011,4,AK,531021
2011,4,AL,10974662
2011,4,AR,3794027
2011,4,AZ,7310559
2011,4,CA,15764729
2011,4,CO,3655619
2011,4,CT,2094667
2011,4,DC,5489
2011,4,DE,543000
2011,4,FL,18339631
2011,4,GA,9129970
2011,4,HI,884642
2011,4,IA,4692167
2011,4,ID,1508846
2011,4,IL,14694702
2011,4,IN,8194387
2011,4,KS,2975030
2011,4,KY,7236832
2011,4,LA,8306182
2011,4,MA,3294932
2011,4,MD,3127332
2011,4,ME,1272728
2011,4,MI,8715549
2011,4,MN,3746556
2011,4,MO,6701349
2011,4,MS,3351911
2011,4,MT,2114530
2011,4,NC,8512088
2011,4,ND,2521675
2011,4,NE,2544189
2011,4,NH,1076530
2011,4,NJ,4632378
2011,4,NM,2892256
2011,4,NV,2133059
2011,4,NY,9970584
2011,4,OH,9563070
2011,4,OK,5172029
2011,4,OR,4921771
2011,4,PA,16027985
2011,4,RI,516247
2011,4,SC,7437984
2011,4,SD,999174
2011,4,TN,6135955
2011,4,TX,32606966
2011,4,US-TOTAL,302399938
2011,4,UT,2726900
2011,4,VA,4534734
2011,4,VT,630016
2011,4,WA,9812621
2011,4,WI,4422146
2011,4,WV,6108208
2011,4,WY,3540327
2011,5,AK,521217
2011,5,AL,10659512
2011,5,AR,4847059
2011,5,AZ,7974558
2011,5,CA,15248891
2011,5,CO,3878282
2011,5,CT,2870219
2011,5,DC,9156
2011,5,DE,539460
2011,5,FL,19323049
2011,5,GA,11700012
2011,5,HI,905270
2011,5,IA,4456409
2011,5,ID,1396101
2011,5,IL,15053204
2011,5,IN,9296315
2011,5,KS,3321425
2011,5,KY,7662955
2011,5,LA,8552643
2011,5,MA,2609965
2011,5,MD,3743144
2011,5,ME,1324372
2011,5,MI,9027368
2011,5,MN,3901828
2011,5,MO,7484600
2011,5,MS,4301065
2011,5,MT,2236500
2011,5,NC,10268162
2011,5,ND,2613828
2011,5,NE,2599232
2011,5,NH,1229804
2011,5,NJ,5228546
2011,5,NM,2847002
2011,5,NV,2399101
2011,5,NY,10474283
2011,5,OH,9524691
2011,5,OK,5987214
2011,5,OR,4892384
2011,5,PA,18137391
2011,5,RI,703748
2011,5,SC,7392628
2011,5,SD,1167613
2011,5,TN,6710062
2011,5,TX,35972463
2011,5,US-TOTAL,323627190
2011,5,UT,3385966
2011,5,VA,4896325
2011,5,VT,646633
2011,5,WA,10103924
2011,5,WI,4416597
2011,5,WV,5841543
2011,5,WY,3343467
2011,6,AK,495319
2011,6,AL,14524561
2011,6,AR,6009323
2011,6,AZ,9620374
2011,6,CA,16161552
2011,6,CO,4053992
2011,6,CT,2872450
2011,6,DC,31278
2011,6,DE,655128
2011,6,FL,21449078
2011,6,GA,12490365
2011,6,HI,875965
2011,6,IA,4735757
2011,6,ID,1698082
2011,6,IL,17129209
2011,6,IN,10559084
2011,6,KS,3820162
2011,6,KY,8388321
2011,6,LA,9443724
2011,6,MA,3127662
2011,6,MD,3795364
2011,6,ME,1304340
2011,6,MI,9660351
2011,6,MN,4250544
2011,6,MO,9162072
2011,6,MS,5224668
2011,6,MT,2101888
2011,6,NC,11628346
2011,6,ND,2540126
2011,6,NE,2828966
2011,6,NH,1672053
2011,6,NJ,5803485
2011,6,NM,3354889
2011,6,NV,2741188
2011,6,NY,12077768
2011,6,OH,11752011
2011,6,OK,7860754
2011,6,OR,5168350
2011,6,PA,19013538
2011,6,RI,727328
2011,6,SC,9353397
2011,6,SD,1194329
2011,6,TN,7193922
2011,6,TX,42806725
2011,6,US-TOTAL,367726909
2011,6,UT,3289847
2011,6,VA,5872822
2011,6,VT,627923
2011,6,WA,10383918
2011,6,WI,5258558
2011,6,WV,7301560
2011,6,WY,3634494
2011,7,AK,511955
2011,7,AL,15754329
2011,7,AR,6680386
2011,7,AZ,11281836
2011,7,CA,19471243
2011,7,CO,4912431
2011,7,CT,3423579
2011,7,DC,80621
2011,7,DE,876967
2011,7,FL,22235136
2011,7,GA,12974805
2011,7,HI,914185
2011,7,IA,5432153
2011,7,ID,1973464
2011,7,IL,19258664
2011,7,IN,12430764
2011,7,KS,4859190
2011,7,KY,9941206
2011,7,LA,10409929
2011,7,MA,4238823
2011,7,MD,4690206
2011,7,ME,1472126
2011,7,MI,11433670
2011,7,MN,5405545
2011,7,MO,9579163
2011,7,MS,5873439
2011,7,MT,2833396
2011,7,NC,12494807
2011,7,ND,2884742
2011,7,NE,3552445
2011,7,NH,2048739
2011,7,NJ,6586194
2011,7,NM,3602087
2011,7,NV,3594653
2011,7,NY,14531488
2011,7,OH,14957615
2011,7,OK,9143235
2011,7,OR,4943439
2011,7,PA,22433611
2011,7,RI,859591
2011,7,SC,10236966
2011,7,SD,1330713
2011,7,TN,7696472
2011,7,TX,46569322
2011,7,US-TOTAL,418692524
2011,7,UT,3853068
2011,7,VA,7869008
2011,7,VT,524176
2011,7,WA,10768349
2011,7,WI,7099568
2011,7,WV,8282651
2011,7,WY,3880373
2011,8,AK,493929
2011,8,AL,15715963
2011,8,AR,6681737
2011,8,AZ,11956770
2011,8,CA,20258591
2011,8,CO,5002315
2011,8,CT,3329754
2011,8,DC,32870
2011,8,DE,685128
2011,8,FL,22912221
2011,8,GA,13454823
2011,8,HI,946172
2011,8,IA,5103893
2011,8,ID,1588516
2011,8,IL,18279032
2011,8,IN,11980246
2011,8,KS,4537193
2011,8,KY,9002478
2011,8,LA,10673557
2011,8,MA,3891866
2011,8,MD,3703101
2011,8,ME,1380666
2011,8,MI,10387554
2011,8,MN,4971395
2011,8,MO,8919923
2011,8,MS,5946586
2011,8,MT,2820227
2011,8,NC,11723724
2011,8,ND,2830396
2011,8,NE,3460827
2011,8,NH,1859205
2011,8,NJ,6103998
2011,8,NM,3546288
2011,8,NV,3596670
2011,8,NY,12995218
2011,8,OH,13819795
2011,8,OK,8879078
2011,8,OR,4243986
2011,8,PA,21268229
2011,8,RI,807153
2011,8,SC,10024887
2011,8,SD,1229316
2011,8,TN,7774861
2011,8,TX,48328291
2011,8,US-TOTAL,406541099
2011,8,UT,4075724
2011,8,VA,6517353
2011,8,VT,516722
2011,8,WA,10107682
2011,8,WI,6452475
2011,8,WV,7521442
2011,8,WY,4201276
2011,9,AK,510224
2011,9,AL,12666961
2011,9,AR,5055664
2011,9,AZ,10328181
2011,9,CA,18730237
2011,9,CO,4017835
2011,9,CT,2918434
2011,9,DC,8820
2011,9,DE,540290
2011,9,FL,20668800
2011,9,GA,9962927
2011,9,HI,900099
2011,9,IA,4399919
2011,9,ID,1320444
2011,9,IL,15774874
2011,9,IN,9191746
2011,9,KS,3453695
2011,9,KY,7406234
2011,9,LA,8701362
2011,9,MA,3131969
2011,9,MD,3156567
2011,9,ME,1343768
2011,9,MI,8289787
2011,9,MN,3921971
2011,9,MO,7408706
2011,9,MS,3992688
2011,9,MT,2450787
2011,9,NC,9319057
2011,9,ND,2599398
2011,9,NE,2976799
2011,9,NH,1667442
2011,9,NJ,5136982
2011,9,NM,3388041
2011,9,NV,3059655
2011,9,NY,11641450
2011,9,OH,11042227
2011,9,OK,5728046
2011,9,OR,4510543
2011,9,PA,18703118
2011,9,RI,857113
2011,9,SC,8702883
2011,9,SD,949342
2011,9,TN,6441826
2011,9,TX,38562810
2011,9,US-TOTAL,337961359
2011,9,UT,3625170
2011,9,VA,4905829
2011,9,VT,518369
2011,9,WA,7434729
2011,9,WI,5031073
2011,9,WV,6898176
2011,9,WY,4008290
2011,10,AK,559960
2011,10,AL,11730483
2011,10,AR,4546582
2011,10,AZ,8796117
2011,10,CA,16050130
2011,10,CO,4172083
2011,10,CT,2416510
2011,10,DC,5923
2011,10,DE,535615
2011,10,FL,17163623
2011,10,GA,8488543
2011,10,HI,922263
2011,10,IA,4539187
2011,10,ID,876742
2011,10,IL,15942046
2011,10,IN,9450938
2011,10,KS,3690351
2011,10,KY,7757258
2011,10,LA,7830636
2011,10,MA,3304620
2011,10,MD,3149545
2011,10,ME,1271360
2011,10,MI,8075031
2011,10,MN,3967547
2011,10,MO,7027403
2011,10,MS,3759900
2011,10,MT,2575733
2011,10,NC,7926345
2011,10,ND,2985341
2011,10,NE,2910252
2011,10,NH,931822
2011,10,NJ,5148591
2011,10,NM,2798253
2011,10,NV,2644012
2011,10,NY,11403757
2011,10,OH,9492526
2011,10,OK,4838566
2011,10,OR,4390545
2011,10,PA,17975663
2011,10,RI,725722
2011,10,SC,7808802
2011,10,SD,762869
2011,10,TN,5424038
2011,10,TX,32466833
2011,10,US-TOTAL,308727421
2011,10,UT,3605012
2011,10,VA,3961446
2011,10,VT,273015
2011,10,WA,7984045
2011,10,WI,4962208
2011,10,WV,4877226
2011,10,WY,3824407
2011,11,AK,642869
2011,11,AL,12497240
2011,11,AR,3976477
2011,11,AZ,7906787
2011,11,CA,15525966
2011,11,CO,4043352
2011,11,CT,2325014
2011,11,DC,5144
2011,11,DE,606233
2011,11,FL,15946793
2011,11,GA,8134329
2011,11,HI,882802
2011,11,IA,4561219
2011,11,ID,928753
2011,11,IL,16432644
2011,11,IN,9444428
2011,11,KS,3944199
2011,11,KY,7221404
2011,11,LA,8386606
2011,11,MA,2580729
2011,11,MD,3042106
2011,11,ME,1304984
2011,11,MI,8546165
2011,11,MN,4149007
2011,11,MO,6291382
2011,11,MS,3552578
2011,11,MT,2675973
2011,11,NC,8342708
2011,11,ND,2996616
2011,11,NE,2858441
2011,11,NH,1848479
2011,11,NJ,4765709
2011,11,NM,2809359
2011,11,NV,2291661
2011,11,NY,10854588
2011,11,OH,8373403
2011,11,OK,4843146
2011,11,OR,4934802
2011,11,PA,18329900
2011,11,RI,822181
2011,11,SC,7522449
2011,11,SD,896906
2011,11,TN,5705457
2011,11,TX,29824518
2011,11,US-TOTAL,304119343
2011,11,UT,3119334
2011,11,VA,4050071
2011,11,VT,526220
2011,11,WA,8774378
2011,11,WI,4504594
2011,11,WV,5348078
2011,11,WY,4221162
2011,12,AK,675461
2011,12,AL,13283003
2011,12,AR,5204889
2011,12,AZ,8739295
2011,12,CA,17704926
2011,12,CO,4460669
2011,12,CT,3060217
2011,12,DC,5637
2011,12,DE,552812
2011,12,FL,15931936
2011,12,GA,9307245
2011,12,HI,888028
2011,12,IA,4779360
2011,12,ID,1011190
2011,12,IL,16892614
2011,12,IN,10341938
2011,12,KS,4118502
2011,12,KY,8194206
2011,12,LA,8355514
2011,12,MA,2561289
2011,12,MD,3120207
2011,12,ME,1507798
2011,12,MI,9071877
2011,12,MN,4434465
2011,12,MO,7790795
2011,12,MS,4214101
2011,12,MT,2848211
2011,12,NC,9287574
2011,12,ND,3276464
2011,12,NE,3188089
2011,12,NH,1750038
2011,12,NJ,5439191
2011,12,NM,3529367
2011,12,NV,2719608
2011,12,NY,11346371
2011,12,OH,10310201
2011,12,OK,5587028
2011,12,OR,5395902
2011,12,PA,19195906
2011,12,RI,714125
2011,12,SC,8351914
2011,12,SD,951689
2011,12,TN,5889287
2011,12,TX,33502212
2011,12,US-TOTAL,335752792
2011,12,UT,3487088
2011,12,VA,5864049
2011,12,VT,658412
2011,12,WA,9469207
2011,12,WI,5431101
2011,12,WV,6508626
2011,12,WY,4843154
2012,1,AK,724707
2012,1,AL,13201660
2012,1,AR,5896278
2012,1,AZ,9124816
2012,1,CA,15904501
2012,1,CO,4418708
2012,1,CT,2969901
2012,1,DC,5384
2012,1,DE,579599
2012,1,FL,16674200
2012,1,GA,9375147
2012,1,HI,848662
2012,1,IA,5157194
2012,1,ID,1086012
2012,1,IL,17841012
2012,1,IN,10443407
2012,1,KS,3286162
2012,1,KY,8181452
2012,1,LA,8323878
2012,1,MA,2925574
2012,1,MD,2841999
2012,1,ME,1445616
2012,1,MI,9401190
2012,1,MN,4661303
2012,1,MO,7403750
2012,1,MS,4654052
2012,1,MT,2514019
2012,1,NC,10193034
2012,1,ND,3397717
2012,1,NE,3081234
2012,1,NH,1943476
2012,1,NJ,5269531
2012,1,NM,3277211
2012,1,NV,2505705
2012,1,NY,11475897
2012,1,OH,11626580
2012,1,OK,6192522
2012,1,OR,5728113
2012,1,PA,20768870
2012,1,RI,647568
2012,1,SC,8489995
2012,1,SD,998028
2012,1,TN,5842940
2012,1,TX,32701949
2012,1,US-Total,339528259
2012,1,UT,3056052
2012,1,VA,6585346
2012,1,VT,591922
2012,1,WA,8944732
2012,1,WI,5329281
2012,1,WV,6112375
2012,1,WY,4877999
2012,2,AK,602622
2012,2,AL,12049950
2012,2,AR,5770137
2012,2,AZ,8438794
2012,2,CA,14595203
2012,2,CO,4166120
2012,2,CT,2748813
2012,2,DC,4384
2012,2,DE,568707
2012,2,FL,15701890
2012,2,GA,8157692
