Year,Month,State,industrial_usage
2010,5,OH,4604
2010,6,OH,4549
2010,7,OH,4471
2010,8,OH,4797
2010,9,OH,4289
2010,10,OH,4491
2010,11,OH,4437
2010,12,OH,4371
2011,1,OH,4317
2011,2,OH,4203
2011,3,OH,4647
2011,4,OH,4408
2011,5,OH,4510
2011,6,OH,4409
2011,7,OH,4821
2011,8,OH,4651
2011,9,OH,4675
2011,10,OH,4728
2011,11,OH,4425
2011,12,OH,4119
2012,1,OH,4458
2012,2,OH,4585
2012,3,OH,4519
2012,4,OH,4829
2012,5,OH,4618
2012,6,OH,4518
2012,7,OH,4583
2012,8,OH,4659
2012,9,OH,4166
2012,10,OH,4450
2012,11,OH,4092
2012,12,OH,3903
2013,1,OH,4462
2013,2,OH,4158
2013,3,OH,4482
2013,4,OH,4280
2013,5,OH,4559
2013,6,OH,4381
2013,7,OH,4394
2013,8,OH,4410
2013,9,OH,4146
2013,10,OH,4245
2013,11,OH,3903
2013,12,OH,3968
2014,1,OH,4307
2014,2,OH,3834
2014,3,OH,4228
2014,4,OH,4043
2014,5,OH,4316
2014,6,OH,4398
2014,7,OH,4302
2014,8,OH,4498
2014,9,OH,4285
2014,10,OH,4433
2014,11,OH,4132
2014,12,OH,4055
2015,1,OH,4271
2015,2,OH,4036
2015,3,OH,4226
2015,4,OH,4128
2015,5,OH,4362
2015,6,OH,4405
2015,7,OH,4436
2015,8,OH,4337
2015,9,OH,4195
2015,10,OH,4260
2015,11,OH,3948
2015,12,OH,3951
2016,1,OH,4102
2016,2,OH,4031
2016,3,OH,4166
2016,4,OH,4043
2016,5,OH,4198
2016,6,OH,4181
2016,7,OH,4326
2016,8,OH,4518
2016,9,OH,4296
2016,10,OH,4264
2016,11,OH,4077
2016,12,OH,4090
2017,1,OH,4171
2017,2,OH,3909
2017,3,OH,4345
2017,4,OH,4059
2017,5,OH,4340
2017,6,OH,4310
2017,7,OH,4343
2017,8,OH,4508
2017,9,OH,4227
2017,10,OH,4292
2017,11,OH,4090
2017,12,OH,4056
2018,1,OH,4195
2018,2,OH,3910
2018,3,OH,4364
2018,4,OH,4093
2018,5,OH,4431
2018,6,OH,4311
2018,7,OH,4393
2018,8,OH,4579
2018,9,OH,4226
2018,10,OH,4444
2018,11,OH,4156
2018,12,OH,4136
2019,1,OH,3974
2019,2,OH,3613
2019,3,OH,4012
2019,4,OH,3784
2019,5,OH,4015
2019,6,OH,3849
2019,7,OH,4165
2019,8,OH,4081
2019,9,OH,3864
2019,10,OH,3837
2019,11,OH,3724
2019,12,OH,3673
2020,1,OH,3824
2020,2,OH,3569
2020,3,OH,3997
2020,4,OH,3159
2001,1,WI,2084
2001,2,WI,1970
2001,3,WI,2112
2001,4,WI,2007
2001,5,WI,2202
2001,6,WI,2127
2001,7,WI,2196
2001,8,WI,2353
2001,9,WI,2168
2001,10,WI,2184
2001,11,WI,2004
2001,12,WI,1966
2002,1,WI,1971
2002,2,WI,1929
2002,3,WI,2056
2002,4,WI,2064
2002,5,WI,2122
2002,6,WI,2164
2002,7,WI,2353
2002,8,WI,2340
2002,9,WI,2286
2002,10,WI,2295
2002,11,WI,1945
2002,12,WI,2008
2003,1,WI,2022
2003,2,WI,1992
2003,3,WI,2128
2003,4,WI,2060
2003,5,WI,2153
2003,6,WI,2156
2003,7,WI,2294
2003,8,WI,2376
2003,9,WI,2267
2003,10,WI,2259
2003,11,WI,2049
2003,12,WI,2064
2004,1,WI,2094
2004,2,WI,2143
2004,3,WI,2284
2004,4,WI,2230
2004,5,WI,2324
2004,6,WI,2362
2004,7,WI,2410
2004,8,WI,2436
2004,9,WI,2426
2004,10,WI,2334
2004,11,WI,2186
2004,12,WI,2204
2005,1,WI,2143
2005,2,WI,1871
2005,3,WI,2054
2005,4,WI,2024
2005,5,WI,2106
2005,6,WI,2239
2005,7,WI,2233
2005,8,WI,2300
2005,9,WI,2218
2005,10,WI,2188
2005,11,WI,2008
2005,12,WI,1992
2006,1,WI,2029
2006,2,WI,1981
2006,3,WI,2160
2006,4,WI,2043
2006,5,WI,2102
2006,6,WI,2145
2006,7,WI,2192
2006,8,WI,2268
2006,9,WI,2175
2006,10,WI,2178
2006,11,WI,1973
2006,12,WI,2039
2007,1,WI,2043
2007,2,WI,1958
2007,3,WI,2106
2007,4,WI,2019
2007,5,WI,2199
2007,6,WI,2121
2007,7,WI,2172
2007,8,WI,2246
2007,9,WI,2175
2007,10,WI,2273
2007,11,WI,2068
2007,12,WI,2056
2008,1,WI,2048
2008,2,WI,2028
2008,3,WI,2046
2008,4,WI,2048
2008,5,WI,2090
2008,6,WI,2098
2008,7,WI,2229
2008,8,WI,2177
2008,9,WI,2109
2008,10,WI,2099
2008,11,WI,1866
2008,12,WI,1834
2009,1,WI,1821
2009,2,WI,1708
2009,3,WI,1837
2009,4,WI,1737
2009,5,WI,1866
2009,6,WI,1888
2009,7,WI,1966
2009,8,WI,2064
2009,9,WI,1905
2009,10,WI,1948
2009,11,WI,1799
2009,12,WI,1850
2010,1,WI,1833
2010,2,WI,1770
2010,3,WI,1917
2010,4,WI,1896
2010,5,WI,1946
2010,6,WI,2032
2010,7,WI,2167
2010,8,WI,2173
2010,9,WI,1987
2010,10,WI,1965
2010,11,WI,1866
2010,12,WI,1899
2011,1,WI,1902
2011,2,WI,1789
2011,3,WI,1919
2011,4,WI,1858
2011,5,WI,1969
2011,6,WI,1985
2011,7,WI,2092
2011,8,WI,2170
2011,9,WI,1985
2011,10,WI,1981
2011,11,WI,1862
2011,12,WI,1894
2012,1,WI,1886
2012,2,WI,1830
2012,3,WI,1962
2012,4,WI,1867
2012,5,WI,2001
2012,6,WI,2008
2012,7,WI,2147
2012,8,WI,2166
2012,9,WI,1954
2012,10,WI,1966
2012,11,WI,1829
2012,12,WI,1946
2013,1,WI,1896
2013,2,WI,1769
2013,3,WI,1902
2013,4,WI,1847
2013,5,WI,1976
2013,6,WI,1959
2013,7,WI,2088
2013,8,WI,2131
2013,9,WI,2008
2013,10,WI,2013
2013,11,WI,1888
2013,12,WI,1892
2014,1,WI,1960
2014,2,WI,1817
2014,3,WI,1946
2014,4,WI,1864
2014,5,WI,2026
2014,6,WI,2038
2014,7,WI,2110
2014,8,WI,2164
2014,9,WI,2039
2014,10,WI,2050
2014,11,WI,1880
2014,12,WI,1918
2015,1,WI,1965
2015,2,WI,1856
2015,3,WI,1992
2015,4,WI,1912
2015,5,WI,2001
2015,6,WI,2018
2015,7,WI,2101
2015,8,WI,2206
2015,9,WI,2081
2015,10,WI,2013
2015,11,WI,1896
2015,12,WI,1928
2016,1,WI,1917
2016,2,WI,1895
2016,3,WI,1960
2016,4,WI,1889
2016,5,WI,1965
2016,6,WI,2068
2016,7,WI,2134
2016,8,WI,2243
2016,9,WI,2073
2016,10,WI,2059
2016,11,WI,1920
2016,12,WI,1914
2017,1,WI,1931
2017,2,WI,1840
2017,3,WI,1992
2017,4,WI,1937
2017,5,WI,1980
2017,6,WI,2115
2017,7,WI,2161
2017,8,WI,2236
2017,9,WI,2076
2017,10,WI,2107
2017,11,WI,1876
2017,12,WI,1953
2018,1,WI,1989
2018,2,WI,1843
2018,3,WI,2016
2018,4,WI,1919
2018,5,WI,2051
2018,6,WI,2113
2018,7,WI,2187
2018,8,WI,2269
2018,9,WI,2100
2018,10,WI,2115
2018,11,WI,1889
2018,12,WI,1935
2019,1,WI,1964
2019,2,WI,1831
2019,3,WI,1981
2019,4,WI,1934
2019,5,WI,1988
2019,6,WI,1984
2019,7,WI,2118
2019,8,WI,2169
2019,9,WI,2012
2019,10,WI,2024
2019,11,WI,1798
2019,12,WI,1859
2020,1,WI,1886
2020,2,WI,1871
2020,3,WI,1935
2020,4,WI,1665
2001,1,IA,1305
2001,2,IA,1272
2001,3,IA,1264
2001,4,IA,1347
2001,5,IA,1419
2001,6,IA,1391
2001,7,IA,1461
2001,8,IA,1467
2001,9,IA,1326
2001,10,IA,1393
2001,11,IA,1359
2001,12,IA,1234
2002,1,IA,1329
2002,2,IA,1241
2002,3,IA,1331
2002,4,IA,1303
2002,5,IA,1435
2002,6,IA,1525
2002,7,IA,1449
2002,8,IA,1451
2002,9,IA,1381
2002,10,IA,1482
2002,11,IA,1308
2002,12,IA,1312
2003,1,IA,1390
2003,2,IA,1281
2003,3,IA,1316
2003,4,IA,1373
2003,5,IA,1380
2003,6,IA,1412
2003,7,IA,1510
2003,8,IA,1491
2003,9,IA,1448
2003,10,IA,1478
2003,11,IA,1382
2003,12,IA,1343
2004,1,IA,1312
2004,2,IA,1358
2004,3,IA,1468
2004,4,IA,1370
2004,5,IA,1536
2004,6,IA,1508
2004,7,IA,1466
2004,8,IA,1565
2004,9,IA,1532
2004,10,IA,1443
2004,11,IA,1392
2004,12,IA,1488
2005,1,IA,1351
2005,2,IA,1334
2005,3,IA,1524
2005,4,IA,1402
2005,5,IA,1540
2005,6,IA,1613
2005,7,IA,1491
2005,8,IA,1524
2005,9,IA,1534
2005,10,IA,1607
2005,11,IA,1524
2005,12,IA,1470
2006,1,IA,1436
2006,2,IA,1467
2006,3,IA,1563
2006,4,IA,1449
2006,5,IA,1603
2006,6,IA,1603
2006,7,IA,1516
2006,8,IA,1621
2006,9,IA,1516
2006,10,IA,1573
2006,11,IA,1500
2006,12,IA,1485
2007,1,IA,1541
2007,2,IA,1354
2007,3,IA,1569
2007,4,IA,1554
2007,5,IA,1673
2007,6,IA,1636
2007,7,IA,1623
2007,8,IA,1722
2007,9,IA,1572
2007,10,IA,1678
2007,11,IA,1662
2007,12,IA,1540
2008,1,IA,1547
2008,2,IA,1527
2008,3,IA,1581
2008,4,IA,1625
2008,5,IA,1679
2008,6,IA,1599
2008,7,IA,1653
2008,8,IA,1696
2008,9,IA,1565
2008,10,IA,1712
2008,11,IA,1612
2008,12,IA,1441
2009,1,IA,1422
2009,2,IA,1454
2009,3,IA,1509
2009,4,IA,1441
2009,5,IA,1471
2009,6,IA,1656
2009,7,IA,1454
2009,8,IA,1674
2009,9,IA,1534
2009,10,IA,1500
2009,11,IA,1544
2009,12,IA,1553
2010,1,IA,1418
2010,2,IA,1475
2010,3,IA,1499
2010,4,IA,1550
2010,5,IA,1620
2010,6,IA,1644
2010,7,IA,1583
2010,8,IA,1747
2010,9,IA,1577
2010,10,IA,1584
2010,11,IA,1645
2010,12,IA,1523
2011,1,IA,1539
2011,2,IA,1464
2011,3,IA,1571
2011,4,IA,1519
2011,5,IA,1634
2011,6,IA,1630
2011,7,IA,1760
2011,8,IA,1685
2011,9,IA,1590
2011,10,IA,1634
2011,11,IA,1597
2011,12,IA,1616
2012,1,IA,1555
2012,2,IA,1560
2012,3,IA,1559
2012,4,IA,1546
2012,5,IA,1710
2012,6,IA,1662
2012,7,IA,1742
2012,8,IA,1724
2012,9,IA,1622
2012,10,IA,1666
2012,11,IA,1615
2012,12,IA,1551
2013,1,IA,1548
2013,2,IA,1522
2013,3,IA,1539
2013,4,IA,1546
2013,5,IA,1733
2013,6,IA,1689
2013,7,IA,1661
2013,8,IA,1790
2013,9,IA,1557
2013,10,IA,1686
2013,11,IA,1718
2013,12,IA,1647
2014,1,IA,1580
2014,2,IA,1589
2014,3,IA,1616
2014,4,IA,1651
2014,5,IA,1781
2014,6,IA,1764
2014,7,IA,1736
2014,8,IA,1767
2014,9,IA,1784
2014,10,IA,1748
2014,11,IA,1794
2014,12,IA,1625
2015,1,IA,1670
2015,2,IA,1727
2015,3,IA,1721
2015,4,IA,1714
2015,5,IA,1807
2015,6,IA,1890
2015,7,IA,1742
2015,8,IA,2044
2015,9,IA,1699
2015,10,IA,1804
2015,11,IA,1807
2015,12,IA,1663
2016,1,IA,1658
2016,2,IA,1777
2016,3,IA,1773
2016,4,IA,1758
2016,5,IA,1913
2016,6,IA,1842
2016,7,IA,1836
2016,8,IA,2025
2016,9,IA,1853
2016,10,IA,1849
2016,11,IA,1918
2016,12,IA,1844
2017,1,IA,1803
2017,2,IA,1722
2017,3,IA,1932
2017,4,IA,1815
2017,5,IA,1967
2017,6,IA,1982
2017,7,IA,2047
2017,8,IA,1974
2017,9,IA,1990
2017,10,IA,1985
2017,11,IA,1928
2017,12,IA,1921
2018,1,IA,1886
2018,2,IA,1849
2018,3,IA,1903
2018,4,IA,1954
2018,5,IA,2022
2018,6,IA,2091
2018,7,IA,2022
2018,8,IA,2165
2018,9,IA,2020
2018,10,IA,2017
2018,11,IA,2082
2018,12,IA,1940
2019,1,IA,1936
2019,2,IA,1782
2019,3,IA,1854
2019,4,IA,1999
2019,5,IA,1933
2019,6,IA,2018
2019,7,IA,2065
2019,8,IA,2017
2019,9,IA,2030
2019,10,IA,1910
2019,11,IA,2025
2019,12,IA,1896
2020,1,IA,1897
2020,2,IA,2003
2020,3,IA,1911
2020,4,IA,1824
2001,1,KS,840
2001,2,KS,814
2001,3,KS,850
2001,4,KS,890
2001,5,KS,950
2001,6,KS,875
2001,7,KS,973
2001,8,KS,978
2001,9,KS,878
2001,10,KS,815
2001,11,KS,891
2001,12,KS,815
2002,1,KS,850
2002,2,KS,812
2002,3,KS,843
2002,4,KS,827
2002,5,KS,892
2002,6,KS,960
2002,7,KS,939
2002,8,KS,882
2002,9,KS,812
2002,10,KS,799
2002,11,KS,790
2002,12,KS,789
2003,1,KS,845
2003,2,KS,810
2003,3,KS,814
2003,4,KS,835
2003,5,KS,879
2003,6,KS,882
2003,7,KS,935
2003,8,KS,917
2003,9,KS,892
2003,10,KS,904
2003,11,KS,841
2003,12,KS,829
2004,1,KS,888
2004,2,KS,857
2004,3,KS,887
2004,4,KS,886
2004,5,KS,896
2004,6,KS,953
2004,7,KS,951
2004,8,KS,934
2004,9,KS,933
2004,10,KS,904
2004,11,KS,895
2004,12,KS,896
2005,1,KS,908
2005,2,KS,866
2005,3,KS,870
2005,4,KS,897
2005,5,KS,957
2005,6,KS,963
2005,7,KS,967
2005,8,KS,930
2005,9,KS,954
2005,10,KS,974
2005,11,KS,936
2005,12,KS,943
2006,1,KS,930
2006,2,KS,885
2006,3,KS,926
2006,4,KS,965
2006,5,KS,998
2006,6,KS,943
2006,7,KS,986
2006,8,KS,1044
2006,9,KS,960
2006,10,KS,943
2006,11,KS,913
2006,12,KS,969
2007,1,KS,915
2007,2,KS,848
2007,3,KS,837
2007,4,KS,874
2007,5,KS,917
2007,6,KS,927
2007,7,KS,923
2007,8,KS,970
2007,9,KS,960
2007,10,KS,897
2007,11,KS,929
2007,12,KS,890
2008,1,KS,900
2008,2,KS,876
2008,3,KS,893
2008,4,KS,902
2008,5,KS,919
2008,6,KS,970
2008,7,KS,996
2008,8,KS,993
2008,9,KS,974
2008,10,KS,875
2008,11,KS,865
2008,12,KS,804
2009,1,KS,790
2009,2,KS,763
2009,3,KS,807
2009,4,KS,794
2009,5,KS,842
2009,6,KS,882
2009,7,KS,915
2009,8,KS,930
2009,9,KS,893
2009,10,KS,832
2009,11,KS,814
2009,12,KS,825
2010,1,KS,817
2010,2,KS,810
2010,3,KS,852
2010,4,KS,848
2010,5,KS,952
2010,6,KS,895
2010,7,KS,963
2010,8,KS,989
2010,9,KS,969
2010,10,KS,872
2010,11,KS,838
2010,12,KS,846
2011,1,KS,837
2011,2,KS,858
2011,3,KS,883
2011,4,KS,890
2011,5,KS,906
2011,6,KS,933
2011,7,KS,1012
2011,8,KS,993
2011,9,KS,942
2011,10,KS,859
2011,11,KS,844
2011,12,KS,850
2012,1,KS,906
2012,2,KS,874
2012,3,KS,900
2012,4,KS,918
2012,5,KS,938
2012,6,KS,942
2012,7,KS,990
2012,8,KS,980
2012,9,KS,928
2012,10,KS,888
2012,11,KS,900
2012,12,KS,877
2013,1,KS,861
2013,2,KS,834
2013,3,KS,891
2013,4,KS,819
2013,5,KS,932
2013,6,KS,945
2013,7,KS,991
2013,8,KS,981
2013,9,KS,945
2013,10,KS,952
2013,11,KS,934
2013,12,KS,925
2014,1,KS,922
2014,2,KS,879
2014,3,KS,939
2014,4,KS,940
2014,5,KS,991
2014,6,KS,1004
2014,7,KS,1016
2014,8,KS,1031
2014,9,KS,981
2014,10,KS,941
2014,11,KS,925
2014,12,KS,924
2015,1,KS,901
2015,2,KS,873
2015,3,KS,916
2015,4,KS,908
2015,5,KS,942
2015,6,KS,991
2015,7,KS,964
2015,8,KS,1034
2015,9,KS,996
2015,10,KS,911
2015,11,KS,886
2015,12,KS,905
2016,1,KS,931
2016,2,KS,902
2016,3,KS,900
2016,4,KS,919
2016,5,KS,970
2016,6,KS,977
2016,7,KS,998
2016,8,KS,1041
2016,9,KS,968
2016,10,KS,917
2016,11,KS,954
2016,12,KS,936
2017,1,KS,928
2017,2,KS,887
2017,3,KS,910
2017,4,KS,926
2017,5,KS,975
2017,6,KS,977
2017,7,KS,1073
2017,8,KS,1091
2017,9,KS,963
2017,10,KS,943
2017,11,KS,922
2017,12,KS,940
2018,1,KS,950
2018,2,KS,927
2018,3,KS,906
2018,4,KS,918
2018,5,KS,1017
2018,6,KS,924
2018,7,KS,1070
2018,8,KS,1104
2018,9,KS,999
2018,10,KS,1010
2018,11,KS,930
2018,12,KS,927
2019,1,KS,883
2019,2,KS,865
2019,3,KS,872
2019,4,KS,891
2019,5,KS,941
2019,6,KS,872
2019,7,KS,1006
2019,8,KS,1023
2019,9,KS,935
2019,10,KS,886
2019,11,KS,873
2019,12,KS,861
2020,1,KS,897
2020,2,KS,835
2020,3,KS,802
2020,4,KS,780
2001,1,MN,1270
2001,2,MN,1523
2001,3,MN,1640
2001,4,MN,1725
2001,5,MN,1838
2001,6,MN,1798
2001,7,MN,1747
2001,8,MN,1983
2001,9,MN,1894
2001,10,MN,1867
2001,11,MN,1753
2001,12,MN,1729
2002,1,MN,1752
2002,2,MN,1597
2002,3,MN,1735
2002,4,MN,1713
2002,5,MN,1807
2002,6,MN,1901
2002,7,MN,1925
2002,8,MN,1947
2002,9,MN,1876
2002,10,MN,1782
2002,11,MN,1721
2002,12,MN,1759
2003,1,MN,1907
2003,2,MN,1693
2003,3,MN,1757
2003,4,MN,1826
2003,5,MN,1833
2003,6,MN,1824
2003,7,MN,1895
2003,8,MN,1927
2003,9,MN,1900
2003,10,MN,1815
2003,11,MN,1736
2003,12,MN,1804
2004,1,MN,1741
2004,2,MN,1834
2004,3,MN,1773
2004,4,MN,1811
2004,5,MN,1873
2004,6,MN,1947
2004,7,MN,1987
2004,8,MN,1926
2004,9,MN,1951
2004,10,MN,1873
2004,11,MN,1824
2004,12,MN,1874
2005,1,MN,1872
2005,2,MN,1656
2005,3,MN,1701
2005,4,MN,1860
2005,5,MN,1849
2005,6,MN,1787
2005,7,MN,1999
2005,8,MN,2011
2005,9,MN,1929
2005,10,MN,1920
2005,11,MN,1868
2005,12,MN,1815
2006,1,MN,1865
2006,2,MN,1783
2006,3,MN,1917
2006,4,MN,1832
2006,5,MN,1898
2006,6,MN,1847
2006,7,MN,1932
2006,8,MN,1995
2006,9,MN,1952
2006,10,MN,1944
2006,11,MN,1858
2006,12,MN,1842
2007,1,MN,1861
2007,2,MN,1690
2007,3,MN,1857
2007,4,MN,1849
2007,5,MN,1901
2007,6,MN,1867
2007,7,MN,2006
2007,8,MN,2032
2007,9,MN,2018
2007,10,MN,2036
2007,11,MN,1936
2007,12,MN,1989
2008,1,MN,1948
2008,2,MN,1888
2008,3,MN,1979
2008,4,MN,1913
2008,5,MN,1983
2008,6,MN,2004
2008,7,MN,2142
2008,8,MN,2174
2008,9,MN,2042
2008,10,MN,2053
2008,11,MN,1882
2008,12,MN,1804
2009,1,MN,1687
2009,2,MN,1593
2009,3,MN,1629
2009,4,MN,1519
2009,5,MN,1478
2009,6,MN,1487
2009,7,MN,1665
2009,8,MN,1734
2009,9,MN,1732
2009,10,MN,1729
2009,11,MN,1674
2009,12,MN,1712
2010,1,MN,1739
2010,2,MN,1642
2010,3,MN,1808
2010,4,MN,1777
2010,5,MN,1933
2010,6,MN,1935
2010,7,MN,2085
2010,8,MN,2128
2010,9,MN,1970
2010,10,MN,1951
2010,11,MN,1910
2010,12,MN,1920
2011,1,MN,1937
2011,2,MN,1809
2011,3,MN,1972
2011,4,MN,1838
2011,5,MN,1922
2011,6,MN,1951
2011,7,MN,2113
2011,8,MN,2151
2011,9,MN,2034
2011,10,MN,2016
2011,11,MN,1968
2011,12,MN,1909
2012,1,MN,1884
2012,2,MN,1816
2012,3,MN,1928
2012,4,MN,1860
2012,5,MN,1987
2012,6,MN,1993
2012,7,MN,2150
2012,8,MN,2128
2012,9,MN,1969
2012,10,MN,1929
2012,11,MN,1874
2012,12,MN,1896
2013,1,MN,1857
2013,2,MN,1733
2013,3,MN,1872
2013,4,MN,1758
2013,5,MN,1860
2013,6,MN,1905
2013,7,MN,2067
2013,8,MN,2080
2013,9,MN,1970
2013,10,MN,1929
2013,11,MN,1843
2013,12,MN,1862
2014,1,MN,1868
2014,2,MN,1739
2014,3,MN,1912
2014,4,MN,1804
2014,5,MN,1888
2014,6,MN,1883
2014,7,MN,2065
2014,8,MN,2056
2014,9,MN,1985
2014,10,MN,1974
2014,11,MN,1892
2014,12,MN,2010
2015,1,MN,1860
2015,2,MN,1769
2015,3,MN,1890
2015,4,MN,1832
2015,5,MN,1732
2015,6,MN,1693
2015,7,MN,1879
2015,8,MN,1870
2015,9,MN,1780
2015,10,MN,1762
2015,11,MN,1691
2015,12,MN,1696
2016,1,MN,1736
2016,2,MN,1659
2016,3,MN,1731
2016,4,MN,1620
2016,5,MN,1699
2016,6,MN,1763
2016,7,MN,1891
2016,8,MN,1942
2016,9,MN,1838
2016,10,MN,1813
2016,11,MN,1760
2016,12,MN,1765
2017,1,MN,1777
2017,2,MN,1684
2017,3,MN,1858
2017,4,MN,1794
2017,5,MN,1857
2017,6,MN,1883
2017,7,MN,1954
2017,8,MN,1989
2017,9,MN,1891
2017,10,MN,1880
2017,11,MN,1842
2017,12,MN,1871
2018,1,MN,1824
2018,2,MN,1706
2018,3,MN,1876
2018,4,MN,1789
2018,5,MN,1883
2018,6,MN,1880
2018,7,MN,2006
2018,8,MN,2013
2018,9,MN,1905
2018,10,MN,1882
2018,11,MN,1825
2018,12,MN,1860
2019,1,MN,1736
2019,2,MN,1555
2019,3,MN,1748
2019,4,MN,1671
2019,5,MN,1701
2019,6,MN,1657
2019,7,MN,1790
2019,8,MN,1826
2019,9,MN,1720
2019,10,MN,1731
2019,11,MN,1672
2019,12,MN,1699
2020,1,MN,1691
2020,2,MN,1621
2020,3,MN,1709
2020,4,MN,1447
2001,1,MO,1418
2001,2,MO,1188
2001,3,MO,1258
2001,4,MO,1403
2001,5,MO,1339
2001,6,MO,1197
2001,7,MO,1335
2001,8,MO,1328
2001,9,MO,1317
2001,10,MO,1314
2001,11,MO,1296
2001,12,MO,1421
2002,1,MO,1164
2002,2,MO,1210
2002,3,MO,1360
2002,4,MO,1169
2002,5,MO,1319
2002,6,MO,1199
2002,7,MO,1385
2002,8,MO,1379
2002,9,MO,1314
2002,10,MO,1306
2002,11,MO,1277
2002,12,MO,1258
2003,1,MO,1238
2003,2,MO,1178
2003,3,MO,1189
2003,4,MO,1214
2003,5,MO,1286
2003,6,MO,1230
2003,7,MO,1272
2003,8,MO,1261
2003,9,MO,1167
2003,10,MO,1320
2003,11,MO,1240
2003,12,MO,1236
2004,1,MO,1150
2004,2,MO,1114
2004,3,MO,1147
2004,4,MO,1196
2004,5,MO,1279
2004,6,MO,1167
2004,7,MO,1204
2004,8,MO,1240
2004,9,MO,1180
2004,10,MO,1230
2004,11,MO,1204
2004,12,MO,1192
2005,1,MO,1152
2005,2,MO,1101
2005,3,MO,1151
2005,4,MO,1178
2005,5,MO,1253
2005,6,MO,1596
2005,7,MO,1615
2005,8,MO,1594
2005,9,MO,1582
2005,10,MO,1581
2005,11,MO,1540
2005,12,MO,1527
2006,1,MO,1454
2006,2,MO,1433
2006,3,MO,1500
2006,4,MO,1442
2006,5,MO,1576
2006,6,MO,1566
2006,7,MO,1617
2006,8,MO,1651
2006,9,MO,1515
2006,10,MO,1597
2006,11,MO,1509
2006,12,MO,1454
2007,1,MO,1528
2007,2,MO,1405
2007,3,MO,1474
2007,4,MO,1479
2007,5,MO,1489
2007,6,MO,1522
2007,7,MO,1574
2007,8,MO,1641
2007,9,MO,1668
2007,10,MO,1607
2007,11,MO,1557
2007,12,MO,1570
2008,1,MO,1505
2008,2,MO,1450
2008,3,MO,1465
2008,4,MO,1336
2008,5,MO,1565
2008,6,MO,1466
2008,7,MO,1580
2008,8,MO,1480
2008,9,MO,1562
2008,10,MO,1563
2008,11,MO,1478
2008,12,MO,1399
2009,1,MO,1347
2009,2,MO,1063
2009,3,MO,1204
2009,4,MO,1217
2009,5,MO,1265
2009,6,MO,1203
2009,7,MO,1229
2009,8,MO,1294
2009,9,MO,1303
2009,10,MO,1329
2009,11,MO,1291
2009,12,MO,1306
2010,1,MO,1338
2010,2,MO,1369
2010,3,MO,1443
2010,4,MO,1441
2010,5,MO,1511
2010,6,MO,1438
2010,7,MO,1463
2010,8,MO,1510
2010,9,MO,1465
2010,10,MO,1472
2010,11,MO,1477
2010,12,MO,1402
2011,1,MO,1428
2011,2,MO,1341
2011,3,MO,1451
2011,4,MO,1442
2011,5,MO,1424
2011,6,MO,1435
2011,7,MO,1497
2011,8,MO,1480
2011,9,MO,1469
2011,10,MO,1514
2011,11,MO,1448
2011,12,MO,1401
2012,1,MO,1421
2012,2,MO,1400
2012,3,MO,1463
2012,4,MO,1463
2012,5,MO,1525
2012,6,MO,1494
2012,7,MO,1543
2012,8,MO,1520
2012,9,MO,1433
2012,10,MO,1473
2012,11,MO,1419
2012,12,MO,1442
2013,1,MO,1477
2013,2,MO,1413
2013,3,MO,1511
2013,4,MO,1492
2013,5,MO,1547
2013,6,MO,1472
2013,7,MO,1456
2013,8,MO,1555
2013,9,MO,1417
2013,10,MO,1436
2013,11,MO,1409
2013,12,MO,1366
2014,1,MO,1405
2014,2,MO,1343
2014,3,MO,1426
2014,4,MO,1425
2014,5,MO,1509
2014,6,MO,1491
2014,7,MO,1528
2014,8,MO,1554
2014,9,MO,1451
2014,10,MO,1472
2014,11,MO,1404
2014,12,MO,1392
2015,1,MO,1397
2015,2,MO,1331
2015,3,MO,1409
2015,4,MO,1401
2015,5,MO,1461
2015,6,MO,1467
2015,7,MO,1540
2015,8,MO,1496
2015,9,MO,1421
2015,10,MO,1439
2015,11,MO,1358
2015,12,MO,1318
2016,1,MO,1177
2016,2,MO,1130
2016,3,MO,1084
2016,4,MO,1042
2016,5,MO,1128
2016,6,MO,1143
2016,7,MO,1202
2016,8,MO,1206
2016,9,MO,1159
2016,10,MO,1132
2016,11,MO,1074
2016,12,MO,1036
2017,1,MO,1048
2017,2,MO,1006
2017,3,MO,1082
2017,4,MO,1065
2017,5,MO,1116
2017,6,MO,1138
2017,7,MO,1194
2017,8,MO,1201
2017,9,MO,1114
2017,10,MO,1109
2017,11,MO,1119
2017,12,MO,1019
2018,1,MO,1067
2018,2,MO,1012
2018,3,MO,1083
2018,4,MO,1053
2018,5,MO,1151
2018,6,MO,1126
2018,7,MO,1199
2018,8,MO,1242
2018,9,MO,1148
2018,10,MO,1121
2018,11,MO,1116
2018,12,MO,1071
2019,1,MO,917
2019,2,MO,849
2019,3,MO,906
2019,4,MO,924
2019,5,MO,986
2019,6,MO,941
2019,7,MO,994
2019,8,MO,1046
2019,9,MO,1000
2019,10,MO,937
2019,11,MO,859
2019,12,MO,862
2020,1,MO,893
2020,2,MO,879
2020,3,MO,923
2020,4,MO,819
2001,1,NE,563
2001,2,NE,571
2001,3,NE,573
2001,4,NE,569
2001,5,NE,612
2001,6,NE,652
2001,7,NE,679
2001,8,NE,650
2001,9,NE,586
2001,10,NE,630
2001,11,NE,620
2001,12,NE,622
2002,1,NE,538
