Year,Month,State,industrial_usage
2011,5,AZ,1045
2011,6,AZ,1053
2011,7,AZ,1103
2011,8,AZ,1149
2011,9,AZ,1069
2011,10,AZ,1039
2011,11,AZ,991
2011,12,AZ,1017
2012,1,AZ,993
2012,2,AZ,970
2012,3,AZ,990
2012,4,AZ,997
2012,5,AZ,1080
2012,6,AZ,1061
2012,7,AZ,1079
2012,8,AZ,1130
2012,9,AZ,1037
2012,10,AZ,1063
2012,11,AZ,994
2012,12,AZ,1053
2013,1,AZ,1011
2013,2,AZ,929
2013,3,AZ,1022
2013,4,AZ,997
2013,5,AZ,1079
2013,6,AZ,1055
2013,7,AZ,1112
2013,8,AZ,1127
2013,9,AZ,1070
2013,10,AZ,1075
2013,11,AZ,1008
2013,12,AZ,1035
2014,1,AZ,1149
2014,2,AZ,996
2014,3,AZ,1114
2014,4,AZ,1139
2014,5,AZ,1262
2014,6,AZ,1289
2014,7,AZ,1366
2014,8,AZ,1387
2014,9,AZ,1332
2014,10,AZ,1282
2014,11,AZ,1141
2014,12,AZ,1206
2015,1,AZ,1176
2015,2,AZ,1079
2015,3,AZ,1147
2015,4,AZ,1122
2015,5,AZ,1183
2015,6,AZ,1268
2015,7,AZ,1376
2015,8,AZ,1413
2015,9,AZ,1319
2015,10,AZ,1330
2015,11,AZ,1232
2015,12,AZ,1246
2016,1,AZ,1245
2016,2,AZ,1197
2016,3,AZ,1245
2016,4,AZ,1221
2016,5,AZ,1293
2016,6,AZ,1331
2016,7,AZ,1364
2016,8,AZ,1307
2016,9,AZ,1217
2016,10,AZ,1268
2016,11,AZ,1145
2016,12,AZ,1141
2017,1,AZ,1123
2017,2,AZ,1018
2017,3,AZ,1135
2017,4,AZ,1161
2017,5,AZ,1167
2017,6,AZ,1136
2017,7,AZ,1185
2017,8,AZ,1257
2017,9,AZ,1198
2017,10,AZ,1147
2017,11,AZ,1025
2017,12,AZ,1153
2018,1,AZ,1155
2018,2,AZ,1000
2018,3,AZ,1125
2018,4,AZ,1111
2018,5,AZ,1191
2018,6,AZ,1191
2018,7,AZ,1278
2018,8,AZ,1281
2018,9,AZ,1204
2018,10,AZ,1181
2018,11,AZ,1151
2018,12,AZ,1128
2019,1,AZ,1127
2019,2,AZ,1019
2019,3,AZ,1090
2019,4,AZ,1038
2019,5,AZ,1120
2019,6,AZ,1157
2019,7,AZ,1267
2019,8,AZ,1286
2019,9,AZ,1166
2019,10,AZ,1177
2019,11,AZ,1019
2019,12,AZ,1092
2020,1,AZ,1115
2020,2,AZ,1065
2020,3,AZ,1034
2020,4,AZ,1104
2001,1,CO,893
2001,2,CO,846
2001,3,CO,880
2001,4,CO,883
2001,5,CO,943
2001,6,CO,908
2001,7,CO,957
2001,8,CO,935
2001,9,CO,976
2001,10,CO,906
2001,11,CO,891
2001,12,CO,900
2002,1,CO,859
2002,2,CO,870
2002,3,CO,843
2002,4,CO,869
2002,5,CO,887
2002,6,CO,887
2002,7,CO,944
2002,8,CO,957
2002,9,CO,915
2002,10,CO,907
2002,11,CO,885
2002,12,CO,849
2003,1,CO,888
2003,2,CO,851
2003,3,CO,865
2003,4,CO,896
2003,5,CO,907
2003,6,CO,915
2003,7,CO,1049
2003,8,CO,1000
2003,9,CO,889
2003,10,CO,1003
2003,11,CO,939
2003,12,CO,875
2004,1,CO,870
2004,2,CO,887
2004,3,CO,888
2004,4,CO,931
2004,5,CO,944
2004,6,CO,1002
2004,7,CO,1110
2004,8,CO,1053
2004,9,CO,1047
2004,10,CO,1003
2004,11,CO,972
2004,12,CO,968
2005,1,CO,957
2005,2,CO,905
2005,3,CO,960
2005,4,CO,955
2005,5,CO,1024
2005,6,CO,1063
2005,7,CO,1092
2005,8,CO,1131
2005,9,CO,1034
2005,10,CO,982
2005,11,CO,937
2005,12,CO,1011
2006,1,CO,933
2006,2,CO,912
2006,3,CO,986
2006,4,CO,995
2006,5,CO,1070
2006,6,CO,1128
2006,7,CO,1197
2006,8,CO,1172
2006,9,CO,1078
2006,10,CO,1075
2006,11,CO,1038
2006,12,CO,1024
2007,1,CO,1005
2007,2,CO,957
2007,3,CO,1028
2007,4,CO,1027
2007,5,CO,1110
2007,6,CO,1101
2007,7,CO,1223
2007,8,CO,1258
2007,9,CO,1095
2007,10,CO,1136
2007,11,CO,1091
2007,12,CO,1082
2008,1,CO,1081
2008,2,CO,1045
2008,3,CO,1089
2008,4,CO,1119
2008,5,CO,1168
2008,6,CO,1216
2008,7,CO,1314
2008,8,CO,1277
2008,9,CO,1153
2008,10,CO,1164
2008,11,CO,1132
2008,12,CO,1065
2009,1,CO,1057
2009,2,CO,1011
2009,3,CO,1092
2009,4,CO,1066
2009,5,CO,1131
2009,6,CO,1121
2009,7,CO,1279
2009,8,CO,1267
2009,9,CO,1202
2009,10,CO,1172
2009,11,CO,1054
2009,12,CO,1118
2010,1,CO,1145
2010,2,CO,1157
2010,3,CO,1203
2010,4,CO,1194
2010,5,CO,1238
2010,6,CO,1316
2010,7,CO,1394
2010,8,CO,1415
2010,9,CO,1316
2010,10,CO,1309
2010,11,CO,1222
2010,12,CO,1262
2011,1,CO,1198
2011,2,CO,1132
2011,3,CO,1224
2011,4,CO,1186
2011,5,CO,1252
2011,6,CO,1301
2011,7,CO,1407
2011,8,CO,1470
2011,9,CO,1347
2011,10,CO,1265
2011,11,CO,1219
2011,12,CO,1240
2012,1,CO,1189
2012,2,CO,1160
2012,3,CO,1212
2012,4,CO,1211
2012,5,CO,1306
2012,6,CO,1354
2012,7,CO,1425
2012,8,CO,1434
2012,9,CO,1337
2012,10,CO,1295
2012,11,CO,1245
2012,12,CO,1247
2013,1,CO,1167
2013,2,CO,1097
2013,3,CO,1163
2013,4,CO,1166
2013,5,CO,1245
2013,6,CO,1277
2013,7,CO,1365
2013,8,CO,1381
2013,9,CO,1260
2013,10,CO,1217
2013,11,CO,1185
2013,12,CO,1231
2014,1,CO,1179
2014,2,CO,1098
2014,3,CO,1183
2014,4,CO,1199
2014,5,CO,1292
2014,6,CO,1291
2014,7,CO,1401
2014,8,CO,1404
2014,9,CO,1314
2014,10,CO,1284
2014,11,CO,1233
2014,12,CO,1231
2015,1,CO,1225
2015,2,CO,1162
2015,3,CO,1227
2015,4,CO,1211
2015,5,CO,1215
2015,6,CO,1293
2015,7,CO,1367
2015,8,CO,1398
2015,9,CO,1361
2015,10,CO,1307
2015,11,CO,1258
2015,12,CO,1234
2016,1,CO,1204
2016,2,CO,1164
2016,3,CO,1187
2016,4,CO,1186
2016,5,CO,1227
2016,6,CO,1276
2016,7,CO,1341
2016,8,CO,1425
2016,9,CO,1284
2016,10,CO,1275
2016,11,CO,1277
2016,12,CO,1257
2017,1,CO,1183
2017,2,CO,1153
2017,3,CO,1252
2017,4,CO,1242
2017,5,CO,1279
2017,6,CO,1312
2017,7,CO,1422
2017,8,CO,1443
2017,9,CO,1381
2017,10,CO,1300
2017,11,CO,1252
2017,12,CO,1283
2018,1,CO,1281
2018,2,CO,1186
2018,3,CO,1285
2018,4,CO,1248
2018,5,CO,1326
2018,6,CO,1366
2018,7,CO,1461
2018,8,CO,1512
2018,9,CO,1405
2018,10,CO,1356
2018,11,CO,1335
2018,12,CO,1288
2019,1,CO,1286
2019,2,CO,1176
2019,3,CO,1278
2019,4,CO,1270
2019,5,CO,1346
2019,6,CO,1340
2019,7,CO,1500
2019,8,CO,1518
2019,9,CO,1450
2019,10,CO,1312
2019,11,CO,1313
2019,12,CO,1339
2020,1,CO,1363
2020,2,CO,1262
2020,3,CO,1338
2020,4,CO,1248
2001,1,ID,671
2001,2,ID,579
2001,3,ID,584
2001,4,ID,569
2001,5,ID,601
2001,6,ID,704
2001,7,ID,691
2001,8,ID,703
2001,9,ID,605
2001,10,ID,566
2001,11,ID,547
2001,12,ID,486
2002,1,ID,419
2002,2,ID,338
2002,3,ID,358
2002,4,ID,428
2002,5,ID,570
2002,6,ID,750
2002,7,ID,886
2002,8,ID,768
2002,9,ID,595
2002,10,ID,462
2002,11,ID,403
2002,12,ID,376
2003,1,ID,484
2003,2,ID,473
2003,3,ID,470
2003,4,ID,545
2003,5,ID,712
2003,6,ID,1091
2003,7,ID,1254
2003,8,ID,1075
2003,9,ID,792
2003,10,ID,658
2003,11,ID,572
2003,12,ID,537
2004,1,ID,584
2004,2,ID,545
2004,3,ID,550
2004,4,ID,650
2004,5,ID,910
2004,6,ID,1068
2004,7,ID,1194
2004,8,ID,976
2004,9,ID,780
2004,10,ID,629
2004,11,ID,541
2004,12,ID,584
2005,1,ID,591
2005,2,ID,542
2005,3,ID,531
2005,4,ID,598
2005,5,ID,618
2005,6,ID,914
2005,7,ID,1166
2005,8,ID,1088
2005,9,ID,865
2005,10,ID,599
2005,11,ID,560
2005,12,ID,563
2006,1,ID,570
2006,2,ID,520
2006,3,ID,550
2006,4,ID,567
2006,5,ID,874
2006,6,ID,1040
2006,7,ID,1197
2006,8,ID,1058
2006,9,ID,854
2006,10,ID,596
2006,11,ID,548
2006,12,ID,515
2007,1,ID,600
2007,2,ID,532
2007,3,ID,512
2007,4,ID,635
2007,5,ID,963
2007,6,ID,1211
2007,7,ID,1264
2007,8,ID,1081
2007,9,ID,800
2007,10,ID,650
2007,11,ID,566
2007,12,ID,586
2008,1,ID,562
2008,2,ID,579
2008,3,ID,575
2008,4,ID,617
2008,5,ID,902
2008,6,ID,1097
2008,7,ID,1262
2008,8,ID,1120
2008,9,ID,845
2008,10,ID,659
2008,11,ID,539
2008,12,ID,557
2009,1,ID,537
2009,2,ID,496
2009,3,ID,531
2009,4,ID,541
2009,5,ID,790
2009,6,ID,786
2009,7,ID,1027
2009,8,ID,1018
2009,9,ID,777
2009,10,ID,580
2009,11,ID,550
2009,12,ID,562
2010,1,ID,563
2010,2,ID,531
2010,3,ID,540
2010,4,ID,607
2010,5,ID,735
2010,6,ID,899
2010,7,ID,1226
2010,8,ID,1116
2010,9,ID,852
2010,10,ID,629
2010,11,ID,542
2010,12,ID,556
2011,1,ID,571
2011,2,ID,544
2011,3,ID,551
2011,4,ID,576
2011,5,ID,662
2011,6,ID,887
2011,7,ID,1285
2011,8,ID,1158
2011,9,ID,843
2011,10,ID,686
2011,11,ID,588
2011,12,ID,560
2012,1,ID,595
2012,2,ID,541
2012,3,ID,560
2012,4,ID,621
2012,5,ID,923
2012,6,ID,1155
2012,7,ID,1306
2012,8,ID,1172
2012,9,ID,892
2012,10,ID,702
2012,11,ID,555
2012,12,ID,555
2013,1,ID,605
2013,2,ID,529
2013,3,ID,562
2013,4,ID,647
2013,5,ID,957
2013,6,ID,1215
2013,7,ID,1309
2013,8,ID,1089
2013,9,ID,774
2013,10,ID,614
2013,11,ID,509
2013,12,ID,529
2014,1,ID,555
2014,2,ID,499
2014,3,ID,528
2014,4,ID,650
2014,5,ID,880
2014,6,ID,1238
2014,7,ID,1234
2014,8,ID,961
2014,9,ID,765
2014,10,ID,627
2014,11,ID,506
2014,12,ID,527
2015,1,ID,508
2015,2,ID,491
2015,3,ID,535
2015,4,ID,750
2015,5,ID,808
2015,6,ID,1131
2015,7,ID,1148
2015,8,ID,1002
2015,9,ID,803
2015,10,ID,592
2015,11,ID,496
2015,12,ID,476
2016,1,ID,508
2016,2,ID,475
2016,3,ID,484
2016,4,ID,578
2016,5,ID,769
2016,6,ID,1146
2016,7,ID,1205
2016,8,ID,1113
2016,9,ID,766
2016,10,ID,578
2016,11,ID,486
2016,12,ID,504
2017,1,ID,535
2017,2,ID,463
2017,3,ID,525
2017,4,ID,529
2017,5,ID,801
2017,6,ID,1089
2017,7,ID,1251
2017,8,ID,1086
2017,9,ID,771
2017,10,ID,579
2017,11,ID,502
2017,12,ID,512
2018,1,ID,535
2018,2,ID,464
2018,3,ID,520
2018,4,ID,606
2018,5,ID,857
2018,6,ID,1107
2018,7,ID,1281
2018,8,ID,1067
2018,9,ID,825
2018,10,ID,580
2018,11,ID,502
2018,12,ID,544
2019,1,ID,528
2019,2,ID,470
2019,3,ID,530
2019,4,ID,597
2019,5,ID,793
2019,6,ID,1060
2019,7,ID,1252
2019,8,ID,1117
2019,9,ID,783
2019,10,ID,577
2019,11,ID,488
2019,12,ID,571
2020,1,ID,545
2020,2,ID,524
2020,3,ID,519
2020,4,ID,620
2001,1,MT,363
2001,2,MT,289
2001,3,MT,296
2001,4,MT,263
2001,5,MT,254
2001,6,MT,295
2001,7,MT,240
2001,8,MT,297
2001,9,MT,290
2001,10,MT,270
2001,11,MT,270
2001,12,MT,243
2002,1,MT,343
2002,2,MT,331
2002,3,MT,336
2002,4,MT,358
2002,5,MT,343
2002,6,MT,387
2002,7,MT,426
2002,8,MT,405
2002,9,MT,392
2002,10,MT,386
2002,11,MT,382
2002,12,MT,374
2003,1,MT,336
2003,2,MT,328
2003,3,MT,316
2003,4,MT,316
2003,5,MT,307
2003,6,MT,331
2003,7,MT,389
2003,8,MT,396
2003,9,MT,342
2003,10,MT,395
2003,11,MT,402
2003,12,MT,410
2004,1,MT,379
2004,2,MT,355
2004,3,MT,367
2004,4,MT,357
2004,5,MT,378
2004,6,MT,387
2004,7,MT,402
2004,8,MT,411
2004,9,MT,386
2004,10,MT,372
2004,11,MT,390
2004,12,MT,389
2005,1,MT,412
2005,2,MT,375
2005,3,MT,389
2005,4,MT,366
2005,5,MT,375
2005,6,MT,394
2005,7,MT,415
2005,8,MT,436
2005,9,MT,432
2005,10,MT,393
2005,11,MT,401
2005,12,MT,397
2006,1,MT,434
2006,2,MT,412
2006,3,MT,387
2006,4,MT,401
2006,5,MT,406
2006,6,MT,434
2006,7,MT,437
2006,8,MT,428
2006,9,MT,403
2006,10,MT,341
2006,11,MT,325
2006,12,MT,327
2007,1,MT,508
2007,2,MT,511
2007,3,MT,461
2007,4,MT,513
2007,5,MT,478
2007,6,MT,536
2007,7,MT,568
2007,8,MT,571
2007,9,MT,517
2007,10,MT,486
2007,11,MT,509
2007,12,MT,505
2008,1,MT,483
2008,2,MT,473
2008,3,MT,457
2008,4,MT,482
2008,5,MT,461
2008,6,MT,499
2008,7,MT,528
2008,8,MT,538
2008,9,MT,482
2008,10,MT,488
2008,11,MT,475
2008,12,MT,464
2009,1,MT,461
2009,2,MT,402
2009,3,MT,389
2009,4,MT,400
2009,5,MT,367
2009,6,MT,395
2009,7,MT,422
2009,8,MT,430
2009,9,MT,385
2009,10,MT,386
2009,11,MT,364
2009,12,MT,373
2010,1,MT,349
2010,2,MT,342
2010,3,MT,324
2010,4,MT,337
2010,5,MT,361
2010,6,MT,362
2010,7,MT,365
2010,8,MT,389
2010,9,MT,367
2010,10,MT,335
2010,11,MT,356
2010,12,MT,353
2011,1,MT,324
2011,2,MT,325
2011,3,MT,309
2011,4,MT,333
2011,5,MT,314
2011,6,MT,334
2011,7,MT,344
2011,8,MT,377
2011,9,MT,269
2011,10,MT,390
2011,11,MT,350
2011,12,MT,313
2012,1,MT,342
2012,2,MT,347
2012,3,MT,327
2012,4,MT,344
2012,5,MT,310
2012,6,MT,346
2012,7,MT,376
2012,8,MT,389
2012,9,MT,355
2012,10,MT,338
2012,11,MT,345
2012,12,MT,348
2013,1,MT,358
2013,2,MT,354
2013,3,MT,323
2013,4,MT,342
2013,5,MT,336
2013,6,MT,359
2013,7,MT,381
2013,8,MT,396
2013,9,MT,354
2013,10,MT,336
2013,11,MT,347
2013,12,MT,344
2014,1,MT,341
2014,2,MT,327
2014,3,MT,314
2014,4,MT,359
2014,5,MT,344
2014,6,MT,359
2014,7,MT,373
2014,8,MT,397
2014,9,MT,361
2014,10,MT,353
2014,11,MT,336
2014,12,MT,364
2015,1,MT,370
2015,2,MT,365
2015,3,MT,337
2015,4,MT,362
2015,5,MT,353
2015,6,MT,404
2015,7,MT,414
2015,8,MT,401
2015,9,MT,380
2015,10,MT,363
2015,11,MT,374
2015,12,MT,364
2016,1,MT,367
2016,2,MT,361
2016,3,MT,342
2016,4,MT,362
2016,5,MT,354
2016,6,MT,377
2016,7,MT,395
2016,8,MT,397
2016,9,MT,376
2016,10,MT,350
2016,11,MT,366
2016,12,MT,369
2017,1,MT,373
2017,2,MT,363
2017,3,MT,355
2017,4,MT,363
2017,5,MT,354
2017,6,MT,381
2017,7,MT,412
2017,8,MT,425
2017,9,MT,406
2017,10,MT,367
2017,11,MT,358
2017,12,MT,358
2018,1,MT,359
2018,2,MT,369
2018,3,MT,341
2018,4,MT,376
2018,5,MT,352
2018,6,MT,375
2018,7,MT,406
2018,8,MT,454
2018,9,MT,431
2018,10,MT,414
2018,11,MT,428
2018,12,MT,415
2019,1,MT,385
2019,2,MT,394
2019,3,MT,381
2019,4,MT,352
2019,5,MT,383
2019,6,MT,426
2019,7,MT,439
2019,8,MT,450
2019,9,MT,429
2019,10,MT,407
2019,11,MT,400
2019,12,MT,404
2020,1,MT,347
2020,2,MT,372
2020,3,MT,375
2020,4,MT,395
2001,1,NV,835
2001,2,NV,781
2001,3,NV,859
2001,4,NV,997
2001,5,NV,1022
2001,6,NV,925
2001,7,NV,1027
2001,8,NV,1028
2001,9,NV,998
2001,10,NV,907
2001,11,NV,964
2001,12,NV,895
2002,1,NV,800
2002,2,NV,928
2002,3,NV,872
2002,4,NV,946
2002,5,NV,976
2002,6,NV,1107
2002,7,NV,1105
2002,8,NV,1028
2002,9,NV,889
2002,10,NV,946
2002,11,NV,857
2002,12,NV,920
2003,1,NV,846
2003,2,NV,853
2003,3,NV,893
2003,4,NV,912
2003,5,NV,1009
2003,6,NV,1015
2003,7,NV,1122
2003,8,NV,1065
2003,9,NV,1034
2003,10,NV,1018
2003,11,NV,933
2003,12,NV,923
2004,1,NV,955
2004,2,NV,895
2004,3,NV,977
2004,4,NV,945
2004,5,NV,1121
2004,6,NV,1077
2004,7,NV,1181
2004,8,NV,1031
2004,9,NV,1077
2004,10,NV,1077
2004,11,NV,1024
2004,12,NV,1005
2005,1,NV,950
2005,2,NV,893
2005,3,NV,1028
2005,4,NV,983
2005,5,NV,1174
2005,6,NV,1116
2005,7,NV,1307
2005,8,NV,1084
2005,9,NV,1136
2005,10,NV,1122
2005,11,NV,1063
2005,12,NV,1041
2006,1,NV,1003
2006,2,NV,961
2006,3,NV,1056
2006,4,NV,1065
2006,5,NV,1247
2006,6,NV,1262
2006,7,NV,1202
2006,8,NV,1270
2006,9,NV,1169
2006,10,NV,1163
2006,11,NV,1129
2006,12,NV,1096
2007,1,NV,1041
2007,2,NV,942
2007,3,NV,1135
2007,4,NV,1093
2007,5,NV,1222
2007,6,NV,1233
2007,7,NV,1312
2007,8,NV,1255
2007,9,NV,1190
2007,10,NV,1163
2007,11,NV,1144
2007,12,NV,1161
2008,1,NV,1033
2008,2,NV,1009
2008,3,NV,1107
2008,4,NV,1112
2008,5,NV,1201
2008,6,NV,1261
2008,7,NV,1268
2008,8,NV,1315
2008,9,NV,1166
2008,10,NV,1144
2008,11,NV,1122
2008,12,NV,1083
2009,1,NV,965
2009,2,NV,988
2009,3,NV,1046
2009,4,NV,1072
2009,5,NV,1289
2009,6,NV,1078
2009,7,NV,1337
2009,8,NV,1206
2009,9,NV,1157
2009,10,NV,1101
2009,11,NV,1141
2009,12,NV,1066
2010,1,NV,1027
2010,2,NV,921
2010,3,NV,1020
2010,4,NV,1004
2010,5,NV,1096
2010,6,NV,1227
2010,7,NV,1276
2010,8,NV,1188
2010,9,NV,1167
2010,10,NV,1113
2010,11,NV,1110
2010,12,NV,1029
2011,1,NV,1029
2011,2,NV,964
2011,3,NV,1052
2011,4,NV,1071
2011,5,NV,1116
2011,6,NV,1247
2011,7,NV,1202
2011,8,NV,1284
2011,9,NV,1093
2011,10,NV,1128
2011,11,NV,1126
2011,12,NV,1107
2012,1,NV,1016
2012,2,NV,1029
2012,3,NV,1042
2012,4,NV,1133
2012,5,NV,1227
2012,6,NV,1227
2012,7,NV,1253
2012,8,NV,1290
2012,9,NV,1175
2012,10,NV,1152
2012,11,NV,1124
2012,12,NV,1067
2013,1,NV,1048
2013,2,NV,964
2013,3,NV,1084
2013,4,NV,1099
2013,5,NV,1208
2013,6,NV,1265
2013,7,NV,1272
2013,8,NV,1252
2013,9,NV,1194
2013,10,NV,1117
2013,11,NV,1152
2013,12,NV,1103
2014,1,NV,1037
2014,2,NV,988
2014,3,NV,1057
2014,4,NV,1122
2014,5,NV,1195
2014,6,NV,1248
2014,7,NV,1290
2014,8,NV,1220
2014,9,NV,1250
2014,10,NV,1124
2014,11,NV,1098
2014,12,NV,1103
2015,1,NV,1126
2015,2,NV,980
2015,3,NV,1160
2015,4,NV,1080
2015,5,NV,1189
2015,6,NV,1265
2015,7,NV,1256
2015,8,NV,1364
2015,9,NV,1226
2015,10,NV,1153
2015,11,NV,1165
2015,12,NV,1095
2016,1,NV,1056
2016,2,NV,1097
2016,3,NV,1067
2016,4,NV,1137
2016,5,NV,1126
2016,6,NV,1211
2016,7,NV,1370
2016,8,NV,1196
2016,9,NV,1163
2016,10,NV,1149
2016,11,NV,922
2016,12,NV,1022
2017,1,NV,992
2017,2,NV,970
2017,3,NV,995
2017,4,NV,969
2017,5,NV,1095
2017,6,NV,1180
2017,7,NV,1149
2017,8,NV,1141
2017,9,NV,1142
2017,10,NV,994
2017,11,NV,982
2017,12,NV,981
2018,1,NV,963
2018,2,NV,896
2018,3,NV,929
2018,4,NV,922
2018,5,NV,1007
2018,6,NV,1036
2018,7,NV,1142
2018,8,NV,1146
2018,9,NV,1072
2018,10,NV,982
2018,11,NV,1075
2018,12,NV,1028
2019,1,NV,951
2019,2,NV,874
2019,3,NV,1012
2019,4,NV,969
2019,5,NV,993
2019,6,NV,1287
2019,7,NV,1113
2019,8,NV,1150
2019,9,NV,1087
2019,10,NV,982
2019,11,NV,964
2019,12,NV,967
2020,1,NV,1025
2020,2,NV,925
2020,3,NV,1036
2020,4,NV,879
2001,1,NM,480
2001,2,NM,444
2001,3,NM,464
2001,4,NM,418
2001,5,NM,457
2001,6,NM,430
2001,7,NM,457
2001,8,NM,431
2001,9,NM,438
2001,10,NM,412
2001,11,NM,428
2001,12,NM,411
2002,1,NM,431
2002,2,NM,388
2002,3,NM,419
2002,4,NM,463
2002,5,NM,441
2002,6,NM,451
2002,7,NM,481
2002,8,NM,458
2002,9,NM,446
2002,10,NM,437
2002,11,NM,445
2002,12,NM,457
2003,1,NM,503
2003,2,NM,478
2003,3,NM,466
2003,4,NM,481
2003,5,NM,494
2003,6,NM,514
2003,7,NM,514
2003,8,NM,501
2003,9,NM,472
2003,10,NM,489
2003,11,NM,478
2003,12,NM,460
2004,1,NM,454
2004,2,NM,445
2004,3,NM,464
2004,4,NM,474
2004,5,NM,485
2004,6,NM,510
2004,7,NM,517
2004,8,NM,519
2004,9,NM,545
2004,10,NM,507
2004,11,NM,520
2004,12,NM,533
2005,1,NM,526
2005,2,NM,498
2005,3,NM,539
2005,4,NM,519
2005,5,NM,542
2005,6,NM,544
2005,7,NM,564
2005,8,NM,565
2005,9,NM,524
2005,10,NM,519
2005,11,NM,509
2005,12,NM,516
2006,1,NM,544
2006,2,NM,517
2006,3,NM,551
2006,4,NM,540
2006,5,NM,582
2006,6,NM,604
2006,7,NM,624
2006,8,NM,603
2006,9,NM,592
2006,10,NM,575
2006,11,NM,544
2006,12,NM,547
2007,1,NM,556
2007,2,NM,515
2007,3,NM,558
2007,4,NM,579
2007,5,NM,577
2007,6,NM,610
2007,7,NM,624
2007,8,NM,637
2007,9,NM,583
2007,10,NM,584
2007,11,NM,567
2007,12,NM,559
2008,1,NM,556
2008,2,NM,528
2008,3,NM,548
2008,4,NM,579
2008,5,NM,581
2008,6,NM,582
2008,7,NM,598
2008,8,NM,621
2008,9,NM,573
2008,10,NM,568
2008,11,NM,550
2008,12,NM,547
2009,1,NM,512
2009,2,NM,465
2009,3,NM,478
2009,4,NM,524
2009,5,NM,561
2009,6,NM,538
2009,7,NM,586
2009,8,NM,571
2009,9,NM,574
2009,10,NM,549
2009,11,NM,537
2009,12,NM,515
2010,1,NM,501
2010,2,NM,476
2010,3,NM,524
2010,4,NM,536
2010,5,NM,554
2010,6,NM,593
2010,7,NM,595
2010,8,NM,611
2010,9,NM,583
2010,10,NM,584
2010,11,NM,550
2010,12,NM,553
2011,1,NM,535
2011,2,NM,491
2011,3,NM,527
2011,4,NM,564
2011,5,NM,595
2011,6,NM,612
2011,7,NM,621
2011,8,NM,643
2011,9,NM,608
2011,10,NM,578
2011,11,NM,549
2011,12,NM,588
2012,1,NM,568
2012,2,NM,549
2012,3,NM,565
2012,4,NM,575
2012,5,NM,595
2012,6,NM,640
2012,7,NM,630
2012,8,NM,673
2012,9,NM,615
2012,10,NM,626
2012,11,NM,605
2012,12,NM,608
2013,1,NM,581
2013,2,NM,532
2013,3,NM,578
2013,4,NM,591
2013,5,NM,629
2013,6,NM,636
2013,7,NM,646
2013,8,NM,659
2013,9,NM,612
2013,10,NM,616
2013,11,NM,598
2013,12,NM,601
2014,1,NM,606
2014,2,NM,552
2014,3,NM,593
2014,4,NM,615
2014,5,NM,648
2014,6,NM,641
2014,7,NM,679
2014,8,NM,674
2014,9,NM,641
2014,10,NM,622
2014,11,NM,626
2014,12,NM,631
2015,1,NM,604
2015,2,NM,551
2015,3,NM,592
2015,4,NM,620
2015,5,NM,623
2015,6,NM,652
2015,7,NM,663
2015,8,NM,693
2015,9,NM,663
2015,10,NM,649
2015,11,NM,633
2015,12,NM,631
2016,1,NM,603
2016,2,NM,584
2016,3,NM,617
2016,4,NM,612
2016,5,NM,625
2016,6,NM,642
2016,7,NM,654
2016,8,NM,697
2016,9,NM,658
2016,10,NM,649
2016,11,NM,631
2016,12,NM,619
2017,1,NM,610
2017,2,NM,552
2017,3,NM,606
2017,4,NM,607
2017,5,NM,636
2017,6,NM,674
2017,7,NM,704
2017,8,NM,720
2017,9,NM,673
2017,10,NM,674
2017,11,NM,628
2017,12,NM,644
2018,1,NM,618
2018,2,NM,584
2018,3,NM,634
2018,4,NM,673
2018,5,NM,685
2018,6,NM,705
2018,7,NM,740
2018,8,NM,751
2018,9,NM,722
2018,10,NM,703
2018,11,NM,682
2018,12,NM,690
2019,1,NM,695
2019,2,NM,628
2019,3,NM,673
2019,4,NM,717
2019,5,NM,714
2019,6,NM,724
2019,7,NM,805
2019,8,NM,829
2019,9,NM,810
2019,10,NM,765
2019,11,NM,765
2019,12,NM,769
2020,1,NM,785
2020,2,NM,729
2020,3,NM,760
2020,4,NM,714
2001,1,UT,723
2001,2,UT,591
2001,3,UT,642
2001,4,UT,518
2001,5,UT,642
2001,6,UT,638
2001,7,UT,605
2001,8,UT,624
2001,9,UT,597
2001,10,UT,551
2001,11,UT,598
2001,12,UT,684
2002,1,UT,542
2002,2,UT,597
2002,3,UT,635
2002,4,UT,483
2002,5,UT,543
2002,6,UT,592
2002,7,UT,611
2002,8,UT,608
2002,9,UT,604
2002,10,UT,563
2002,11,UT,566
2002,12,UT,674
2003,1,UT,662
2003,2,UT,640
2003,3,UT,572
2003,4,UT,593
2003,5,UT,611
2003,6,UT,676
2003,7,UT,686
2003,8,UT,682
2003,9,UT,602
2003,10,UT,605
2003,11,UT,731
2003,12,UT,586
2004,1,UT,714
2004,2,UT,676
2004,3,UT,549
2004,4,UT,575
2004,5,UT,650
2004,6,UT,682
2004,7,UT,691
2004,8,UT,707
2004,9,UT,637
2004,10,UT,570
2004,11,UT,602
2004,12,UT,763
2005,1,UT,722
2005,2,UT,761
2005,3,UT,482
2005,4,UT,589
2005,5,UT,699
2005,6,UT,691
2005,7,UT,734
2005,8,UT,693
2005,9,UT,607
2005,10,UT,617
2005,11,UT,704
2005,12,UT,691
2006,1,UT,741
2006,2,UT,681
2006,3,UT,635
2006,4,UT,575
2006,5,UT,691
2006,6,UT,721
2006,7,UT,677
2006,8,UT,749
2006,9,UT,677
2006,10,UT,662
