,0,1,2,3
2740,2016,09,MI,0
2741,2016,10,MI,0
2742,2016,11,MI,0
2743,2016,12,MI,0
2744,2017,01,MI,0
2745,2017,02,MI,0
2746,2017,03,MI,0
2747,2017,04,MI,0
2748,2017,05,MI,1
2749,2017,06,MI,1
2750,2017,07,MI,1
2751,2017,08,MI,1
2752,2017,09,MI,1
2753,2017,10,MI,0
2754,2017,11,MI,0
2755,2017,12,MI,1
2756,2018,01,MI,1
2757,2018,02,MI,1
2758,2018,03,MI,1
2759,2018,04,MI,1
2760,2018,05,MI,1
2761,2018,06,MI,1
2762,2018,07,MI,1
2763,2018,08,MI,1
2764,2018,09,MI,1
2765,2018,10,MI,0
2766,2018,11,MI,1
2767,2018,12,MI,1
2768,2019,01,MI,1
2769,2019,02,MI,1
2770,2019,03,MI,1
2771,2019,04,MI,1
2772,2019,05,MI,1
2773,2019,06,MI,1
2774,2019,07,MI,1
2775,2019,08,MI,0
2776,2019,09,MI,0
2777,2019,10,MI,0
2778,2019,11,MI,0
2779,2019,12,MI,1
2780,2020,01,MI,1
2781,2020,02,MI,1
2782,2020,03,MI,1
2783,2020,04,MI,0
2784,2001,01,OH,--
2785,2001,02,OH,--
2786,2001,03,OH,--
2787,2001,04,OH,--
2788,2001,05,OH,--
2789,2001,06,OH,--
2790,2001,07,OH,--
2791,2001,08,OH,--
2792,2001,09,OH,--
2793,2001,10,OH,--
2794,2001,11,OH,--
2795,2001,12,OH,--
2796,2002,01,OH,--
2797,2002,02,OH,--
2798,2002,03,OH,--
2799,2002,04,OH,--
2800,2002,05,OH,--
2801,2002,06,OH,--
2802,2002,07,OH,--
2803,2002,08,OH,--
2804,2002,09,OH,--
2805,2002,10,OH,--
2806,2002,11,OH,--
2807,2002,12,OH,--
2808,2003,01,OH,0
2809,2003,02,OH,0
2810,2003,03,OH,0
2811,2003,04,OH,0
2812,2003,05,OH,0
2813,2003,06,OH,0
2814,2003,07,OH,0
2815,2003,08,OH,0
2816,2003,09,OH,0
2817,2003,10,OH,0
2818,2003,11,OH,0
2819,2003,12,OH,0
2820,2004,01,OH,6
2821,2004,02,OH,5
2822,2004,03,OH,6
2823,2004,04,OH,4
2824,2004,05,OH,3
2825,2004,06,OH,3
2826,2004,07,OH,3
2827,2004,08,OH,3
2828,2004,09,OH,3
2829,2004,10,OH,3
2830,2004,11,OH,4
2831,2004,12,OH,5
2832,2005,01,OH,6
2833,2005,02,OH,5
2834,2005,03,OH,6
2835,2005,04,OH,3
2836,2005,05,OH,3
2837,2005,06,OH,3
2838,2005,07,OH,3
2839,2005,08,OH,3
2840,2005,09,OH,3
2841,2005,10,OH,3
2842,2005,11,OH,4
2843,2005,12,OH,6
2844,2006,01,OH,5
2845,2006,02,OH,3
2846,2006,03,OH,5
2847,2006,04,OH,4
2848,2006,05,OH,4
2849,2006,06,OH,3
2850,2006,07,OH,3
2851,2006,08,OH,3
2852,2006,09,OH,2
2853,2006,10,OH,3
2854,2006,11,OH,3
2855,2006,12,OH,4
2856,2007,01,OH,6
2857,2007,02,OH,5
2858,2007,03,OH,5
2859,2007,04,OH,5
2860,2007,05,OH,4
2861,2007,06,OH,3
2862,2007,07,OH,3
2863,2007,08,OH,4
2864,2007,09,OH,3
2865,2007,10,OH,3
2866,2007,11,OH,3
2867,2007,12,OH,4
2868,2008,01,OH,5
2869,2008,02,OH,5
2870,2008,03,OH,5
2871,2008,04,OH,4
2872,2008,05,OH,3
2873,2008,06,OH,3
2874,2008,07,OH,3
2875,2008,08,OH,3
2876,2008,09,OH,4
2877,2008,10,OH,3
2878,2008,11,OH,3
2879,2008,12,OH,5
2880,2009,01,OH,6
2881,2009,02,OH,5
2882,2009,03,OH,5
2883,2009,04,OH,4
2884,2009,05,OH,3
2885,2009,06,OH,2
2886,2009,07,OH,2
2887,2009,08,OH,2
2888,2009,09,OH,2
2889,2009,10,OH,2
2890,2009,11,OH,2
2891,2009,12,OH,4
2892,2010,01,OH,4
2893,2010,02,OH,4
2894,2010,03,OH,4
2895,2010,04,OH,3
2896,2010,05,OH,3
2897,2010,06,OH,2
2898,2010,07,OH,2
2899,2010,08,OH,2
2900,2010,09,OH,2
2901,2010,10,OH,2
2902,2010,11,OH,3
2903,2010,12,OH,5
2904,2011,01,OH,3
2905,2011,02,OH,4
2906,2011,03,OH,4
2907,2011,04,OH,3
2908,2011,05,OH,2
2909,2011,06,OH,2
2910,2011,07,OH,3
2911,2011,08,OH,2
2912,2011,09,OH,2
2913,2011,10,OH,2
2914,2011,11,OH,3
2915,2011,12,OH,4
2916,2012,01,OH,4
2917,2012,02,OH,4
2918,2012,03,OH,3
2919,2012,04,OH,2
2920,2012,05,OH,2
2921,2012,06,OH,2
2922,2012,07,OH,2
2923,2012,08,OH,3
2924,2012,09,OH,3
2925,2012,10,OH,2
2926,2012,11,OH,3
2927,2012,12,OH,4
2928,2013,01,OH,5
2929,2013,02,OH,5
2930,2013,03,OH,5
2931,2013,04,OH,4
2932,2013,05,OH,3
2933,2013,06,OH,3
2934,2013,07,OH,3
2935,2013,08,OH,3
2936,2013,09,OH,3
2937,2013,10,OH,3
2938,2013,11,OH,3
2939,2013,12,OH,5
2940,2014,01,OH,5
2941,2014,02,OH,5
2942,2014,03,OH,5
2943,2014,04,OH,4
2944,2014,05,OH,3
2945,2014,06,OH,3
2946,2014,07,OH,3
2947,2014,08,OH,3
2948,2014,09,OH,2
2949,2014,10,OH,2
2950,2014,11,OH,3
2951,2014,12,OH,4
2952,2015,01,OH,5
2953,2015,02,OH,5
2954,2015,03,OH,4
2955,2015,04,OH,4
2956,2015,05,OH,3
2957,2015,06,OH,3
2958,2015,07,OH,2
2959,2015,08,OH,3
2960,2015,09,OH,3
2961,2015,10,OH,2
2962,2015,11,OH,3
2963,2015,12,OH,4
2964,2016,01,OH,5
2965,2016,02,OH,5
2966,2016,03,OH,4
2967,2016,04,OH,4
2968,2016,05,OH,3
2969,2016,06,OH,3
2970,2016,07,OH,3
2971,2016,08,OH,3
2972,2016,09,OH,2
2973,2016,10,OH,2
2974,2016,11,OH,3
2975,2016,12,OH,4
2976,2017,01,OH,5
2977,2017,02,OH,4
2978,2017,03,OH,4
2979,2017,04,OH,4
2980,2017,05,OH,3
2981,2017,06,OH,3
2982,2017,07,OH,3
2983,2017,08,OH,3
2984,2017,09,OH,2
2985,2017,10,OH,2
2986,2017,11,OH,2
2987,2017,12,OH,4
2988,2018,01,OH,5
2989,2018,02,OH,4
2990,2018,03,OH,4
2991,2018,04,OH,3
2992,2018,05,OH,3
2993,2018,06,OH,3
2994,2018,07,OH,2
2995,2018,08,OH,2
2996,2018,09,OH,2
2997,2018,10,OH,2
2998,2018,11,OH,2
2999,2018,12,OH,3
3000,2019,01,OH,5
3001,2019,02,OH,4
3002,2019,03,OH,4
3003,2019,04,OH,3
3004,2019,05,OH,3
3005,2019,06,OH,2
3006,2019,07,OH,2
3007,2019,08,OH,2
3008,2019,09,OH,2
3009,2019,10,OH,2
3010,2019,11,OH,3
3011,2019,12,OH,4
3012,2020,01,OH,4
3013,2020,02,OH,3
3014,2020,03,OH,4
3015,2020,04,OH,3
3016,2001,01,WI,--
3017,2001,02,WI,--
3018,2001,03,WI,--
3019,2001,04,WI,--
3020,2001,05,WI,--
3021,2001,06,WI,--
3022,2001,07,WI,--
3023,2001,08,WI,--
3024,2001,09,WI,--
3025,2001,10,WI,--
3026,2001,11,WI,--
3027,2001,12,WI,--
3028,2002,01,WI,--
3029,2002,02,WI,--
3030,2002,03,WI,--
3031,2002,04,WI,--
3032,2002,05,WI,--
3033,2002,06,WI,--
3034,2002,07,WI,--
3035,2002,08,WI,--
3036,2002,09,WI,--
3037,2002,10,WI,--
3038,2002,11,WI,--
3039,2002,12,WI,--
3040,2003,01,WI,0
3041,2003,02,WI,0
3042,2003,03,WI,0
3043,2003,04,WI,0
3044,2003,05,WI,0
3045,2003,06,WI,0
3046,2003,07,WI,0
3047,2003,08,WI,0
3048,2003,09,WI,0
3049,2003,10,WI,0
3050,2003,11,WI,0
3051,2003,12,WI,0
3052,2004,01,WI,0
3053,2004,02,WI,0
3054,2004,03,WI,0
3055,2004,04,WI,0
3056,2004,05,WI,0
3057,2004,06,WI,0
3058,2004,07,WI,0
3059,2004,08,WI,0
3060,2004,09,WI,0
3061,2004,10,WI,0
3062,2004,11,WI,0
3063,2004,12,WI,0
3064,2005,01,WI,0
3065,2005,02,WI,0
3066,2005,03,WI,0
3067,2005,04,WI,0
3068,2005,05,WI,0
3069,2005,06,WI,0
3070,2005,07,WI,0
3071,2005,08,WI,0
3072,2005,09,WI,0
3073,2005,10,WI,0
3074,2005,11,WI,0
3075,2005,12,WI,0
3076,2006,01,WI,0
3077,2006,02,WI,0
3078,2006,03,WI,0
3079,2006,04,WI,0
3080,2006,05,WI,0
3081,2006,06,WI,0
3082,2006,07,WI,0
3083,2006,08,WI,0
3084,2006,09,WI,0
3085,2006,10,WI,0
3086,2006,11,WI,0
3087,2006,12,WI,0
3088,2007,01,WI,0
3089,2007,02,WI,0
3090,2007,03,WI,0
3091,2007,04,WI,0
3092,2007,05,WI,0
3093,2007,06,WI,0
3094,2007,07,WI,0
3095,2007,08,WI,0
3096,2007,09,WI,0
3097,2007,10,WI,0
3098,2007,11,WI,0
3099,2007,12,WI,0
3100,2008,01,WI,0
3101,2008,02,WI,0
3102,2008,03,WI,0
3103,2008,04,WI,0
3104,2008,05,WI,0
3105,2008,06,WI,0
3106,2008,07,WI,0
3107,2008,08,WI,0
3108,2008,09,WI,0
3109,2008,10,WI,0
3110,2008,11,WI,0
3111,2008,12,WI,0
3112,2009,01,WI,0
3113,2009,02,WI,0
3114,2009,03,WI,0
3115,2009,04,WI,0
3116,2009,05,WI,0
3117,2009,06,WI,0
3118,2009,07,WI,0
3119,2009,08,WI,0
3120,2009,09,WI,0
3121,2009,10,WI,0
3122,2009,11,WI,0
3123,2009,12,WI,0
3124,2010,01,WI,0
3125,2010,02,WI,0
3126,2010,03,WI,0
3127,2010,04,WI,0
3128,2010,05,WI,0
3129,2010,06,WI,0
3130,2010,07,WI,0
3131,2010,08,WI,0
3132,2010,09,WI,0
3133,2010,10,WI,0
3134,2010,11,WI,0
3135,2010,12,WI,0
3136,2011,01,WI,0
3137,2011,02,WI,0
3138,2011,03,WI,0
3139,2011,04,WI,0
3140,2011,05,WI,0
3141,2011,06,WI,0
3142,2011,07,WI,0
3143,2011,08,WI,0
3144,2011,09,WI,0
3145,2011,10,WI,0
3146,2011,11,WI,0
3147,2011,12,WI,0
3148,2012,01,WI,0
3149,2012,02,WI,0
3150,2012,03,WI,0
3151,2012,04,WI,0
3152,2012,05,WI,0
3153,2012,06,WI,0
3154,2012,07,WI,0
3155,2012,08,WI,0
3156,2012,09,WI,0
3157,2012,10,WI,0
3158,2012,11,WI,0
3159,2012,12,WI,0
3160,2013,01,WI,0
3161,2013,02,WI,0
3162,2013,03,WI,0
3163,2013,04,WI,0
3164,2013,05,WI,0
3165,2013,06,WI,0
3166,2013,07,WI,0
3167,2013,08,WI,0
3168,2013,09,WI,0
3169,2013,10,WI,0
3170,2013,11,WI,0
3171,2013,12,WI,0
3172,2014,01,WI,0
3173,2014,02,WI,0
3174,2014,03,WI,0
3175,2014,04,WI,0
3176,2014,05,WI,0
3177,2014,06,WI,0
3178,2014,07,WI,0
3179,2014,08,WI,0
3180,2014,09,WI,0
3181,2014,10,WI,0
3182,2014,11,WI,0
3183,2014,12,WI,0
3184,2015,01,WI,0
3185,2015,02,WI,0
3186,2015,03,WI,0
3187,2015,04,WI,0
3188,2015,05,WI,0
3189,2015,06,WI,0
3190,2015,07,WI,0
3191,2015,08,WI,0
3192,2015,09,WI,0
3193,2015,10,WI,0
3194,2015,11,WI,0
3195,2015,12,WI,0
3196,2016,01,WI,0
3197,2016,02,WI,0
3198,2016,03,WI,0
3199,2016,04,WI,0
3200,2016,05,WI,0
3201,2016,06,WI,0
3202,2016,07,WI,0
3203,2016,08,WI,0
3204,2016,09,WI,0
3205,2016,10,WI,0
3206,2016,11,WI,0
3207,2016,12,WI,0
3208,2017,01,WI,0
3209,2017,02,WI,0
3210,2017,03,WI,0
3211,2017,04,WI,0
3212,2017,05,WI,0
3213,2017,06,WI,0
3214,2017,07,WI,0
3215,2017,08,WI,0
3216,2017,09,WI,0
3217,2017,10,WI,0
3218,2017,11,WI,0
3219,2017,12,WI,0
3220,2018,01,WI,0
3221,2018,02,WI,0
3222,2018,03,WI,0
3223,2018,04,WI,0
3224,2018,05,WI,0
3225,2018,06,WI,0
3226,2018,07,WI,0
3227,2018,08,WI,0
3228,2018,09,WI,0
3229,2018,10,WI,0
3230,2018,11,WI,0
3231,2018,12,WI,0
3232,2019,01,WI,0
3233,2019,02,WI,0
3234,2019,03,WI,0
3235,2019,04,WI,0
3236,2019,05,WI,0
3237,2019,06,WI,0
3238,2019,07,WI,0
3239,2019,08,WI,0
3240,2019,09,WI,0
3241,2019,10,WI,0
3242,2019,11,WI,0
3243,2019,12,WI,0
3244,2020,01,WI,0
3245,2020,02,WI,0
3246,2020,03,WI,0
3247,2020,04,WI,0
3248,2001,01,IA,--
3249,2001,02,IA,--
3250,2001,03,IA,--
3251,2001,04,IA,--
3252,2001,05,IA,--
3253,2001,06,IA,--
3254,2001,07,IA,--
3255,2001,08,IA,--
3256,2001,09,IA,--
3257,2001,10,IA,--
3258,2001,11,IA,--
3259,2001,12,IA,--
3260,2002,01,IA,--
3261,2002,02,IA,--
3262,2002,03,IA,--
3263,2002,04,IA,--
3264,2002,05,IA,--
3265,2002,06,IA,--
3266,2002,07,IA,--
3267,2002,08,IA,--
3268,2002,09,IA,--
3269,2002,10,IA,--
3270,2002,11,IA,--
3271,2002,12,IA,--
3272,2003,01,IA,0
3273,2003,02,IA,0
3274,2003,03,IA,0
3275,2003,04,IA,0
3276,2003,05,IA,0
3277,2003,06,IA,0
3278,2003,07,IA,0
3279,2003,08,IA,0
3280,2003,09,IA,0
3281,2003,10,IA,0
3282,2003,11,IA,0
3283,2003,12,IA,0
3284,2004,01,IA,0
3285,2004,02,IA,0
3286,2004,03,IA,0
3287,2004,04,IA,0
3288,2004,05,IA,0
3289,2004,06,IA,0
3290,2004,07,IA,0
3291,2004,08,IA,0
3292,2004,09,IA,0
3293,2004,10,IA,0
3294,2004,11,IA,0
3295,2004,12,IA,0
3296,2005,01,IA,0
3297,2005,02,IA,0
3298,2005,03,IA,0
3299,2005,04,IA,0
3300,2005,05,IA,0
3301,2005,06,IA,0
3302,2005,07,IA,0
3303,2005,08,IA,0
3304,2005,09,IA,0
3305,2005,10,IA,0
3306,2005,11,IA,0
3307,2005,12,IA,0
3308,2006,01,IA,0
3309,2006,02,IA,0
3310,2006,03,IA,0
3311,2006,04,IA,0
3312,2006,05,IA,0
3313,2006,06,IA,0
3314,2006,07,IA,0
3315,2006,08,IA,0
3316,2006,09,IA,0
3317,2006,10,IA,0
3318,2006,11,IA,0
3319,2006,12,IA,0
3320,2007,01,IA,0
3321,2007,02,IA,0
3322,2007,03,IA,0
3323,2007,04,IA,0
3324,2007,05,IA,0
3325,2007,06,IA,0
3326,2007,07,IA,0
3327,2007,08,IA,0
3328,2007,09,IA,0
3329,2007,10,IA,0
3330,2007,11,IA,0
3331,2007,12,IA,0
3332,2008,01,IA,0
3333,2008,02,IA,0
3334,2008,03,IA,0
3335,2008,04,IA,0
3336,2008,05,IA,0
3337,2008,06,IA,0
3338,2008,07,IA,0
3339,2008,08,IA,0
3340,2008,09,IA,0
3341,2008,10,IA,0
3342,2008,11,IA,0
3343,2008,12,IA,0
3344,2009,01,IA,0
3345,2009,02,IA,0
3346,2009,03,IA,0
3347,2009,04,IA,0
3348,2009,05,IA,0
3349,2009,06,IA,0
3350,2009,07,IA,0
3351,2009,08,IA,0
3352,2009,09,IA,0
3353,2009,10,IA,0
3354,2009,11,IA,0
3355,2009,12,IA,0
3356,2010,01,IA,0
3357,2010,02,IA,0
3358,2010,03,IA,0
3359,2010,04,IA,0
3360,2010,05,IA,0
3361,2010,06,IA,0
3362,2010,07,IA,0
3363,2010,08,IA,0
3364,2010,09,IA,0
3365,2010,10,IA,0
3366,2010,11,IA,0
3367,2010,12,IA,0
3368,2011,01,IA,0
3369,2011,02,IA,0
3370,2011,03,IA,0
3371,2011,04,IA,0
3372,2011,05,IA,0
3373,2011,06,IA,0
3374,2011,07,IA,0
3375,2011,08,IA,0
3376,2011,09,IA,0
3377,2011,10,IA,0
3378,2011,11,IA,0
3379,2011,12,IA,0
3380,2012,01,IA,0
3381,2012,02,IA,0
3382,2012,03,IA,0
3383,2012,04,IA,0
3384,2012,05,IA,0
3385,2012,06,IA,0
3386,2012,07,IA,0
3387,2012,08,IA,0
3388,2012,09,IA,0
3389,2012,10,IA,0
3390,2012,11,IA,0
3391,2012,12,IA,0
3392,2013,01,IA,0
3393,2013,02,IA,0
3394,2013,03,IA,0
3395,2013,04,IA,0
3396,2013,05,IA,0
3397,2013,06,IA,0
3398,2013,07,IA,0
3399,2013,08,IA,0
3400,2013,09,IA,0
3401,2013,10,IA,0
3402,2013,11,IA,0
3403,2013,12,IA,0
3404,2014,01,IA,0
3405,2014,02,IA,0
3406,2014,03,IA,0
3407,2014,04,IA,0
3408,2014,05,IA,0
3409,2014,06,IA,0
3410,2014,07,IA,0
3411,2014,08,IA,0
3412,2014,09,IA,0
3413,2014,10,IA,0
3414,2014,11,IA,0
3415,2014,12,IA,0
3416,2015,01,IA,0
3417,2015,02,IA,0
3418,2015,03,IA,0
3419,2015,04,IA,0
3420,2015,05,IA,0
3421,2015,06,IA,0
3422,2015,07,IA,0
3423,2015,08,IA,0
3424,2015,09,IA,0
3425,2015,10,IA,0
3426,2015,11,IA,0
3427,2015,12,IA,0
3428,2016,01,IA,0
3429,2016,02,IA,0
3430,2016,03,IA,0
3431,2016,04,IA,0
3432,2016,05,IA,0
3433,2016,06,IA,0
3434,2016,07,IA,0
3435,2016,08,IA,0
3436,2016,09,IA,0
3437,2016,10,IA,0
3438,2016,11,IA,0
3439,2016,12,IA,0
3440,2017,01,IA,0
3441,2017,02,IA,0
3442,2017,03,IA,0
3443,2017,04,IA,0
3444,2017,05,IA,0
3445,2017,06,IA,0
3446,2017,07,IA,0
3447,2017,08,IA,0
3448,2017,09,IA,0
3449,2017,10,IA,0
3450,2017,11,IA,0
3451,2017,12,IA,0
3452,2018,01,IA,0
3453,2018,02,IA,0
3454,2018,03,IA,0
3455,2018,04,IA,0
3456,2018,05,IA,0
3457,2018,06,IA,0
3458,2018,07,IA,0
3459,2018,08,IA,0
3460,2018,09,IA,0
3461,2018,10,IA,0
3462,2018,11,IA,0
3463,2018,12,IA,0
3464,2019,01,IA,0
3465,2019,02,IA,0
3466,2019,03,IA,0
3467,2019,04,IA,0
3468,2019,05,IA,0
3469,2019,06,IA,0
3470,2019,07,IA,0
3471,2019,08,IA,0
3472,2019,09,IA,0
3473,2019,10,IA,0
3474,2019,11,IA,0
3475,2019,12,IA,0
3476,2020,01,IA,0
3477,2020,02,IA,0
3478,2020,03,IA,0
3479,2020,04,IA,0
3480,2001,01,KS,--
3481,2001,02,KS,--
3482,2001,03,KS,--
3483,2001,04,KS,--
3484,2001,05,KS,--
3485,2001,06,KS,--
3486,2001,07,KS,--
3487,2001,08,KS,--
3488,2001,09,KS,--
3489,2001,10,KS,--
3490,2001,11,KS,--
3491,2001,12,KS,--
3492,2002,01,KS,--
3493,2002,02,KS,--
3494,2002,03,KS,--
3495,2002,04,KS,--
3496,2002,05,KS,--
3497,2002,06,KS,--
3498,2002,07,KS,--
3499,2002,08,KS,--
3500,2002,09,KS,--
3501,2002,10,KS,--
3502,2002,11,KS,--
3503,2002,12,KS,--
3504,2003,01,KS,0
3505,2003,02,KS,0
3506,2003,03,KS,0
3507,2003,04,KS,0
3508,2003,05,KS,0
3509,2003,06,KS,0
3510,2003,07,KS,0
3511,2003,08,KS,0
3512,2003,09,KS,0
3513,2003,10,KS,0
3514,2003,11,KS,0
3515,2003,12,KS,0
3516,2004,01,KS,0
3517,2004,02,KS,0
3518,2004,03,KS,0
3519,2004,04,KS,0
3520,2004,05,KS,0
3521,2004,06,KS,0
3522,2004,07,KS,0
3523,2004,08,KS,0
3524,2004,09,KS,0
3525,2004,10,KS,0
3526,2004,11,KS,0
3527,2004,12,KS,0
3528,2005,01,KS,0
3529,2005,02,KS,0
3530,2005,03,KS,0
3531,2005,04,KS,0
3532,2005,05,KS,0
3533,2005,06,KS,0
3534,2005,07,KS,0
3535,2005,08,KS,0
3536,2005,09,KS,0
3537,2005,10,KS,0
3538,2005,11,KS,0
3539,2005,12,KS,0
3540,2006,01,KS,0
3541,2006,02,KS,0
3542,2006,03,KS,0
3543,2006,04,KS,0
3544,2006,05,KS,0
3545,2006,06,KS,0
3546,2006,07,KS,0
3547,2006,08,KS,0
3548,2006,09,KS,0
3549,2006,10,KS,0
3550,2006,11,KS,0
3551,2006,12,KS,0
3552,2007,01,KS,0
3553,2007,02,KS,0
3554,2007,03,KS,0
3555,2007,04,KS,0
3556,2007,05,KS,0
3557,2007,06,KS,0
3558,2007,07,KS,0
3559,2007,08,KS,0
3560,2007,09,KS,0
3561,2007,10,KS,0
3562,2007,11,KS,0
3563,2007,12,KS,0
3564,2008,01,KS,0
3565,2008,02,KS,0
3566,2008,03,KS,0
3567,2008,04,KS,0
3568,2008,05,KS,0
3569,2008,06,KS,0
3570,2008,07,KS,0
3571,2008,08,KS,0
3572,2008,09,KS,0
3573,2008,10,KS,0
3574,2008,11,KS,0
3575,2008,12,KS,0
3576,2009,01,KS,0
3577,2009,02,KS,0
3578,2009,03,KS,0
3579,2009,04,KS,0
3580,2009,05,KS,0
3581,2009,06,KS,0
3582,2009,07,KS,0
3583,2009,08,KS,0
3584,2009,09,KS,0
3585,2009,10,KS,0
3586,2009,11,KS,0
3587,2009,12,KS,0
3588,2010,01,KS,0
3589,2010,02,KS,0
3590,2010,03,KS,0
3591,2010,04,KS,0
3592,2010,05,KS,0
3593,2010,06,KS,0
3594,2010,07,KS,0
3595,2010,08,KS,0
3596,2010,09,KS,0
3597,2010,10,KS,0
3598,2010,11,KS,0
3599,2010,12,KS,0
3600,2011,01,KS,0
3601,2011,02,KS,0
3602,2011,03,KS,0
3603,2011,04,KS,0
3604,2011,05,KS,0
3605,2011,06,KS,0
3606,2011,07,KS,0
3607,2011,08,KS,0
3608,2011,09,KS,0
3609,2011,10,KS,0
3610,2011,11,KS,0
3611,2011,12,KS,0
3612,2012,01,KS,0
3613,2012,02,KS,0
3614,2012,03,KS,0
3615,2012,04,KS,0
3616,2012,05,KS,0
3617,2012,06,KS,0
3618,2012,07,KS,0
3619,2012,08,KS,0
3620,2012,09,KS,0
3621,2012,10,KS,0
3622,2012,11,KS,0
3623,2012,12,KS,0
3624,2013,01,KS,0
3625,2013,02,KS,0
3626,2013,03,KS,0
3627,2013,04,KS,0
3628,2013,05,KS,0
3629,2013,06,KS,0
3630,2013,07,KS,0
3631,2013,08,KS,0
3632,2013,09,KS,0
3633,2013,10,KS,0
3634,2013,11,KS,0
3635,2013,12,KS,0
3636,2014,01,KS,0
3637,2014,02,KS,0
3638,2014,03,KS,0
3639,2014,04,KS,0
3640,2014,05,KS,0
3641,2014,06,KS,0
3642,2014,07,KS,0
3643,2014,08,KS,0
3644,2014,09,KS,0
3645,2014,10,KS,0
3646,2014,11,KS,0
3647,2014,12,KS,0
3648,2015,01,KS,0
3649,2015,02,KS,0
3650,2015,03,KS,0
3651,2015,04,KS,0
3652,2015,05,KS,0
3653,2015,06,KS,0
3654,2015,07,KS,0
3655,2015,08,KS,0
3656,2015,09,KS,0
3657,2015,10,KS,0
3658,2015,11,KS,0
3659,2015,12,KS,0
3660,2016,01,KS,0
3661,2016,02,KS,0
3662,2016,03,KS,0
3663,2016,04,KS,0
3664,2016,05,KS,0
3665,2016,06,KS,0
3666,2016,07,KS,0
3667,2016,08,KS,0
3668,2016,09,KS,0
3669,2016,10,KS,0
3670,2016,11,KS,0
3671,2016,12,KS,0
3672,2017,01,KS,0
3673,2017,02,KS,0
3674,2017,03,KS,0
3675,2017,04,KS,0
3676,2017,05,KS,0
3677,2017,06,KS,0
3678,2017,07,KS,0
3679,2017,08,KS,0
3680,2017,09,KS,0
3681,2017,10,KS,0
3682,2017,11,KS,0
3683,2017,12,KS,0
3684,2018,01,KS,0
3685,2018,02,KS,0
3686,2018,03,KS,0
3687,2018,04,KS,0
3688,2018,05,KS,0
3689,2018,06,KS,0
3690,2018,07,KS,0
3691,2018,08,KS,0
3692,2018,09,KS,0
3693,2018,10,KS,0
3694,2018,11,KS,0
3695,2018,12,KS,0
3696,2019,01,KS,0
3697,2019,02,KS,0
3698,2019,03,KS,0
3699,2019,04,KS,0
3700,2019,05,KS,0
3701,2019,06,KS,0
3702,2019,07,KS,0
3703,2019,08,KS,0
3704,2019,09,KS,0
3705,2019,10,KS,0
3706,2019,11,KS,0
3707,2019,12,KS,0
3708,2020,01,KS,0
3709,2020,02,KS,0
3710,2020,03,KS,0
3711,2020,04,KS,0
3712,2001,01,MN,--
3713,2001,02,MN,--
3714,2001,03,MN,--
3715,2001,04,MN,--
3716,2001,05,MN,--
3717,2001,06,MN,--
3718,2001,07,MN,--
3719,2001,08,MN,--
3720,2001,09,MN,--
3721,2001,10,MN,--
3722,2001,11,MN,--
3723,2001,12,MN,--
3724,2002,01,MN,--
3725,2002,02,MN,--
3726,2002,03,MN,--
3727,2002,04,MN,--
3728,2002,05,MN,--
3729,2002,06,MN,--
3730,2002,07,MN,--
3731,2002,08,MN,--
3732,2002,09,MN,--
3733,2002,10,MN,--
3734,2002,11,MN,--
3735,2002,12,MN,--
3736,2003,01,MN,0
3737,2003,02,MN,0
3738,2003,03,MN,0
3739,2003,04,MN,0
3740,2003,05,MN,0
3741,2003,06,MN,0
3742,2003,07,MN,0
3743,2003,08,MN,0
3744,2003,09,MN,0
3745,2003,10,MN,0
3746,2003,11,MN,0
3747,2003,12,MN,0
3748,2004,01,MN,1
3749,2004,02,MN,1
3750,2004,03,MN,1
3751,2004,04,MN,1
3752,2004,05,MN,0
3753,2004,06,MN,1
3754,2004,07,MN,1
3755,2004,08,MN,1
3756,2004,09,MN,1
3757,2004,10,MN,1
3758,2004,11,MN,1
3759,2004,12,MN,2
3760,2005,01,MN,2
3761,2005,02,MN,2
3762,2005,03,MN,2
3763,2005,04,MN,3
3764,2005,05,MN,2
3765,2005,06,MN,2
3766,2005,07,MN,2
3767,2005,08,MN,2
3768,2005,09,MN,2
3769,2005,10,MN,2
3770,2005,11,MN,2
3771,2005,12,MN,2
3772,2006,01,MN,2
3773,2006,02,MN,2
3774,2006,03,MN,2
3775,2006,04,MN,2
3776,2006,05,MN,2
3777,2006,06,MN,2
3778,2006,07,MN,2
3779,2006,08,MN,2
3780,2006,09,MN,2
3781,2006,10,MN,2
3782,2006,11,MN,2
3783,2006,12,MN,2
3784,2007,01,MN,2
3785,2007,02,MN,2
3786,2007,03,MN,2
3787,2007,04,MN,2
3788,2007,05,MN,2
3789,2007,06,MN,2
3790,2007,07,MN,2
3791,2007,08,MN,2
3792,2007,09,MN,2
3793,2007,10,MN,2
3794,2007,11,MN,2
3795,2007,12,MN,2
3796,2008,01,MN,2
3797,2008,02,MN,2
3798,2008,03,MN,2
3799,2008,04,MN,2
3800,2008,05,MN,2
3801,2008,06,MN,2
3802,2008,07,MN,2
3803,2008,08,MN,2
3804,2008,09,MN,2
3805,2008,10,MN,2
3806,2008,11,MN,2
3807,2008,12,MN,2
3808,2009,01,MN,2
3809,2009,02,MN,2
3810,2009,03,MN,2
3811,2009,04,MN,2
3812,2009,05,MN,2
3813,2009,06,MN,2
3814,2009,07,MN,2
3815,2009,08,MN,2
