YEAR,MONTH,STATE,Coal,Geothermal,Hydroelectric Conventional,Natural Gas,Nuclear,Other,Other Biomass,Other Gases,Petroleum,Pumped Storage,Solar Thermal and Photovoltaic,Total,Wind,Wood and Wood Derived Fuels,Country
2001,12,VT,0,0,65737,280,357010,0,0,0,611,0,0,450831,1249,25944,US
2001,12,WA,914965,0,5725815,531577,842069,5364,11396,0,5721,0,0,8108105,0,71198,US
2001,12,WI,3203683,0,205835,160395,1042976,14169,40277,0,37122,0,0,4781233,9660,67116,US
2001,12,WV,6217678,0,62038,12569,0,0,0,4323,27372,0,0,6323989,0,9,US
2001,12,WY,3654715,0,40725,53864,0,8270,0,725,3634,0,0,3815657,53724,0,US
2002,1,AK,51623,0,118944,366390,0,0,999,0,108569,0,0,646618,0,93,US
2002,1,AL,5560828,0,947959,1295627,2949643,494,1622,10241,61362,0,0,11220297,0,392521,US
2002,1,AR,2275418,0,230870,176172,1334355,9541,288,0,26872,0,0,4225011,0,171495,US
2002,1,AZ,3282788,0,687079,801752,2844319,4666,6063,0,6197,5821,37,7638722,0,0,US
2002,1,CA,203422,1147970,2515525,6687453,3246889,34221,157510,103435,150303,-162147,11283,14591101,131448,363788,US
2002,1,CO,3238541,0,105925,662809,0,0,2528,84,1092,-27855,0,3999204,16080,0,US
2002,1,CT,329620,0,31623,578560,1477462,66881,66637,0,282357,-1549,0,2831592,0,0,US
2002,1,DC,0,0,0,0,0,0,0,0,-1033,0,0,-1033,0,0,US
2002,1,DE,143346,0,0,70586,0,0,0,14904,45968,0,0,274804,0,0,US
2002,1,FL,5757263,0,13119,4041208,2963979,254176,210789,942,2002874,0,0,15377701,0,133350,US
2002,1,GA,6198005,0,219841,164275,2862987,4504,18599,0,134439,-41549,0,9890148,0,329047,US
2002,1,HI,133964,16514,9492,0,0,13018,18508,4835,744030,0,0,940438,78,0,US
2002,1,IA,3011790,0,71666,45393,419086,0,7851,0,3466,0,0,3642794,83542,0,US
2002,1,ID,6113,0,552081,25772,0,9946,0,0,18,0,0,629292,0,35362,US
2002,1,IL,6888208,0,10630,290795,7267814,62,53493,17867,35207,0,0,14564077,0,0,US
2002,1,IN,10307958,0,45668,215478,0,1118,7752,237390,58590,0,0,10873953,0,0,US
2002,1,KS,3089626,0,1244,69721,888357,0,0,0,54317,0,0,4148814,45549,0,US
2002,1,KY,7602120,0,253903,43473,0,0,0,0,221363,0,0,8152119,0,31260,US
2002,1,LA,2040871,0,53983,3457683,1569309,22768,5762,55034,165252,0,0,7608765,0,238103,US
2002,1,MA,975297,0,50957,1274581,497784,66601,99145,0,486501,-59730,0,3401455,0,10319,US
2002,1,MD,2134725,0,67407,57991,1288202,20262,26883,41576,95123,0,0,3746199,0,14030,US
2002,1,ME,56678,0,147413,1236198,0,34324,24814,10,55157,0,0,1892270,0,337676,US
2002,1,MI,5624501,0,133651,1203625,2090657,22070,67601,593,54030,-86967,0,9241035,32,131242,US
2002,1,MN,3007195,0,55022,95536,1151989,24701,38459,0,52096,0,0,4583320,98432,59890,US
2002,1,MO,5694372,0,53614,231209,847236,4925,743,0,50061,-10103,0,6872057,0,0,US
2002,1,MS,709826,0,0,1412584,942615,0,0,2149,1023,0,0,3176287,0,108090,US
2002,1,MT,1100196,0,692014,788,0,0,0,2311,55701,0,0,1856548,0,5538,US
2002,1,NC,6005240,0,265854,101253,3550941,22016,8823,100,89460,14571,0,10220468,0,162211,US
2002,1,ND,2688816,0,109521,934,0,0,178,6468,1907,0,0,2807824,0,0,US
2002,1,NE,1747074,0,58051,19924,855033,0,1333,0,1440,0,0,2683648,793,0,US
2002,1,NH,379907,0,65279,6692,861532,5389,10317,0,15845,0,0,1410679,0,65718,US
2002,1,NJ,724562,0,989,1358764,2769083,39391,68689,7312,22065,-11133,0,4979722,0,0,US
2002,1,NM,2152215,0,16953,185479,0,0,1149,0,3487,0,0,2359283,0,0,US
2002,1,NV,1536573,103493,110156,1006747,0,0,0,0,3510,0,0,2760479,0,0,US
2002,1,NY,1912183,0,2051382,2815867,3767912,62918,103852,0,855588,-65803,0,11538292,4735,29657,US
2002,1,OH,11093910,0,54904,11028,1582528,1885,1594,14295,36890,0,0,12807080,0,10046,US
2002,1,OK,3306330,0,93130,1251135,0,0,0,5232,3776,-3000,0,4671927,0,15324,US
2002,1,OR,397723,0,3337380,937111,0,2870,3655,0,655,0,0,4767839,37164,51281,US
2002,1,PA,10162189,0,124491,221497,6840787,52824,92617,35697,97404,-53812,0,17633157,8846,50617,US
2002,1,RI,0,0,387,673164,0,57115,8863,0,5386,0,0,744915,0,0,US
2002,1,SC,2886308,0,106359,410225,4928094,0,1239,74,17719,-51750,0,8407130,0,108862,US
2002,1,SD,333679,0,224642,149,0,0,0,0,113,0,0,558978,395,0,US
2002,1,TN,4981929,0,718615,23290,2580152,780,3613,971,29953,-50107,0,8350627,534,60897,US
2002,1,TX,12124303,0,89165,13859883,3554890,85141,17466,320540,113186,0,0,30513579,287160,61845,US
2002,1,US-TOTAL,164358018,1287483,21794932,48412832,70925863,987848,1233475,922715,6690371,-750105,11320,319941476,811402,3255322,US
2002,1,UT,3235773,19506,35649,58553,0,477,606,0,3521,0,0,3354085,0,0,US
2002,1,VA,3261488,0,65153,269185,2611853,35047,50512,0,358317,-144992,0,6599320,0,92757,US
2002,1,VT,0,0,73796,390,392352,0,0,0,863,0,0,489489,1504,20584,US
2002,1,WA,935516,0,6837520,491659,842886,5397,15061,25229,14883,0,0,9318444,48165,102127,US
2002,1,WI,3198940,0,169454,134784,1145137,13347,27809,0,36622,0,0,4792757,5115,61549,US
2002,1,WV,8164069,0,82019,14732,0,1531,52,15426,23171,0,0,8301043,0,43,US
2002,1,WY,3704998,0,34452,54729,0,7440,0,0,3673,0,0,3847121,41829,0,US
2002,2,AK,44698,0,111686,296649,0,0,843,0,96178,0,0,550132,0,78,US
2002,2,AL,4697078,0,785904,1168864,2665286,337,1439,8776,29249,0,0,9697976,0,341043,US
2002,2,AR,1801947,0,373704,217127,1209239,10450,389,0,11293,0,0,3760693,0,136544,US
2002,2,AZ,2672151,0,621267,1032089,2566694,6118,4496,0,5415,3501,44,6911775,0,0,US
2002,2,CA,183984,1010228,1920923,5888042,2868838,31083,143634,79380,121404,-65137,23521,12655472,153450,296121,US
2002,2,CO,2730014,0,84731,534378,0,0,2764,279,2857,-27941,0,3341686,14603,0,US
2002,2,CT,307357,0,19033,543747,1020136,59058,59297,0,188966,0,0,2197595,0,0,US
2002,2,DC,0,0,0,0,0,0,0,0,4729,0,0,4729,0,0,US
2002,2,DE,116342,0,0,117430,0,0,0,51,44145,0,0,277968,0,0,US
2002,2,FL,4889070,0,16059,3413592,2660921,298677,180084,3031,1493534,0,0,13071696,0,116729,US
2002,2,GA,5236221,0,217119,112658,2646530,2597,15060,0,70374,-38073,0,8484993,0,222506,US
2002,2,HI,115001,13415,9388,0,0,11312,20888,3500,667866,0,0,841556,185,0,US
2002,2,IA,2734260,0,66773,36439,389255,0,7012,0,4233,0,0,3340558,102587,0,US
2002,2,ID,5432,0,631732,25084,0,9119,0,0,0,0,0,699663,0,28296,US
2002,2,IL,6349919,0,8749,376503,6835898,12890,44749,16848,7141,0,0,13652698,0,0,US
2002,2,IN,8515817,0,20590,311839,0,1192,8271,229110,34560,0,0,9121380,0,0,US
2002,2,KS,2738420,0,1290,63536,799266,0,0,0,67758,0,0,3717504,47234,0,US
2002,2,KY,6361870,0,434969,63719,0,0,0,0,326245,0,0,7216866,0,30063,US
2002,2,LA,1873110,0,91940,3079178,1416328,17426,5945,40979,131225,0,0,6866890,0,210759,US
2002,2,MA,903764,0,58600,849784,452918,54990,83735,0,649363,-42069,0,3020382,0,9296,US
2002,2,MD,1813176,0,163943,50462,862457,15353,20449,35820,95264,0,0,3104404,0,47480,US
2002,2,ME,56108,0,137991,1122142,0,30300,23762,0,67620,0,0,1723274,0,285352,US
2002,2,MI,4824455,0,122353,1112024,1978840,16450,51996,732,66458,-63832,0,8194884,35,85373,US
2002,2,MN,2857852,0,52797,109498,770008,20863,33127,0,48436,0,0,4046797,103427,50788,US
2002,2,MO,4426344,0,137239,185142,334598,2867,726,0,63750,-10474,0,5140192,0,0,US
2002,2,MS,584709,0,0,1401942,850731,0,0,2695,789,0,0,2941855,0,100989,US
2002,2,MT,1296153,0,614225,807,0,0,0,1682,37494,0,0,1955337,0,4976,US
2002,2,NC,5224876,0,256263,206495,3066418,18248,8450,55,59628,1506,0,8991821,0,149883,US
2002,2,ND,2310269,0,98948,952,0,0,0,6398,2594,0,0,2419160,0,0,US
2002,2,NE,1660882,0,56072,8336,842114,0,1056,0,954,0,0,2570193,779,0,US
2002,2,NH,281760,0,65765,5397,778337,4466,9013,0,10062,0,0,1221621,0,66821,US
2002,2,NJ,604765,0,898,1230526,2628445,39091,66722,6651,14486,-10443,0,4581142,0,0,US
2002,2,NM,1909577,0,20591,234309,0,0,1242,0,1289,0,0,2167008,0,0,US
2002,2,NV,1335876,91003,134942,928254,0,0,0,0,2923,0,0,2492998,0,0,US
2002,2,NY,1555925,0,2046620,2559826,3380273,56970,93520,0,532392,-58014,0,10199392,4814,27066,US
2002,2,OH,9726753,0,53687,54609,1056582,1389,1175,10534,22744,0,0,10936060,0,8588,US
2002,2,OK,2432712,0,204114,1484304,0,0,0,6218,4161,-6137,0,4145021,0,19649,US
2002,2,OR,367608,0,2965055,844119,0,2999,3818,0,61,0,0,4253316,21090,48566,US
2002,2,PA,8715410,0,195442,452627,5531543,54031,91236,42391,106912,-48752,0,15201941,5380,55722,US
2002,2,RI,0,0,301,509293,0,50996,7749,0,4288,0,0,572626,0,0,US
2002,2,SC,2719901,0,96084,252747,4464320,0,1261,139,13566,-54841,0,7597668,0,104491,US
2002,2,SD,282052,0,197586,9891,0,0,0,0,324,0,0,490420,567,0,US
2002,2,TN,4738880,0,707604,21493,2214866,1513,2995,1284,19537,-41659,0,7717884,396,50975,US
2002,2,TX,10717731,0,77019,12552452,3211219,97373,7972,225540,179583,0,0,27337377,194607,73881,US
2002,2,US-TOTAL,143048822,1132195,20191683,44308431,61658274,981440,1086122,759660,5663815,-586188,23565,281825712,713932,2843960,US
2002,2,UT,2713503,17549,31461,56236,0,418,531,0,4180,0,0,2823878,0,0,US
2002,2,VA,2950647,0,54434,133753,2359850,31488,45477,0,281495,-123823,0,5827870,0,94548,US
2002,2,VT,0,0,101053,260,343305,0,0,0,1681,0,0,474955,0,28656,US
2002,2,WA,703266,0,5870514,457675,471815,3450,11010,22896,6025,0,0,7664377,20573,97153,US
2002,2,WI,2811200,0,145912,128627,981244,10130,24164,0,32869,0,0,4191853,6139,51568,US
2002,2,WV,7778864,0,78342,11649,0,1276,67,14671,22489,0,0,7907358,0,0,US
2002,2,WY,3371112,0,29969,51927,0,6518,0,0,3226,0,0,3500818,38066,0,US
2002,3,AK,48946,0,114826,322785,0,0,917,0,98048,0,0,585608,0,85,US
2002,3,AL,4546501,0,775442,1070388,2686971,172,1197,9623,29920,0,0,9429392,0,309179,US
2002,3,AR,1070516,0,340098,227047,1340682,12358,427,0,12804,0,0,3131356,0,127424,US
2002,3,AZ,3116576,0,777410,1087939,2343806,5123,5810,0,6358,3768,44,7346834,0,0,US
2002,3,CA,213429,1117726,2452479,7704101,3227002,33518,174708,115710,162422,-53867,44353,15788658,266987,330090,US
2002,3,CO,2558247,0,96342,810051,0,0,2621,453,4368,-12451,0,3471009,11379,0,US
2002,3,CT,271166,0,24053,643973,850042,71228,72636,8834,299513,-482,0,2240963,0,0,US
2002,3,DC,0,0,0,0,0,0,0,0,11399,0,0,11399,0,0,US
2002,3,DE,274348,0,0,111900,0,0,0,19472,114538,0,0,520258,0,0,US
2002,3,FL,4424003,0,21790,4158759,2853483,336238,205262,905,3006802,0,0,15137384,0,130142,US
2002,3,GA,6889630,0,221289,122125,2082543,2745,14797,0,102703,-44202,0,9634488,0,242858,US
2002,3,HI,126818,11675,9296,0,0,6278,21589,3759,763028,0,0,942555,111,0,US
2002,3,IA,3046915,0,73996,46366,341087,0,6710,0,3863,0,0,3598939,80001,0,US
2002,3,ID,6476,0,645720,53245,0,8209,0,0,0,0,0,754208,0,40558,US
2002,3,IL,6839501,0,11824,545158,7464469,10894,61575,18553,9100,0,0,14961074,0,0,US
2002,3,IN,9396738,0,12862,260180,0,1270,8809,245238,74466,0,0,9999563,0,0,US
2002,3,KS,2502291,0,1284,137067,608945,0,0,0,124793,0,0,3421399,47019,0,US
2002,3,KY,7254514,0,528604,85507,0,0,0,0,286455,0,0,8190387,0,35307,US
2002,3,LA,1719244,0,85666,4027881,1294114,21320,5255,54494,183785,0,0,7600606,0,208847,US
2002,3,MA,857933,0,83538,1250938,492733,66400,99887,0,657337,-45231,0,3473485,0,9950,US
2002,3,MD,2339357,0,160027,59949,645092,19361,25668,37183,208428,0,0,3509129,0,14064,US
2002,3,ME,52471,0,239880,1136712,0,35480,26957,0,77911,0,0,1888201,0,318790,US
2002,3,MI,4933123,0,154219,1276632,2910458,20352,61446,934,78809,-83759,0,9496047,24,143810,US
2002,3,MN,2689385,0,48733,148107,1222684,29011,43271,0,59295,0,0,4344764,57827,46451,US
2002,3,MO,4946056,0,109908,260562,844638,4525,690,0,63881,-13000,0,6217260,0,0,US
2002,3,MS,676392,0,0,1428658,937821,0,0,2285,922,0,0,3127523,0,81445,US
2002,3,MT,1548820,0,550645,1120,0,0,0,1227,58588,0,0,2165210,0,4810,US
2002,3,NC,6292627,0,207255,201366,2158621,4455,9030,57,74304,-4376,0,9084027,0,140688,US
2002,3,ND,2649956,0,98389,1201,0,0,8,8076,3930,0,0,2761559,0,0,US
2002,3,NE,1441974,0,81197,7730,922119,0,1266,0,1489,0,0,2456190,415,0,US
2002,3,NH,358738,0,110402,6105,861664,5353,11120,0,5236,0,0,1430635,0,72017,US
2002,3,NJ,806077,0,954,1374700,2579599,39511,68293,7057,19330,-11251,0,4884271,0,0,US
2002,3,NM,2239775,0,22878,281237,0,0,1180,0,2499,0,0,2547569,0,0,US
2002,3,NV,1312584,97360,187020,1006805,0,0,0,0,932,0,0,2604701,0,0,US
2002,3,NY,1723744,0,2392412,2625640,3100888,63164,103004,0,747278,-78844,0,10714734,4937,32511,US
2002,3,OH,11113189,0,44082,49571,934915,2318,1961,17585,42936,0,0,12218013,0,11456,US
2002,3,OK,2795608,0,180038,1587828,0,0,0,5890,3766,-27752,0,4565665,0,20287,US
2002,3,OR,365859,0,2891630,834555,0,3321,4229,0,1598,0,0,4198349,44445,52712,US
2002,3,PA,8599513,0,208157,452197,5372043,57602,100582,47153,202432,-60668,0,15047333,7222,61100,US
2002,3,RI,0,0,259,471435,0,15696,8242,0,3936,0,0,499568,0,0,US
2002,3,SC,2971586,0,127835,130914,4737240,0,1196,0,34329,-47515,0,8031088,0,75503,US
2002,3,SD,337030,0,306237,3471,0,0,0,0,188,0,0,647411,485,0,US
2002,3,TN,5190369,0,647625,31331,1959849,443,2841,1302,58397,-57845,0,7904441,524,69605,US
2002,3,TX,10329854,0,89666,14105217,3500366,74440,8110,255586,183719,0,0,28874781,238396,89427,US
2002,3,US-TOTAL,151485651,1244968,21008813,51214464,63040647,1008234,1251775,903928,8217375,-684133,44397,302549011,852102,2960789,US
2002,3,UT,2501883,18207,33791,76716,0,479,610,0,4784,0,0,2636470,0,0,US
2002,3,VA,2873860,0,72199,162523,2441439,33093,49400,0,245562,-146658,0,5834566,0,103148,US
2002,3,VT,0,0,136246,220,349713,0,0,0,822,0,0,524032,1131,35900,US
2002,3,WA,919624,0,5308831,572570,831207,5554,14436,28220,7305,0,0,7832575,51055,93773,US
2002,3,WI,2882592,0,172118,175422,1144414,8061,25985,0,29264,0,0,4501754,5044,58854,US
2002,3,WV,7630063,0,117150,22448,0,3091,49,14333,40876,0,0,7828010,0,0,US
2002,3,WY,3799750,0,32514,56113,0,7168,0,0,2926,0,0,3933571,35100,0,US
2002,4,AK,43484,0,111309,313978,0,0,871,0,69662,0,0,539384,0,81,US
2002,4,AL,4874607,0,664171,979746,2309008,135,1226,10964,19185,0,0,9161933,0,302891,US
2002,4,AR,2101920,0,379227,283286,874937,9167,430,0,4880,0,0,3795037,0,141190,US
2002,4,AZ,3109898,0,700946,961165,2169710,4981,3672,0,6500,3575,48,6960495,0,0,US
2002,4,CA,158370,1005016,2913902,5634562,3111275,27194,148704,114715,141161,-752,45810,13995827,409496,286374,US
2002,4,CO,2638268,0,112207,750604,0,0,2636,383,2032,-12843,0,3505988,12701,0,US
2002,4,CT,278221,0,34074,545052,1159749,66355,66885,0,125911,-5493,0,2270753,0,0,US
2002,4,DC,0,0,0,0,0,0,0,0,22998,0,0,22998,0,0,US
2002,4,DE,295919,0,0,113854,0,0,0,0,78140,0,0,487913,0,0,US
2002,4,FL,4343792,0,19949,4844937,2738599,221085,163827,905,3188147,0,0,15618302,0,97061,US
2002,4,GA,6417791,0,243493,338516,1831160,1977,11937,0,113280,-39312,0,9594459,0,675616,US
2002,4,HI,130148,2836,5364,0,0,1572,15133,3215,792087,0,0,950402,47,0,US
2002,4,IA,2344339,0,66848,37730,415917,37,8028,0,4558,0,0,2974038,96580,0,US
2002,4,ID,8177,0,880596,22682,0,7453,0,0,21,0,0,961349,0,42420,US
2002,4,IL,6232132,0,10527,826786,6616377,15179,59636,17178,17258,0,0,13795073,0,0,US
2002,4,IN,8464967,0,29308,285402,0,1402,9727,249553,72249,0,0,9112608,0,0,US
2002,4,KS,2867652,0,1282,79680,41519,0,0,0,37426,0,0,3074497,46938,0,US
2002,4,KY,6404733,0,553778,69822,0,0,0,0,373225,0,0,7433945,0,32387,US
2002,4,LA,1294527,0,121301,3768227,1017537,52560,4614,95194,149182,0,0,6709074,0,205932,US
2002,4,MA,902681,0,84526,879632,481927,61015,90900,0,406711,-39285,0,2876811,0,8704,US
2002,4,MD,2459919,0,200787,127717,619921,18242,24286,42642,145239,0,0,3654329,0,15576,US
2002,4,ME,45236,0,305617,974151,0,35528,27126,8,85971,0,0,1746265,0,272628,US
2002,4,MI,4723456,0,161328,1214652,2794443,21447,64843,848,101191,-79083,0,9126717,33,123559,US
2002,4,MN,2425838,0,87574,88807,1180401,32499,37820,0,32737,0,0,4018887,95282,37929,US
2002,4,MO,4555353,0,164454,310608,828117,4377,729,0,47143,256,0,5911037,0,0,US
2002,4,MS,1069189,0,0,1402866,898970,0,0,3366,6295,0,0,3453040,0,72354,US
2002,4,MT,1420931,0,617479,555,0,0,0,1810,76010,0,0,2121772,0,4987,US
2002,4,NC,5345933,0,221413,175506,3330276,19822,8360,88,52795,-3289,0,9312033,0,161129,US
2002,4,ND,2155663,0,84357,916,0,0,0,6340,1997,0,0,2249272,0,0,US
2002,4,NE,1444129,0,93231,22046,881232,0,1263,0,3445,0,0,2446109,763,0,US
2002,4,NH,239388,0,187331,9122,833602,4935,12277,0,20624,0,0,1379845,0,72566,US
2002,4,NJ,572658,0,816,1338997,2098030,36626,61704,6283,64102,-6471,0,4172745,0,0,US
2002,4,NM,2216961,0,27168,284990,0,0,1251,0,1123,0,0,2531493,0,0,US
2002,4,NV,957261,91373,248758,631250,0,0,0,0,2991,0,0,1931633,0,0,US
2002,4,NY,1612468,0,2220873,2513173,2880530,67878,107875,0,751468,-73500,0,10114004,5159,28080,US
2002,4,OH,10192769,0,27430,97114,896578,2244,1899,17022,31367,0,0,11277405,0,10983,US
2002,4,OK,2398748,0,272878,1838987,0,0,0,6992,2998,-12302,0,4523336,0,15035,US
2002,4,OR,203791,0,3280875,323138,0,2938,3742,0,1420,0,0,3895498,33120,46474,US
2002,4,PA,8265946,0,241802,259233,5989273,59399,104503,49993,188375,-50527,0,15165161,5500,51664,US
2002,4,RI,0,0,240,399605,0,47527,7596,0,3616,0,0,458584,0,0,US
2002,4,SC,2890524,0,107180,344921,3731771,0,2248,0,21054,-83189,0,7097372,0,82863,US
2002,4,SD,296888,0,368709,3919,0,0,0,0,102,0,0,670187,569,0,US
2002,4,TN,5094763,0,575484,37886,2007942,662,3072,1174,14237,-43051,0,7741323,427,48727,US
2002,4,TX,10337077,0,121937,15058739,2596093,151236,9006,222496,127722,0,0,28939850,236924,78620,US
2002,4,US-TOTAL,142304595,1114735,24246605,49146409,58437062,1031877,1161600,889941,7833580,-584772,45858,289848253,1024417,3196347,US
2002,4,UT,2749075,15510,41751,79655,0,456,581,0,4303,0,0,2891331,0,0,US
2002,4,VA,2692697,0,66946,345786,2075308,32754,50122,0,344681,-139505,0,5595054,0,126264,US
2002,4,VT,0,0,114954,160,338459,0,0,0,663,0,0,470378,992,15150,US
2002,4,WA,512671,0,7030756,235873,803086,5789,15508,24950,4765,0,0,8755435,35357,86680,US
2002,4,WI,2854402,0,262226,210224,885315,7753,27187,0,42881,0,0,4346957,4548,52421,US
2002,4,WV,6722151,0,140118,27477,0,2845,374,13821,21043,0,0,6927829,0,0,US
2002,4,WY,2937082,0,39325,52675,0,6809,0,0,6607,0,0,3082479,39981,0,US
2002,5,AK,48711,0,108504,301216,0,0,918,0,71159,0,0,530593,0,85,US
2002,5,AL,5471845,0,728787,1032098,2853342,129,1387,11072,46197,0,0,10444214,0,299357,US
2002,5,AR,1611330,0,272580,266365,1223077,8444,408,0,10884,0,0,3498511,0,105423,US
2002,5,AZ,3254234,0,701868,1077277,2819293,4633,4403,0,4629,4127,51,7870515,0,0,US
2002,5,CA,166256,1100673,3462756,5661771,2181981,33688,148572,105900,143399,101112,57589,13934158,478276,292184,US
2002,5,CO,3028547,0,152696,681159,0,0,3268,175,259,-12778,0,3863843,10517,0,US
2002,5,CT,229807,0,45841,831179,1497037,66874,71454,0,122466,0,0,2864657,0,0,US
2002,5,DC,0,0,0,0,0,0,0,0,-616,0,0,-616,0,0,US
2002,5,DE,267106,0,0,87717,0,0,0,14145,24198,0,0,393165,0,0,US
2002,5,FL,5489857,0,14408,5033600,2825721,214010,179752,1290,3824466,0,0,17742594,0,159490,US
2002,5,GA,6521683,0,213898,357689,3048600,2245,10568,0,105127,-52208,0,10794035,0,586433,US
2002,5,HI,140210,3279,9052,0,0,13547,30161,3497,787065,0,0,986886,75,0,US
2002,5,IA,2831440,0,69145,38492,362672,119,7330,0,5279,0,0,3401625,87149,0,US
2002,5,ID,10029,0,982948,26962,0,9267,0,0,0,0,0,1067636,0,38430,US
2002,5,IL,6562413,0,10617,406482,7424916,12569,62034,18090,12008,0,0,14509129,0,0,US
2002,5,IN,8891982,0,30182,142948,0,1122,7785,266200,80668,0,0,9420887,0,0,US
2002,5,KS,2620114,0,1244,60229,623618,0,0,0,17788,0,0,3368557,45564,0,US
2002,5,KY,6774116,0,622023,64522,0,0,0,0,261130,0,0,7743476,0,21685,US
2002,5,LA,1897281,0,113767,4177412,1419289,28082,4579,127355,169091,0,0,8170343,0,233487,US
2002,5,MA,669779,0,92712,1345580,493183,67005,99662,0,465728,-75102,0,3169285,0,10738,US
2002,5,MD,2117717,0,291151,94098,639467,21287,28075,48921,106419,0,0,3359138,0,12003,US
2002,5,ME,47775,0,348725,1149417,0,30657,27780,0,83764,0,0,1995162,0,307044,US
2002,5,MI,5066829,0,165068,1030420,1977603,22698,55526,805,67633,-68150,0,8437205,29,118744,US
2002,5,MN,2275791,0,78977,82143,1223147,29580,45502,0,43961,0,0,3887967,83221,25644,US
2002,5,MO,4712163,0,305255,186365,823474,2761,766,0,43662,-6808,0,6067638,0,0,US
2002,5,MS,1288767,0,0,1257958,920634,0,0,2026,3987,0,0,3545084,0,71712,US
2002,5,MT,1360209,0,965973,2092,0,0,0,1624,41374,0,0,2376366,0,5094,US
2002,5,NC,5190839,0,195075,163978,3615406,22569,8121,73,54042,-3112,0,9378881,0,131890,US
2002,5,ND,2206610,0,105395,236,0,0,0,1571,3504,0,0,2317316,0,0,US
2002,5,NE,1631612,0,92942,24780,378015,0,1004,0,618,0,0,2129601,630,0,US
2002,5,NH,205557,0,150928,9871,74714,5328,11402,0,73821,0,0,588478,0,56857,US
2002,5,NJ,420967,0,824,1304229,2264481,43487,71885,6224,29055,-11939,0,4129213,0,0,US
2002,5,NM,2375142,0,27735,236271,0,0,1641,0,2706,0,0,2643495,0,0,US
2002,5,NV,1387204,93217,268674,839955,0,0,0,0,2013,0,0,2591063,0,0,US
2002,5,NY,1590958,0,2368759,2451153,3669275,74696,117655,0,919966,-77837,0,11130708,4929,11154,US
2002,5,OH,11059434,0,24711,47571,927549,1807,1529,13710,50256,0,0,12137199,0,10632,US
2002,5,OK,2883094,0,338297,1539876,0,0,0,6339,3674,-13978,0,4768241,0,10939,US
2002,5,OR,319277,0,3298114,306022,0,3428,4366,0,745,0,0,4002611,29943,40716,US
2002,5,PA,8249599,0,317323,291856,6660859,60226,106195,51998,93723,-52349,0,15886707,4813,102464,US
2002,5,RI,0,0,263,436641,0,54267,7993,0,4259,0,0,503422,0,0,US
2002,5,SC,3200418,0,94948,580850,3641320,0,1213,0,24749,-92646,0,7567546,0,116694,US
2002,5,SD,249131,0,322118,3604,0,0,0,0,799,0,0,576244,592,0,US
2002,5,TN,5233621,0,616947,22346,1689448,408,2555,1051,20733,-53645,0,7593513,439,59610,US
2002,5,TX,12287496,0,100595,15980926,3321462,137493,21606,186035,126678,0,0,32512588,264416,85881,US
2002,5,US-TOTAL,151406401,1215874,26662695,50275237,63032192,1040874,1247185,909565,8126867,-538788,57640,307674569,1077641,3161187,US
2002,5,UT,2751611,18705,67325,85806,0,408,520,0,3756,0,0,2928131,0,0,US
2002,5,VA,2767516,0,73001,242831,2594188,42954,60636,0,101483,-123476,0,5844203,0,85070,US
2002,5,VT,0,0,125913,260,209953,0,0,0,587,0,0,364921,1123,27085,US
2002,5,WA,415559,0,7820307,120132,808114,5508,15451,28771,3525,0,0,9329691,27961,84363,US
2002,5,WI,3192576,0,272131,123278,820354,11619,23449,0,37412,0,0,4534769,3680,50270,US
2002,5,WV,7316894,0,131387,14380,0,256,36,12693,25661,0,0,7501315,0,8,US
2002,5,WY,3115293,0,60803,53196,0,7702,0,0,1380,0,0,3272657,34283,0,US
2002,6,AK,35819,0,116831,271101,0,0,684,0,99827,0,0,524325,0,63,US
2002,6,AL,6658365,0,305166,1741159,2805207,27916,1910,8646,16191,0,0,11882481,0,317921,US
2002,6,AR,1810441,0,367328,484940,1334145,8326,385,0,2540,0,0,4120910,0,112805,US
2002,6,AZ,3114966,0,720737,1468847,2717774,6049,3845,0,4553,6318,53,8043142,0,0,US
2002,6,CA,204991,1050607,3379494,7874932,2217453,34137,170660,144882,169815,83883,95490,16343680,557098,360238,US
2002,6,CO,3037860,0,150506,798852,0,0,2496,324,3017,-14223,0,3988462,9630,0,US
2002,6,CT,300271,0,37859,747710,1421445,68807,69918,0,93467,-1115,0,2738361,0,0,US
2002,6,DC,0,0,0,0,0,0,0,0,30828,0,0,30828,0,0,US
2002,6,DE,280591,0,0,113363,0,0,0,19627,71420,0,0,485001,0,0,US
2002,6,FL,5623119,0,8947,6266170,2818386,211018,179838,1141,2804716,0,0,18094546,0,181211,US
2002,6,GA,7122783,0,162439,959181,2922975,2050,12530,0,66219,-65418,0,11868684,0,685925,US
2002,6,HI,132559,3430,7853,0,0,14813,34044,2925,791122,0,0,986944,198,0,US
2002,6,IA,2987526,0,76106,51265,413091,78,8284,0,6385,0,0,3617483,74748,0,US
2002,6,ID,10095,0,979406,30861,0,3205,0,0,0,0,0,1069952,0,46385,US
2002,6,IL,7546857,0,11850,1060588,7934863,12796,66846,20577,12335,0,0,16666712,0,0,US
2002,6,IN,9752468,0,50996,383363,0,1412,9792,268001,71082,0,0,10537115,0,0,US
2002,6,KS,2993881,0,1171,234374,849793,0,0,0,2482,0,0,4124592,42891,0,US
2002,6,KY,7468105,0,185181,208470,0,0,0,0,125874,0,0,8022587,0,34957,US
