YEAR,MONTH,STATE,Coal,Geothermal,Hydroelectric Conventional,Natural Gas,Nuclear,Other,Other Biomass,Other Gases,Petroleum,Pumped Storage,Solar Thermal and Photovoltaic,Total,Wind,Wood and Wood Derived Fuels,Country
2013,6,SC,2193160.7,0,246578.3,1204031.46,4763852,2537.21,17317.48,0,7182.02,-95105,0,8513926.94,0,174372.76,US
2013,6,SD,234699.79,0,287721.07,884.07,0,0,0,0,216.92,0,0,724917.2,201395.36,0,US
2013,6,TN,3158352.47,0,1123591.15,400266.24,2385334,33.29,7965.39,995.76,12301.89,-828,1982.99,7176163.14,3228,82939.96,US
2013,6,TX,14401222.29,0,39688.54,19191012.25,3652367,14236.04,41380.63,191554.96,95572.45,0,16407.91,41110199.99,3378885.95,87871.97,US
2013,6,US-Total,138283216,1278254.47,27384066.56,99615064.31,66429690,1124998.57,1726957.86,1047531.21,2342069.72,-358223,870685.02,356822647.2,13748105.76,3330230.73,US
2013,6,UT,2913660.7,26060.13,62068.26,416392.29,0,9088.22,5827.36,135.01,2029.93,0,206.05,3506788.99,71321.04,0,US
2013,6,VA,2087566.98,0,132714.12,1626820.21,2611418,42757.28,85899.18,0,38353.95,-138902,0,6646405.96,0,159778.23,US
2013,6,VT,0,0,145445.98,284.68,438579,0,2266.92,0,115.25,0,1332.4,642345.14,15291.95,39028.96,US
2013,6,WA,109357.83,0,8596877.24,588070.12,78260,10856.88,19151.19,36744.74,3340.88,-300,52,10080643.05,537373.39,100858.8,US
2013,6,WI,3551385.89,0,195283.04,626669.98,865249,6822.7,40869.41,0,35128.06,0,0,5488400.02,74216.11,92775.84,US
2013,6,WV,6183289,0,152379.23,21765.26,0,0,325.29,2436.91,16555.06,0,0,6454765.75,78015,0,US
2013,6,WY,3935433.7,0,124623.91,33485.31,0,6498.82,0,21170.05,3626.52,0,0,4386673.65,261835.34,0,US
2013,7,AK,53099.42,0,93930.71,277699.48,0,-28.61,5180.06,0,52035.47,0,0,497318.14,15401.62,0,US
2013,7,AL,4260024.58,0,1229860.04,4211915.54,3720122,270.05,847.97,30246.69,5625.12,0,0,13720431.98,0,261519.99,US
2013,7,AR,3207097.75,0,199931.54,1322995.54,735251,1531.83,9830.19,0,3661.94,5101,0,5616028.04,0,130627.26,US
2013,7,AZ,3918461.84,0,597981.78,4701074.86,2892416,0,5942.64,0,3074.18,13391,193730.76,12350269.56,24196.5,0,US
2013,7,CA,118029.83,1072843.43,3192666.34,11679536.74,1485846,80544.23,232601.31,116414.48,7629.57,118097,344616.75,20221009.93,1412956.36,359227.9,US
2013,7,CO,3107334.59,0,128202.16,1267890.56,0,4177.4,6973.08,0,948.4,-30438,24197.48,5014320.9,504726.43,308.82,US
2013,7,CT,95898.8,0,39971.67,1632329.37,1554382,63759.51,54081.65,0,38950.34,1077,0,3480606.36,0,156.03,US
2013,7,DC,0,0,0,6420.78,0,0,0,0,0,0,0,6420.78,0,0,US
2013,7,DE,212707.69,0,0,713610.18,0,0,4895.45,28635.97,6060.91,0,4317.27,970404.23,176.75,0,US
2013,7,FL,4685408.12,0,33622.81,12916842.16,2709448,265417.56,185092.37,646.44,340609.15,0,23301.06,21346919.06,0,186531.39,US
2013,7,GA,4475513.72,0,555316.71,3482803.17,2991114,9339.94,38938.82,0,21946.44,32667,444.04,11911391.69,0,303307.85,US
2013,7,HI,129445.15,25316,3384.54,0,0,43979.38,32697.02,3725.66,616442.47,0,1761.89,910191.29,53439.18,0,US
2013,7,IA,3468123.2,0,68953.36,265483.96,447624,0,16105.5,0,6490.9,0,0,5139190.17,866409.27,0,US
2013,7,ID,72.6,3046.89,1111893.29,381923.63,0,6970.6,17465.41,0,2.2,0,0,1732994.94,173750.82,37869.52,US
2013,7,IL,7818441.02,0,12058.86,1245834.89,8471071,25332.48,38350.37,33100.01,7286.64,0,4717.45,18068796.9,412604.18,0,US
2013,7,IN,9111721.7,0,24011.38,998122.9,0,43591.24,28158.58,228472.47,169340.45,0,1084.48,10742151.32,137648.12,0,US
2013,7,KS,3038047.18,0,1336.32,264903.84,882785,0,6004.6,0,2457.71,0,0,4829594.84,634060.21,0,US
2013,7,KY,7113168.38,0,323452.06,266996.12,0,1265.04,4884.69,0,135632.05,0,0,7862204.47,0,16806.13,US
2013,7,LA,1957169.57,0,124777,5268660.14,1581768,44334.8,3672.71,175022.81,436109.97,0,0,9826512.75,0,234997.75,US
2013,7,MA,578205.95,0,110256.07,3033408.69,499580,75032.83,90758.39,0,48061.45,-54455,9322.7,4409493.07,10378.19,8943.82,US
2013,7,MD,1865318.3,0,162770.35,578176.98,1262218,28686.86,38920.99,0,30103.55,0,5398.32,3999477.16,13019,14864.8,US
2013,7,ME,2332.68,0,322703.39,469575.58,0,40880.17,20248.79,0,23434.17,0,0,1280699.83,56484.58,345040.48,US
2013,7,MI,5312459.09,0,50989.7,1472372.26,2609391,27366.85,75026.53,58765.34,30702,-100802,0,9827287.89,128043.99,162973.14,US
2013,7,MN,2187184.6,0,55478.79,735163.85,776208,36674.47,59750.25,0,2888.61,0,244.92,4441422.81,507879.34,79949.97,US
2013,7,MO,7433736.28,0,66598.22,529415.23,719609,873.18,5587.47,0,4560.73,8595,0,8827406.16,58431.05,0,US
2013,7,MS,1057914.62,0,0,3229263.95,978908,499.59,638.49,0,869.39,0,0,5398255.25,0,130161.22,US
2013,7,MT,1092996.82,0,1049516.42,101255.62,0,28649,0,1.03,38156.95,0,0,2398541.22,87965.38,0,US
2013,7,NC,4974027.68,0,862880,2609311.79,3795380,43074.48,62393.19,0,21607.08,0,33915.08,12578672.64,0,176083.34,US
2013,7,ND,2623441.8,0,177564,2207.32,0,3762.17,568.4,2861.71,3435.63,0,0,3125434.49,311593.46,0,US
2013,7,NE,2575083.79,0,103451.39,109617.46,537853,0,6977.12,0,846.62,0,0,3434512.45,100683.06,0,US
2013,7,NH,171408.64,0,159591.76,574645.5,926855,5203.78,11661.19,0,12444.13,0,0,1981848.46,21053.13,98985.32,US
2013,7,NJ,263051.57,0,1611.54,3524215.99,2992191,54446.42,86374.17,17897.47,23406.67,-21587,44007.93,6986037.76,422,0,US
2013,7,NM,2205131.04,0,10336.48,935146.09,0,64.77,1591.8,0,2552.09,0,35169.93,3314281.06,124288.85,0,US
2013,7,NV,635625.72,198009.54,247120.39,2874896.73,0,2022.61,2086.82,645.05,1440.14,0,62401.05,4044730.06,20482,0,US
2013,7,NY,577338.44,0,2206295.04,7221336.15,3662799,77695.48,151501.77,0,250952.47,-48557,6869.38,14312079.02,145180.32,60667.97,US
2013,7,OH,8635084.48,0,40888.65,2306034.52,1327956,640.9,41564.77,76154.97,135317.38,0,4220.5,12645183.02,48960.05,28360.83,US
2013,7,OK,3026402.99,0,113902.71,3524674.46,0,473.34,10935.37,0,200.43,-9176,0,7460294.6,772299.52,20581.79,US
2013,7,OR,6240.66,10941,2559044.3,1187899.34,0,2545.11,24063.02,0,649.52,0,1844.47,4711557.86,851866.1,66464.35,US
2013,7,PA,9020953.2,0,218384.57,5138130.26,7014196,74140.02,161333.33,60467.98,62134.55,-49430,6538.72,21868982.16,120923.74,41209.78,US
2013,7,RI,0,0,442.26,785236.24,0,0,4629.47,0,2462.65,0,201.49,793111.36,139.26,0,US
2013,7,SC,2177404.07,0,618093.49,1439856.47,4904197,4688.28,18173.99,0,21179.35,-73391,0,9279821.44,0,169619.8,US
2013,7,SD,242626.09,0,404142.1,95132.65,0,0,0,0,353.02,0,0,898821.11,156567.26,0,US
2013,7,TN,2980463.71,0,1214639.52,489039.03,2524682,97.17,6856.28,1297.76,7982.6,-872,1845.89,7311951.44,2108,83811.49,US
2013,7,TX,15394984.29,0,50878.97,21284839.6,3726529,18061.54,53729.93,248309.79,106171.17,0,17162.44,43381632.03,2397787.82,83177.49,US
2013,7,US-Total,152866852.7,1336882.22,27254571.5,120770980.8,70539238,1201079.59,1797266.41,1148253.46,2812306.34,-340468,828847.27,394845620.8,11093613.55,3536196.97,US
2013,7,UT,3093176.01,26725.36,56837.93,632164.41,0,16126.96,6096.73,138.38,798.21,0,187.99,3886050.7,53798.72,0,US
2013,7,VA,2408954.18,0,198645.82,2664315.89,2667603,47342.26,94963.65,0,60906.15,-130337,0,8163757.5,0,151363.55,US
2013,7,VT,0,0,137687.41,203.57,445367,0,2199.35,0,540.62,0,1240.28,637074.53,12777.69,37058.62,US
2013,7,WA,723001.13,0,7877969.66,1263762,806046,8685.76,22806.6,40761.8,3172.21,-351,105,11452811.61,568053.27,138799.18,US
2013,7,WI,4292156.08,0,137756.58,934554.06,889843,6303.14,43764.8,0,36895.97,0,0,6514907.77,66906.73,106727.4,US
2013,7,WV,6315857.33,0,146929.63,79821.02,0,0,341.38,2862.04,20792.58,0,0,6621411.96,54808,0,US
2013,7,WY,4224526.32,0,149813.83,40264.27,0,6557.04,0,21825.6,2984.35,0,0,4611315.03,165343.62,0,US
2013,8,AK,54294.55,0,107442.5,264222.1,0,-25.3,4875.2,0,51183.1,0,0,499439.3,17447.17,0,US
2013,8,AL,4691310.95,0,813424.63,4564142.84,3718037,609.38,12260.37,26592.93,5237.56,0,0,14092384.53,0,260768.88,US
2013,8,AR,3262295.88,0,371136.61,1295175.64,1108587,1867.47,8798.66,0,1359.67,5532,0,6187520.73,0,132767.81,US
2013,8,AZ,3917215.8,0,543986.64,4728582.43,2930489,0,5954.81,0,2452.45,15665,189527.49,12361977.21,18295.45,9808.14,US
2013,8,CA,111261.2,1062554.34,2628510.37,11937396.3,1688180,78131.66,257889.9,115438.6,8431.6,-52610,471246.48,19948218.6,1296575.87,345212.27,US
2013,8,CO,3253878.89,0,29914.71,1207848.59,0,3741.47,6987.37,0,525.05,-29448,24237.9,4878620.58,380934.61,0,US
2013,8,CT,-1980.16,0,23637.82,1449295.12,1396122,64126.95,57859.25,0,7104.01,96,0,2996425.19,0,164.2,US
2013,8,DC,0,0,0,6690.03,0,0,0,0,0,0,0,6690.03,0,0,US
2013,8,DE,156644.23,0,0,609045.06,0,0,4492.16,20142.4,967.64,0,4371.26,795843.28,180.54,0,US
2013,8,FL,4704106.53,0,20875.1,14203283.19,2691099,266772.8,164840.58,309.59,369201.37,0,21162.13,22627061.65,0,185411.36,US
2013,8,GA,4398408.04,0,379514.73,3937279.23,3022787,9849.71,37695.56,0,25704.64,-11713,403.44,12099804.97,0,299875.62,US
2013,8,HI,134229.16,18939,9263.5,0,0,38625.84,30631.97,4355.47,625646.39,0,2043.8,924331.1,60595.98,0,US
2013,8,IA,3588546.98,0,84054.54,229099.56,447147,0,20602.73,0,14798.92,0,0,5057370,673120.26,0,US
2013,8,ID,1734.86,3090.97,855978.69,441731.4,0,6243.19,17501.2,0,3.12,0,0,1545763.56,185367.69,34112.46,US
2013,8,IL,7976456.74,0,8035.46,874971.48,8603769,25624.33,39782.66,27691.47,6014.11,0,5472.27,17891148.36,323330.85,0,US
2013,8,IN,8184285.97,0,47167.78,1027407.82,0,49911.91,32036.16,236393.98,180172.97,0,1258.01,9850618.02,91983.44,0,US
2013,8,KS,2979478.08,0,1628.98,240224.57,883930,0,5546.82,0,1578.74,0,0,4709558.97,597171.78,0,US
2013,8,KY,7712970.52,0,281409.68,111799.12,0,1467.85,33179.58,0,115053.25,0,0,8263742.27,0,7862.27,US
2013,8,LA,2046251.8,0,89360,5290990.66,1574207,47460.27,6452.12,199635.58,422534.54,0,0,9900778.16,0,223886.2,US
2013,8,MA,155529.26,0,52432.29,2690649.67,380750,74819.39,90451.33,0,474.31,6307,11170.32,3483927.36,11165.67,10178.11,US
2013,8,MD,1386442.7,0,73021.91,205399.18,1258216,29098.55,39462.68,0,9803.98,0,4904.79,3034178.83,11577,16252.04,US
2013,8,ME,3125.76,0,235303.98,387210.95,0,39370.36,19893.48,0,8365.13,0,0,1096324.42,69714.75,333340.03,US
2013,8,MI,5322748.61,0,48819.63,1296862.05,2679670,29669.76,87918.41,58218.77,30939.47,-112780,0,9725458.31,137132.2,146259.43,US
2013,8,MN,2243989.73,0,19471.18,678730.17,1120700,37010.11,52852.78,0,883.87,0,284.11,4623199.08,372269.9,97007.23,US
2013,8,MO,7174408.48,0,171533.87,419607.5,320343,787.29,5515.59,0,2681.39,25769,0,8172071.46,51414.94,10.4,US
2013,8,MS,989707.76,0,0,3423518.56,878096,339.79,4365.6,0,663.72,0,0,5428177.79,0,131486.35,US
2013,8,MT,1155582.03,0,681027.75,42157.7,0,25835,0,1.11,35254.74,0,0,1997118.89,57260.57,0,US
2013,8,NC,4672595.03,0,492431.52,2662231.32,3649988,53432.18,43243.98,0,12756.55,0,31695.13,11811554.38,0,193180.66,US
2013,8,ND,2654015.69,0,178273,1987.4,0,3783.6,525.07,3717.82,1905.17,0,0,3117425.74,273218,0,US
2013,8,NE,2562398.4,0,126107.85,121166.7,569766,0,6445.21,0,1619.51,0,0,3494596.44,107092.78,0,US
2013,8,NH,30517.39,0,67033.19,510579.62,927947,5332.79,11950.95,0,2635.82,0,0,1683021.75,26183.38,100841.63,US
2013,8,NJ,164110.09,0,1482.97,2782017.46,2960283,56442.97,89287.23,17665.64,9343.83,-21375,38366.02,6098113.93,489.72,0,US
2013,8,NM,2080521.36,0,7941.61,1039196.52,0,58.01,1595.06,0,5411.36,0,34577.71,3280470.42,111168.78,0,US
2013,8,NV,575840.45,201951.84,237142.35,2634244.17,0,2083.11,2091.1,694.55,1739.04,0,62454.94,3740014.54,21773,0,US
2013,8,NY,260606.14,0,2096034.31,5344741.76,3904728,76396.37,149176.45,0,41072.19,-27002,6027.09,12085064.22,180463.43,52820.48,US
2013,8,OH,8987388.58,0,63709.38,2077775.72,1588505,613.26,44529.19,80358.4,119276.53,0,4884.18,13032680.8,35668.86,29971.68,US
2013,8,OK,3004883.72,0,331168.21,3725011.78,0,612.02,12445.33,0,198.73,-9006,0,7764741.65,681074.42,18353.44,US
2013,8,OR,410817.92,9009,1843183.25,1550736.15,0,3813.27,28470.17,0,273.92,0,2481.86,4536406.42,614848.03,72772.84,US
2013,8,PA,7307651.24,0,117192.02,4917298.92,7104597,74497.79,163903.28,56627.71,37896.08,-53782,5729.93,19901663.93,128277.38,41774.58,US
2013,8,RI,0,0,261.54,708941.25,0,0,63.16,0,802.14,0,233.72,710472.74,170.93,0,US
2013,8,SC,2213225.58,0,424948.63,1290628.44,4906399,6337.36,16676.81,0,7011.3,-79235,0,8968850.53,0,182858.41,US
2013,8,SD,282500.79,0,449730.11,100227.93,0,0,0,0,1406.73,0,0,983835.27,149969.7,0,US
2013,8,TN,3142658.69,0,834812.24,519479.47,2517567,34.68,9860.44,1099.11,15475.91,-886,2141.24,7129244.75,1510,85491.98,US
2013,8,TX,15279094.52,0,27245.06,23699176.96,3717571,19535.47,56663.14,230463.64,152748.38,0,17706.66,45474104.83,2129992.79,143907.21,US
2013,8,US-Total,149426052.9,1322436.44,21633315.61,121156397,71344379,1216639.24,1847460.4,1143066.32,2448499.31,-464510,944091.74,385285745.2,9633883.68,3634033.54,US
2013,8,UT,3037491.8,26891.3,43669.09,678903.71,0,12490.64,6109.22,156.59,2883.56,0,185.53,3861593.45,52812.01,0,US
2013,8,VA,1985709.69,0,98401.47,2531449.21,2682312,41981.18,85521.66,0,56492.82,-120706,0,7543614.39,0,182452.38,US
2013,8,VT,0,0,70886.55,229.57,441562,0,2181.47,0,105.4,0,1438.73,577552.58,15762.89,45385.99,US
2013,8,WA,886351.04,0,6069324.52,1680314.42,821066,13460.79,25636.35,36058.57,1203.48,664,87,10134373.82,456065.93,144141.73,US
2013,8,WI,3772267.03,0,223603.54,957883.48,849959,6888.71,42924.91,0,31945.37,0,0,6054977.4,63827.6,105677.75,US
2013,8,WV,6228946.17,0,139072.07,23509.03,0,0,313.25,2711.07,15130.85,0,0,6467419.44,57737,0,US
2013,8,WY,4283537.26,0,112708.8,35345.09,0,7507.27,0,24733.35,2128.92,0,0,4636199.12,170238.41,0,US
2013,9,AK,54191.69,0,91289.26,277773.43,0,-24.49,5246.55,0,60395.04,0,0,503932.65,15061.17,0,US
2013,9,AL,4418157.27,0,611785.75,3695837.27,3542181,775.42,1894.9,26799.43,3808.3,0,0,12553643.72,0,252404.39,US
2013,9,AR,2910659.09,0,285273.76,829282.89,1295723,1590.66,7446.94,0,1834.41,1998,0,5454848.44,0,121039.69,US
2013,9,AZ,3744770.98,0,414148.04,3661953.89,2842526,0,5613.66,0,4017.52,2381,201620.36,10918422.59,29607.11,11784.04,US
2013,9,CA,100766.12,1034477.23,1766084.68,11891255.56,1634281,79164.92,234581.5,137661.18,8120.61,66125,459753.45,18906168.29,1158465.35,335431.69,US
2013,9,CO,2396759.25,0,54142,1138520.12,0,4228.09,6587.06,0,530.65,-22487,22414.93,4144136.31,543441.21,0,US
2013,9,CT,6897.25,0,26828.78,1349132.72,1500677,58826,51058.55,0,3536.63,230,0,2997351.83,0,164.9,US
2013,9,DC,0,0,0,6046.5,0,0,0,0,0,0,0,6046.5,0,0,US
2013,9,DE,126144.79,0,0,539130.59,0,0,4241.24,26925.52,2119.3,0,4566.47,703292.84,164.93,0,US
2013,9,FL,4203020.09,0,14165.88,12811558.35,2557288,257898.34,162218.79,449.78,293796.59,0,17217.42,20499304.74,0,181691.5,US
2013,9,GA,3967717.99,0,227482.11,3643869.88,2773047,7986.58,36934.59,0,19599.79,-43629,421.46,10889037.61,0,255607.22,US
2013,9,HI,128674.85,22760,1154.05,0,0,37854.4,33836.04,3658.12,596852.27,0,2036.59,879006.36,52180.04,0,US
2013,9,IA,2660243.58,0,74181.29,172517.05,430065,0,18575.08,0,11942.82,0,0,4532125.93,1164601.1,0,US
2013,9,ID,5645.02,3077.7,533876.26,371558.28,0,7055.18,16498.56,0,2.75,0,0,1194927.63,227004.47,30209.43,US
2013,9,IL,7708145.02,0,7567.26,518499,7672711,26638.71,51540.6,26400.19,4808.18,0,5452.95,16532731.85,510968.94,0,US
2013,9,IN,7576342.61,0,40541.41,614217.01,0,42003.11,34544,224445.28,87685.02,0,1253.57,8776434.14,155402.14,0,US
2013,9,KS,2652971.99,0,1437.64,226123.02,292148,0,5026.29,0,2612.62,0,0,4044141.48,863821.94,0,US
2013,9,KY,6899109.14,0,200724.82,64126.94,0,167.72,7327.18,0,113124.73,0,0,7285556.17,0,975.63,US
2013,9,LA,2167121.24,0,38779,4507315.2,1519085,62300.55,7779.28,170083.37,472236.28,0,0,9175169.54,0,230469.62,US
2013,9,MA,95889.82,0,62761.88,1964559.67,327986,73026.43,88309.44,0,17533.42,-34125,11091.03,2629291.51,12472.76,9786.08,US
2013,9,MD,1174342.16,0,53253.74,334992.94,1140152,25084.52,34088.14,0,15372.03,0,9081.81,2805431.13,11769,7294.79,US
2013,9,ME,2832.79,0,263039.03,361613.46,0,37750.83,19319.11,0,966.06,0,0,1081157.59,74744.19,320892.11,US
2013,9,MI,4725845.67,0,38257.61,777295.48,2345864,25538.28,91694.54,77105.35,28401.92,-68998,0,8359972.9,175732.63,143235.41,US
2013,9,MN,1754461.94,0,27863.52,572629.27,978057,33375.91,47958.44,0,6744.27,0,283.11,4140973.88,605853.76,113746.66,US
2013,9,MO,5948356.12,0,25756.16,422953.94,872034,823.72,4483.84,0,3095.81,-1550,0,7355155.83,79198.7,3.55,US
2013,9,MS,751306.55,0,0,2392802.51,990253,295.33,1132.69,0,873.12,0,0,4266062.68,0,129399.48,US
2013,9,MT,1141254.57,0,448524.43,25461.64,0,28630,0,1.54,37866.8,0,0,1767042.29,85303.32,0,US
2013,9,NC,3735606.94,0,395863.9,2520248.37,3656450,56400.72,22431.06,0,12195.54,0,35528.28,10613855.63,0,179130.83,US
2013,9,ND,1927147.6,0,145769,9051.99,0,3448.84,475.8,3095.04,3025.11,0,0,2518371.83,426358.46,0,US
2013,9,NE,2270487.29,0,111294.91,54135.39,550785,0,5840.37,0,1756.42,0,0,3144045.26,149745.9,0,US
2013,9,NH,13700.58,0,77775.63,443728.6,896959,4417.08,9932.98,0,421.97,0,0,1572695.71,31174.81,94585.07,US
2013,9,NJ,132580,0,1354.72,2376857.02,2929907,52436.82,83887.51,17524.02,7601.91,-19873,42944.02,5625793.29,573.28,0,US
2013,9,NM,1906415.37,0,5450.94,847255.72,0,65.56,1503.68,0,2628.56,0,33087.25,2935446.61,139039.54,0,US
2013,9,NV,406608.21,203468.97,182446.45,2099745.88,0,2203.1,1971.3,627.84,1963.76,0,62074,2981519.5,20410,0,US
2013,9,NY,176802.81,0,1926454.46,4204252.5,3762354,74132.97,141698.83,0,53804.28,-48977,6541.48,10560214.35,204753.86,58396.17,US
2013,9,OH,7451037.07,0,56444.89,1006643.78,1430074,101.78,59024.23,77647.92,123749.14,0,4849.23,10292184.53,54966.48,27646.02,US
2013,9,OK,2749650.45,0,183779.26,2833707.73,0,445.91,10482.71,0,112.66,-7525,0,6559160.69,769359.95,19147.02,US
2013,9,OR,374531.29,9639,2094988.09,1278319.78,0,3777.45,23796.02,0,356.81,0,2412.43,4498757.12,649203.77,61732.49,US
2013,9,PA,6914955.15,0,91931.7,4218013.65,5941497,70376.2,154437.61,44849.4,25401.43,-58108,6257.66,17602760.19,157565.44,35582.96,US
2013,9,RI,0,0,296.84,686727.04,0,0,2815.42,0,691.52,0,232.9,690955.37,191.66,0,US
2013,9,SC,2037538.68,0,200432.18,1095659.62,3939828,3252.35,15745.27,0,5804.42,-95283,0,7343544.22,0,140566.7,US
2013,9,SD,236375.52,0,526135.13,49790.07,0,0,0,0,488.64,0,0,1014298.84,201509.48,0,US
2013,9,TN,2758583.58,0,903334.73,421347.71,2370389,51.44,4727.97,1311.16,9566.51,-805,2133.68,6550630.57,1871,78118.78,US
2013,9,TX,13769737.93,0,15590.26,20041595.3,3487219,24823.35,52751.91,203272.24,77548.51,0,14882.95,39770049.37,2005091.04,77536.88,US
2013,9,US-Total,133110437.3,1299299.66,16961152.3,102063233.3,65798971,1181532.18,1715767.56,1086627.45,2186181.83,-438550,948778.66,340940901.6,11674081.15,3353389.15,US
2013,9,UT,2966852.7,25876.77,29973.48,629208.48,0,16928.62,5759.23,22.84,1126.91,0,191.63,3731825.48,55884.82,0,US
2013,9,VA,1541423.36,0,63195.03,2061923.69,2076925,38007.68,77113.07,0,23471.29,-107582,0,5965172.15,0,190695.04,US
2013,9,VT,0,0,67866.89,224.72,394036,0,2093.68,0,106.36,0,2380.01,522282.47,18440.15,37134.67,US
2013,9,WA,820675.28,0,4210269.29,1356387.73,792921,9939.68,24764.84,39331.52,1393.21,-342,70,7976449.31,587329.36,133709.41,US
2013,9,WI,3316218.68,0,195293.9,610472.12,855549,3169.54,36281.32,0,22588.75,0,0,5213637.5,98793.26,75270.94,US
2013,9,WV,6523583.16,0,118546.34,21675.6,0,0,295.76,2346.57,8447.54,0,0,6726389.96,51495,0,US
2013,9,WY,3758298.09,0,47745.94,25234.26,0,6562.91,0,3069.14,4053.68,0,0,4129495.2,284531.17,0,US
2013,10,AK,54734.91,0,200699.68,240551.81,0,-25.65,5163.66,0,57990.37,0,0,568774.41,9659.63,0,US
2013,10,AL,4031663.5,0,607931.2,3758833.42,3218217,331.7,1244.9,23082.04,5350.76,0,0,11848996.15,0,202341.63,US
2013,10,AR,2240120.65,0,136734.52,745694.17,1351312,697.27,7417.15,0,5619.98,184,0,4595666.42,0,107886.68,US
2013,10,AZ,3694155.63,0,403488.64,2033368.92,2094710,0,5910.63,0,2286.58,-5931,274208.21,8559206.99,41417.6,15591.78,US
2013,10,CA,46361.94,1060769.43,1409266.11,10315607.71,1581357,71445.45,256770.69,101224.73,3821.57,37718,408142.7,16374074.42,750316.35,331272.75,US
2013,10,CO,2563377.99,0,14181.01,660463.07,0,4211.54,6935.53,0,895.18,-25020,23255.21,3910092.24,661792.73,0,US
2013,10,CT,-1320.42,0,23949.22,1210501.95,1552489,54676.88,54055.73,0,232.79,51,0,2894747.63,0,111.48,US
2013,10,DC,0,0,0,5590.04,0,0,0,0,0,0,0,5590.04,0,0,US
2013,10,DE,147128.2,0,0,517686.1,0,0,4575.15,7060.66,298.29,0,4641.9,681590.83,200.53,0,US
2013,10,FL,3981493.05,0,13802.77,12512048.26,1935134,237156.26,185156.74,378.39,173745.97,0,19093.9,19223827.95,0,165818.62,US
2013,10,GA,2768445.02,0,239088.03,3570679.65,2594473,9699.42,35642.5,0,11910.37,-61984,428.42,9465372.65,0,296990.25,US
2013,10,HI,121100.66,24582,3482.87,0,0,39518.65,32998.41,3666.34,656968.32,0,2144.65,917703.32,33241.42,0,US
2013,10,IA,2176722.52,0,53478.41,44637.07,449169,0,19385,0,13635.15,0,0,4092876.95,1335849.81,0,US
2013,10,ID,11826.19,3418.67,440923.77,215196.85,0,7027.56,17371.36,0,3.23,0,0,914492.61,172129.18,46595.82,US
2013,10,IL,7368789.18,0,7297.07,240174.19,7892743,20241.08,53590.01,19131.72,5410.34,0,5742.29,16352260.26,739141.39,0,US
2013,10,IN,7362878.73,0,42555.9,772248.55,0,39572.6,33345.51,205387.07,11217.45,0,1320.08,8765866.34,297340.45,0,US
2013,10,KS,2146368.5,0,1036.41,125046.6,582132,0,5050.52,0,4279.27,0,0,3857060.59,993147.28,0,US
2013,10,KY,6491238.51,0,180497.94,68473.98,0,360.77,7371.41,0,114426.42,0,0,6875762.29,0,13393.26,US
2013,10,LA,1219642.68,0,33812,3999349.48,1578936,78400.9,8760.03,183060.35,494254.19,0,0,7845874.09,0,249658.47,US
2013,10,MA,8374.08,0,40799.22,1960140.78,386722,79154.82,95689.76,0,5687.17,-28473,12745.47,2589398.63,17499.72,11058.61,US
2013,10,MD,1288830.71,0,83841.97,253060.81,1306577,25904.43,35242.54,0,7589.74,0,7942.46,3040704.28,18887,12827.64,US
2013,10,ME,3053.69,0,249932.55,364826.22,0,32086.41,20895.76,0,3188.88,0,0,1043346.59,87465.68,281897.39,US
2013,10,MI,4540518.22,0,62561.42,864295.19,2178083,23635.46,86232.95,103281.83,62446.2,-72757,0,8227667.5,229793.16,149577.08,US
2013,10,MN,2006013.97,0,22826.24,338168.8,835437,38376.44,48233.61,0,4186.14,0,298.13,4056275.9,693866.34,68869.23,US
2013,10,MO,5850822.88,0,33245.29,223587.38,912338,1516.36,5434.95,0,2389.62,4933,0,7137431.03,100931.83,2231.73,US
2013,10,MS,572019.3,0,0,2380831.52,697135,617.92,1501.49,0,1103.7,0,0,3760069.68,0,106860.76,US
2013,10,MT,1127030.77,0,573467.46,16144.48,0,27109,0,1.38,44688.44,0,0,1917356.98,127012.3,1903.16,US
2013,10,NC,3477633.6,0,406447.74,2124702.79,3829430,59673.86,7935.72,0,16894.32,0,40423.55,10157066.18,0,193924.61,US
2013,10,ND,2188598.23,0,116500,4754.45,0,3990.63,478.09,1667.87,1544.44,0,0,2814242.49,496708.77,0,US
2013,10,NE,2267691.79,0,80234.18,12846.72,586438,0,5868.53,0,6022.84,0,0,3128562.72,169460.68,0,US
2013,10,NH,319.95,0,66940.14,294563.19,926972,5438.21,12149.83,0,187.91,0,0,1429232.61,32838.21,89823.17,US
2013,10,NJ,122490.95,0,1470.92,2068844.28,2371569,53576.31,88185.77,18308.75,7055,-18384,40971.34,4754940.16,851.84,0,US
2013,10,NM,2000004.78,0,5544.23,589002.4,0,65.3,1583.23,0,6727.97,0,37678.7,2837835.36,197228.75,0,US
2013,10,NV,274388.85,231762.75,206694.18,1972502.27,0,2726.28,2075.58,545.14,1790.22,0,71700.87,2781464.15,17278,0,US
2013,10,NY,192527.21,0,2070816.07,3603308.08,3991830,79619.27,150949.12,0,17920.05,-34863,5541.93,10442747.46,299423.77,65674.97,US
2013,10,OH,6730667.77,0,59619.82,1885412.59,1616376,240.99,29823.11,81464.56,115250.09,0,4997.81,10643641.72,92645.46,27143.53,US
